Позиция в рейтинге	Изменение позиции в рейтинге	Название банка	Номер лицензии	Регион регистрации	Декабрь, 2012, тыс. рублей	Январь, 2012, тыс. рублей	Изменение, тыс. рублей	Изменение, %
333	-27	Япы Креди Банк Москва	2555	Москва и обл.	6395709	6654832	-259123	-3.89
334	-33	Славия	2664	Москва и обл.	6378922	6945131	-566209	-8.15
335	-21	Ижкомбанк	646	Удмуртия	6349967	6253260	96707	1.55
336	-1	ЕвроситиБанк	1869	Ставропольский край	6327226	5655488	671738	11.88
337	-5	Бинбанк Тверь	777	Тверская обл.	6222825	5685146	537679	9.46
338	11	Эксперт Банк	2949	Омская обл.	6220911	5294141	926770	17.51
339	-61	Международный Коммерческий Банк	2524	Москва и обл.	6133659	8269413	-2135754	-25.83
340	-16	Банк Казани	708	Татарстан	6126559	5881030	245529	4.17
341	39	Агросоюз	1459	Москва и обл.	6085728	4634991	1450737	31.3
342	-27	Славянский Кредит	2960	Москва и обл.	6063374	6246599	-183225	-2.93
343	10	Юг-Инвестбанк	2772	Краснодарский край	6034947	5197310	837637	16.12
344	27	Национальный Залоговый Банк	2944	Москва и обл.	5987920	4738281	1249639	26.37
345	21	Софрино	2972	Москва и обл.	5952352	4790718	1161634	24.25
346	-17	Муниципальный Камчатпрофитбанк	2103	Камчатская обл.	5936280	5767512	168768	2.93
347	-24	Банк Оранжевый	1659	Санкт-Петербург и обл.	5918891	5892917	25974	0.44
348	21	Экономикс-Банк	2136	Москва и обл.	5888372	4767884	1120488	23.5
349	16	Банк БФТ	2273	Москва и обл.	5876444	4841835	1034609	21.37
350	-77	Тройка-Д Банк	3431	Москва и обл.	5840998	8532300	-2691302	-31.54
351	-3	ФДБ	3071	Москва и обл.	5737681	5294559	443122	8.37
352	18	Белгородпромстройбанк	1816	Белгородская обл.	5727420	4760861	966559	20.3
353	3	Трансстройбанк	2807	Москва и обл.	5699185	5116964	582221	11.38
354	-13	Объединенный Банк Промышленных Инвестиций	2626	Москва и обл.	5685927	5558592	127335	2.29
355	-22	Волжский Социальный Банк	2428	Самарская обл.	5676960	5678330	-1370	-0.02
356	-93	Киви Банк	2241	Москва и обл.	5671151	8820563	-3149412	-35.71
357	4	Московский Нефтехимический Банк	1411	Москва и обл.	5592208	4973494	618714	12.44
358	100	Татсоцбанк	480	Татарстан	5565030	3101525	2463505	79.43
359	-83	Платина	2347	Москва и обл.	5546312	8466598	-2920286	-34.49
360		Региональный Банк Развития — Московский филиал	2782	Россия	5529226			
361	-15	Руссобанк	2313	Москва и обл.	5526202	5440183	86019	1.58
362	-45	Банк на Красных Воротах	2472	Москва и обл.	5433871	6153655	-719784	-11.7
363	54	Нижневолжский Коммерческий Банк	931	Саратовская обл.	5432410	3939646	1492764	37.89
364	17	Голдман Сакс Банк	3490	Москва и обл.	5421994	4621385	800609	17.32
365	-8	Бинбанк Мурманск	1276	Мурманская обл.	5396870	5067186	329684	6.51
366	-58	Банк Финсервис	3388	Москва и обл.	5384689	6593842	-1209153	-18.34
367	305	РЕСО Кредит	3450	Москва и обл.	5342646	1323291	4019355	303.74
368	11	Чувашкредитпромбанк	1280	Чувашия	5327010	4648594	678416	14.59
369	-10	Ассоциация	732	Нижегородская обл.	5309099	5026935	282164	5.61
370	24	Вокбанк	312	Нижегородская обл.	5265948	4369188	896760	20.52
371	21	Анкор Банк	889	Татарстан	5243414	4432120	811294	18.3
372	-18	Северный Народный Банк	2721	Коми	5236730	5186019	50711	0.98
373	36	Русский Торговый Банк	2842	Москва и обл.	5212184	4072608	1139576	27.98
374	-38	Банк Раунд	2506	Москва и обл.	5167671	5654264	-486593	-8.61
375	2	Лесбанк	1598	Москва и обл.	5160373	4689707	470666	10.04
376	-4	Риабанк	3434	Москва и обл.	5156165	4733884	422281	8.92
377	-30	Кремлевский	2905	Москва и обл.	5151103	5333308	-182205	-3.42
378	6	Сибнефтебанк	385	Тюменская обл.	5141097	4590247	550850	12
379	-42	Актив Банк	2529	Мордовия	5117299	5648331	-531032	-9.4
380	-28	Профит Банк	3234	Москва и обл.	5068050	5220419	-152369	-2.92
381	23	Джей энд Ти Банк	3061	Москва и обл.	5065445	4217289	848156	20.11
382	7	Банк Развития Региона	3315	Северная Осетия — Алания	5042345	4460394	581951	13.05
383	5	Нэклис-Банк	1671	Москва и обл.	5023999	4479967	544032	12.14
384	-34	Веста	2368	Москва и обл.	5023467	5291046	-267579	-5.06
385	-7	Бинбанк Смоленск	1957	Смоленская обл.	4993895	4670595	323300	6.92
386	10	Зернобанк	2337	Алтайский край	4956632	4349881	606751	13.95
387	-32	Банк Развития Технологий	3441	Москва и обл.	4950525	5140648	-190123	-3.7
388	33	Камский Коммерческий Банк	438	Татарстан	4933782	3891991	1041791	26.77
389	-15	Сибсоцбанк	2015	Алтайский край	4920216	4716011	204205	4.33
390	32	Торгово-Строительный Банк	1250	Москва и обл.	4893240	3831965	1061275	27.7
391	27	БайкалИнвестБанк	1067	Иркутская обл.	4859008	3926536	932472	23.75
392	207	Навигатор	2469	Москва и обл.	4824491	1743718	3080773	176.68
393	48	Объединенный Кредитный Банк	1118	Владимирская обл.	4755458	3351129	1404329	41.91
394	-4	Мой Банк. Ипотека	2436	Башкортостан	4744530	4449989	294541	6.62
395	-75	Кузнецкий Мост	2254	Москва и обл.	4660554	6026858	-1366304	-22.67
396	55	2Т Банк	625	Москва и обл.	4657987	3230401	1427586	44.19
397	43	Спецсетьстройбанк	3062	Москва и обл.	4641127	3376116	1265011	37.47
398	50	Стромкомбанк	404	Красноярский край	4556976	3241558	1315418	40.58
399	7	Банк БКФ	2684	Москва и обл.	4541122	4179764	361358	8.65
400	11	ВостСибтранскомбанк	2731	Иркутская обл.	4499453	4050843	448610	11.07
401	12	Юникорбанк	2586	Москва и обл.	4439343	3984127	455216	11.43
402	26	Кранбанк	2271	Ивановская обл.	4436349	3709722	726627	19.59
403	11	Век	2299	Москва и обл.	4409421	3965307	444114	11.2
404	340	Объединенный Капитал	2611	Санкт-Петербург и обл.	4407536	918527	3489009	379.85
405	-37	Банкхаус Эрбе	1717	Москва и обл.	4400858	4780274	-379416	-7.94
406	124	Таатта	1249	Саха (Якутия)	4368236	2398945	1969291	82.09
407	16	Промэнергобанк	2728	Вологодская обл.	4339758	3811192	528566	13.87
408	53	Межтрастбанк	2493	Москва и обл.	4333962	3073988	1259974	40.99
409	21	Ермак	1809	Тюменская обл.	4328525	3668124	660401	18
410	42	Инвестиционный Союз	637	Москва и обл.	4276592	3210038	1066554	33.23
411	13	Зенит Сочи	232	Краснодарский край	4222613	3786823	435790	11.51
412	443	Анталбанк	3115	Москва и обл.	4210533	475529	3735004	785.44
413	21	Хакасский Муниципальный Банк	1049	Хакасия	4167018	3588865	578153	16.11
414	-72	Проминвестбанк	2433	Москва и обл.	4117482	5557354	-1439872	-25.91
415	-13	Межрегиональный Почтовый Банк	3171	Москва и обл.	4116730	4275395	-158665	-3.71
416	-23	Аскольд	2480	Смоленская обл.	4077099	4380298	-303199	-6.92
417	46	Газстройбанк	2919	Москва и обл.	4031555	3061002	970553	31.71
418	-6	Новобанк	1352	Новгородская обл.	4026321	4009747	16574	0.41
419	122	Банк ИТБ	3128	Москва и обл.	4007485	2289426	1718059	75.04
420	-53	Енисейский Объединенный Банк	2645	Красноярский край	4003358	4780733	-777375	-16.26
421	-2	Межрегиональный промышленно-строительный банк	752	Мордовия	3997300	3896698	100602	2.58
422	49	Северный Кредит	2398	Вологодская обл.	3970313	3003118	967195	32.21
423	-24	Экси-Банк	2530	Санкт-Петербург и обл.	3966152	4338896	-372744	-8.59
424	2	Приоритет	3135	Самарская обл.	3898681	3755730	142951	3.81
425	96	Финансовый Капитал	3288	Санкт-Петербург и обл.	3874277	2497552	1376725	55.12
426	-29	Промрегионбанк	2123	Томская обл.	3839599	4344021	-504422	-11.61
427	52	Интернациональный Торговый Банк	2609	Омская обл.	3827309	2884866	942443	32.67
428	1	Нейва	1293	Свердловская обл.	3803657	3706103	97554	2.63
429	9	Донкомбанк	492	Ростовская обл.	3791068	3388901	402167	11.87
430	38	Стройлесбанк	2995	Тюменская обл.	3784803	3026797	758006	25.04
431	-55	Донинвест	1617	Ростовская обл.	3743519	4690558	-947039	-20.19
432	-12	Заречье	817	Татарстан	3742924	3893963	-151039	-3.88
433	-32	Стратегия	2801	Москва и обл.	3711763	4283899	-572136	-13.36
434	48	Нефтепромбанк	2156	Москва и обл.	3707177	2855136	852041	29.84
435	-349	Банк Сберегательно-кредитного сервиса	3224	Москва и обл.	3676332	51026676	-47350344	-92.8
436	135	Эл Банк	1025	Самарская обл.	3633027	1987218	1645809	82.82
437	-93	Сиббизнесбанк	2539	Тюменская обл.	3630058	5507737	-1877679	-34.09
438	-40	Новопокровский	467	Краснодарский край	3621039	4341374	-720335	-16.59
439	41	Кузнецкий	609	Пензенская обл.	3610836	2884096	726740	25.2
440	57	Азия-Инвест Банк	3303	Москва и обл.	3593673	2688085	905588	33.69
441	13	Мастер-Капитал	3011	Москва и обл.	3548278	3152149	396129	12.57
442	-3	Еврокоммерц	1777	Москва и обл.	3535889	3387383	148506	4.38
443	73	Витабанк	356	Санкт-Петербург и обл.	3517171	2541225	975946	38.4
444	-13	Тюменьагропромбанк	917	Тюменская обл.	3517067	3638548	-121481	-3.34
445	62	Милбанк	3256	Москва и обл.	3494595	2622215	872380	33.27
446	44	Универсальный Кредит	2903	Москва и обл.	3418301	2758839	659462	23.9
447	55	Невский Банк	1068	Санкт-Петербург и обл.	3400924	2636402	764522	29
448	30	Земский Банк	2900	Самарская обл.	3397073	2893887	503186	17.39
449	-4	Оргбанк	3312	Москва и обл.	3365474	3304785	60689	1.84
450	-8	Мосуралбанк	2468	Москва и обл.	3341676	3328532	13144	0.39
451	-5	РБА	3413	Ярославская обл.	3321122	3294338	26784	0.81
452	-5	Интерактивный Банк	3378	Москва и обл.	3313014	3243256	69758	2.15
453	22	Синко-Банк	2838	Москва и обл.	3301127	2921637	379490	12.99
454	23	Роял Кредит Банк	783	Хабаровский край	3286020	2904904	381116	13.12
455	0	Алтайкапиталбанк	2659	Алтайский край	3268917	3151158	117759	3.74
456	75	Форус Банк	3457	Нижегородская обл.	3233660	2397315	836345	34.89
457	106	Кроссинвестбанк	2849	Москва и обл.	3229313	2048336	1180977	57.66
458	-21	Евроальянс	1781	Ивановская обл.	3226762	3399318	-172556	-5.08
459	-119	Объединенная Расчетная Система	3342	Москва и обл.	3186198	5568235	-2382037	-42.78
460	80	Смартбанк	3408	Москва и обл.	3167202	2298292	868910	37.81
461	54	Сберинвестбанк	1743	Свердловская обл.	3152883	2545911	606972	23.84
462	49	ЕвроАксис Банк	3273	Москва и обл.	3127867	2576011	551856	21.42
463	81	Русский Трастовый Банк	1139	Москва и обл.	3118152	2220710	897442	40.41
464	-11	Горбанк	2982	Санкт-Петербург и обл.	3116004	3155573	-39569	-1.25
465	23	Сити Инвест Банк	3194	Санкт-Петербург и обл.	3100069	2788575	311494	11.17
466	-10	Камчаткомагропромбанк	545	Камчатская обл.	3080968	3150820	-69852	-2.22
467	16	Живаго-Банк	2065	Рязанская обл.	3073031	2852674	220357	7.72
468	74	Банк Экономический Союз	2798	Москва и обл.	3071743	2262714	809029	35.75
469	98	Сибирский Банк Реконструкции и Развития	1284	Тюменская обл.	3070193	2024167	1046026	51.68
470	-35	Наш Дом	3296	Москва и обл.	3065767	3449349	-383582	-11.12
471	57	Консервативный Коммерческий Банк	1087	Астраханская обл.	3053413	2425386	628027	25.89
472	-57	Бинбанк Сургут	1701	Тюменская обл.	3047367	3961587	-914220	-23.08
473	-40	Ураллига	1626	Челябинская обл.	3015938	3601722	-585784	-16.26
474	-4	Союзный	3236	Москва и обл.	3002800	3005691	-2891	-0.1
475	-31	Первый Инвестиционный банк	604	Москва и обл.	2974877	3306559	-331682	-10.03
476	16	Уральский Межрегиональный Банк	1441	Свердловская обл.	2955755	2724266	231489	8.5
477	-20	Москва-Сити	3247	Москва и обл.	2955667	3124831	-169164	-5.41
478	7	Гринфилдбанк	2711	Москва и обл.	2947982	2820523	127459	4.52
479	26	Венец	524	Ульяновская обл.	2934460	2626314	308146	11.73
480	11	Еврокредит	2957	Москва и обл.	2932419	2732177	200242	7.33
481	0	Долинск	857	Сахалинская обл.	2915386	2863265	52121	1.82
482	-33	Уралпромбанк	2964	Челябинская обл.	2911327	3232351	-321024	-9.93
483	-19	Региональный Кредитный Банк	1608	Калининградская обл.	2894422	3049389	-154967	-5.08
484	35	Тамбовкредитпромбанк	1312	Тамбовская обл.	2889231	2503758	385473	15.4
485	-12	Итуруп	2390	Сахалинская обл.	2886917	2952787	-65870	-2.23
486	-12	Система	2846	Москва и обл.	2858064	2937324	-79260	-2.7
487	52	Профессионал Банк	2471	Москва и обл.	2857524	2315644	541880	23.4
488	-4	Нокссбанк	3202	Волгоградская обл.	2836107	2826060	10047	0.36
489	47	Коммерческий Индо Банк	3446	Москва и обл.	2820557	2362807	457750	19.37
490	-31	ПК-Банк	2652	Москва и обл.	2819612	3098034	-278422	-8.99
491	-19	Преодоление	2649	Москва и обл.	2800732	2964341	-163609	-5.52
492	-56	Океан Банк	1697	Москва и обл.	2787512	3424204	-636692	-18.59
493	27	Банк РМП	2574	Москва и обл.	2785943	2503223	282720	11.29
494	41	Аксонбанк	680	Костромская обл.	2766178	2365073	401105	16.96
495	-87	Коммерческий Банк Развития	3364	Москва и обл.	2741135	4081922	-1340787	-32.85
496	107	Риал-Кредит	3393	Москва и обл.	2735335	1727467	1007868	58.34
497	-35	Крыловский	456	Краснодарский край	2735007	3064314	-329307	-10.75
498	-3	Енисей	474	Красноярский край	2709707	2694016	15691	0.58
499	9	Тульский Промышленник	2382	Тульская обл.	2706404	2588288	118116	4.56
500	26	Интеркапитал-Банк	2706	Мордовия	2697193	2455135	242058	9.86
501	9	Уссури	596	Хабаровский край	2693689	2578987	114702	4.45
502	-15	Уралприватбанк	153	Свердловская обл.	2657476	2794783	-137307	-4.91
503	178	Эргобанк	2856	Москва и обл.	2644656	1265520	1379136	108.98
504	-8	ИпоТек Банк	2794	Москва и обл.	2642731	2691037	-48306	-1.8
505	32	Московский Коммерческий Банк	3172	Москва и обл.	2640151	2347098	293053	12.49
506	28	Совинком	2302	Москва и обл.	2627473	2370865	256608	10.82
507	78	НБК-Банк	3283	Москва и обл.	2622057	1859288	762769	41.02
508	-43	Интеркредит	3047	Москва и обл.	2621907	3048394	-426487	-13.99
509	-11	Гагаринский	606	Москва и обл.	2607051	2667820	-60769	-2.28
510	22	Финансово-Промышленный Капитал	3295	Москва и обл.	2598490	2391681	206809	8.65
511	42	Евразийский Банк	969	Москва и обл.	2594912	2119757	475155	22.42
512	17	Костромаселькомбанк	1115	Костромская обл.	2584227	2399571	184656	7.7
513	-44	Капитал	575	Москва и обл.	2583567	3018811	-435244	-14.42
514	43	Богородский	1277	Нижегородская обл.	2564483	2107782	456701	21.67
515	-65	Инкаробанк	2696	Москва и обл.	2558776	3230551	-671775	-20.79
516	-49	Аспект	608	Москва и обл.	2558080	3033252	-475172	-15.67
517	-3	Агророс	2860	Саратовская обл.	2548664	2549615	-951	-0.04
518	-32	Траст Капитал Банк	2741	Москва и обл.	2513093	2816399	-303306	-10.77
519	6	Национальный Банк Сбережений	1949	Ивановская обл.	2507708	2462894	44814	1.82
520	3	Вкабанк	1027	Астраханская обл.	2507310	2476402	30908	1.25
521	1	Вологжанин	1896	Вологодская обл.	2507147	2488689	18458	0.74
522	-28	Росбизнесбанк	1405	Москва и обл.	2457122	2697890	-240768	-8.92
523	46	Мираф-Банк	2244	Омская обл.	2448387	2006411	441976	22.03
524	0	Витязь	2890	Москва и обл.	2434713	2464751	-30038	-1.22
525	-161	Крокус-Банк	2682	Москва и обл.	2411253	4869858	-2458605	-50.49
526	-66	Новое Время	3492	Москва и обл.	2408212	3081008	-672796	-21.84
527	29	Диг-Банк	2423	Северная Осетия — Алания	2402496	2109363	293133	13.9
528	135	Богородский Муниципальный Банк	2992	Москва и обл.	2376578	1374053	1002525	72.96
529	86	Церих	3278	Орловская обл.	2373274	1658128	715146	43.13
530	51	Владпромбанк	870	Владимирская обл.	2367785	1872453	495332	26.45
531	37	Объединенный Резервный Банк	937	Москва и обл.	2367042	2018328	348714	17.28
532	6	Констанс-Банк	2228	Санкт-Петербург и обл.	2337386	2332375	5011	0.21
533	49	Резерв	2364	Челябинская обл.	2313835	1868046	445789	23.86
534	90	Промсельхозбанк	538	Москва и обл.	2309751	1554361	755390	48.6
535	14	Финтрастбанк	3104	Москва и обл.	2295295	2183980	111315	5.1
536	-24	ИРС	272	Москва и обл.	2294301	2553222	-258921	-10.14
537	33	Пульс Столицы	3002	Москва и обл.	2278681	2002094	276587	13.81
538	22	ФорБанк	2063	Алтайский край	2275428	2079697	195731	9.41
539	25	Эсидбанк	1991	Дагестан	2274190	2047463	226727	11.07
540	-39	Бум-Банк	1137	Кабардино-Балкария	2273807	2639508	-365701	-13.85
541	10	Вэлтон Банк	1105	Белгородская обл.	2269467	2156903	112564	5.22
542	3	ИК Банк	1732	Татарстан	2227563	2202226	25337	1.15
543	40	Ваш Личный Банк	1222	Иркутская обл.	2218889	1864179	354710	19.03
544	131	Инбанк	1829	Москва и обл.	2201972	1298234	903738	69.61
545	299	Промышленно-Финансовое Сотрудничество	2410	Москва и обл.	2194631	510910	1683721	329.55
546	47	Компания Розничного Кредитования	3385	Москва и обл.	2176719	1787508	389211	21.77
547	12	МФБанк	3163	Москва и обл.	2175626	2096536	79090	3.77
548	-1	Братский АНКБ	1144	Иркутская обл.	2168545	2197572	-29027	-1.32
549	67	Спиритбанк	2053	Тульская обл.	2167986	1649352	518634	31.44
550	4	Элита	1399	Калужская обл.	2153872	2116233	37639	1.78
551	14	Дом-Банк	3209	Москва и обл.	2134805	2046901	87904	4.29
552	44	Йошкар-Ола	2802	Марий Эл	2124497	1755194	369303	21.04
553	37	КОР	2148	Волгоградская обл.	2117883	1800066	317817	17.66
554	12	РСКБ	2050	Москва и обл.	2092925	2025259	67666	3.34
555	49	Зираат Банк	2559	Москва и обл.	2092704	1724520	368184	21.35
556	-1	Пермь	875	Пермская обл.	2092016	2112681	-20665	-0.98
557	34	Приско Капитал Банк	2537	Москва и обл.	2070694	1796785	273909	15.24
558	-15	Юнистрим	3467	Москва и обл.	2050900	2260855	-209955	-9.29
559	14	Кросна-Банк	2607	Москва и обл.	2050549	1945070	105479	5.42
560	16	Стелла-Банк	2948	Ростовская обл.	2031338	1921400	109938	5.72
561	28	Радиотехбанк	1166	Нижегородская обл.	2016007	1808148	207859	11.5
562	-4	Мегаполис	3265	Чувашия	2015584	2106023	-90439	-4.29
563	-13	Яринтербанк	2564	Ярославская обл.	2012808	2168502	-155694	-7.18
564	-2	Современные Стандарты Бизнеса	3397	Москва и обл.	2011168	2048843	-37675	-1.84
565	72	Конфидэнс Банк	970	Костромская обл.	2006328	1496639	509689	34.06
566	34	Верхневолжский	1084	Ярославская обл.	2006178	1739729	266449	15.32
567	-49	Социум-Банк	2881	Москва и обл.	1994806	2516935	-522129	-20.74
568	242	Таурус Банк	655	Челябинская обл.	1991589	660662	1330927	201.45
569	8	Кубанский Универсальный Банк	2898	Краснодарский край	1986651	1920030	66621	3.47
570	8	Выборг-Банк	720	Санкт-Петербург и обл.	1981470	1917940	63530	3.31
571	119	Северо-Западный 1 Альянс Банк	766	Санкт-Петербург и обл.	1977995	1211041	766954	63.33
572	20	Иваново	1763	Ивановская обл.	1973798	1789645	184153	10.29
573	195	Инвестсоцбанк	3010	Москва и обл.	1973447	817994	1155453	141.25
574	45	Лайтбанк	3177	Москва и обл.	1971842	1614940	356902	22.1
575	92	Земкомбанк	574	Ростовская обл.	1967998	1363459	604539	44.34
576	-76	Союзпромбанк	2965	Москва и обл.	1961584	2644446	-682862	-25.82
577	36	Проинвестбанк	784	Пермская обл.	1954952	1667932	287020	17.21
578	-69	Тагилбанк	1635	Свердловская обл.	1952593	2579282	-626689	-24.3
579	1	Липецкий Областной Банк	1794	Липецкая обл.	1948460	1885124	63336	3.36
580	27	Михайловский ПЖСБ	2961	Волгоградская обл.	1948373	1701816	246557	14.49
581	-48	Новый Символ	370	Москва и обл.	1946937	2372767	-425830	-17.95
582	-157	Тендер-Банк	2252	Москва и обл.	1944140	3773736	-1829596	-48.48
583	26	Россита-Банк	3257	Москва и обл.	1943408	1693838	249570	14.73
584	27	Ринвестбанк	3262	Рязанская обл.	1938192	1688009	250183	14.82
585	12	Вестерн Юнион ДП Восток	2726	Москва и обл.	1923051	1747232	175819	10.06
586	146	Санкт-Петербургский Банк Инвестиций	3468	Санкт-Петербург и обл.	1917804	975475	942329	96.6
587	226	Европейский Индустриальный Банк	2503	Москва и обл.	1916400	636044	1280356	201.3
588	-13	Апабанк	2404	Москва и обл.	1905542	1927263	-21721	-1.13
589	-3	Старооскольский Агропромбанк	1050	Белгородская обл.	1888683	1823819	64864	3.56
590	122	Международный Расчетный Банк	3028	Москва и обл.	1886845	1097546	789299	71.91
591	163	Рублевский	2192	Москва и обл.	1881014	866981	1014033	116.96
592	-31	Донхлеббанк	2285	Ростовская обл.	1866891	2059283	-192392	-9.34
593	35	РТС-Банк	3401	Самарская обл.	1861949	1537697	324252	21.09
594	36	Арт-Банк	2779	Северная Осетия — Алания	1853307	1534629	318678	20.77
595	348	Межбанковский Кредитный Союз	3242	Москва и обл.	1843338	145017	1698321	1171.12
596	-22	Новация	840	Адыгея	1832799	1934244	-101445	-5.24
597	30	Эльбин	2267	Дагестан	1820415	1540105	280310	18.2
598	-11	Нальчик	695	Кабардино-Балкария	1793481	1820643	-27162	-1.49
599	-72	Российский Национальный Коммерческий Банк	1354	Москва и обл.	1788715	2433105	-644390	-26.48
600	-21	Газнефтьбанк	3223	Саратовская обл.	1774110	1914959	-140849	-7.36
601	20	Владбизнесбанк	903	Владимирская обл.	1770869	1611070	159799	9.92
602	31	Крона-Банк	2499	Иркутская обл.	1767472	1515266	252206	16.64
603	3	Новокиб	1747	Кемеровская обл.	1764485	1701986	62499	3.67
604	-10	Национальный Корпоративный Банк	3422	Москва и обл.	1762008	1762483	-475	-0.03
605	147	Айви Банк	2055	Москва и обл.	1757854	884623	873231	98.71
606	48	Торговый Городской Банк	3180	Тверская обл.	1749511	1409942	339569	24.08
607	13	Сервис-Резерв	2034	Москва и обл.	1740555	1614098	126457	7.83
608	4	Соколовский	2830	Москва и обл.	1732566	1686640	45926	2.72
609	27	Пурпе	709	Тюменская обл.	1732288	1508205	224083	14.86
610	4	Новый Промышленный Банк	930	Москва и обл.	1724943	1665517	59426	3.57
611	151	Идея Банк	430	Краснодарский край	1723591	837682	885909	105.76
612	-17	Торжокуниверсалбанк	933	Тверская обл.	1709826	1761201	-51375	-2.92
613	-137	Банк МБФИ	2073	Москва и обл.	1706044	2907222	-1201178	-41.32
614	-4	Викинг	2	Санкт-Петербург и обл.	1683975	1691442	-7467	-0.44
615	152	Леноблбанк	1003	Санкт-Петербург и обл.	1682833	818214	864619	105.67
616	13	Мострансбанк	2258	Москва и обл.	1682367	1535121	147246	9.59
617	96	Стройиндбанк	155	Москва и обл.	1681784	1094786	586998	53.62
618	58	БВА Банк	1684	Москва и обл.	1654852	1294430	360422	27.84
619	-17	Татагропромбанк	728	Татарстан	1641120	1733705	-92585	-5.34
620	24	Нарат	1902	Саратовская обл.	1616970	1471398	145572	9.89
621	10	Национальный Банк Взаимного Кредита	3214	Москва и обл.	1616586	1530707	85879	5.61
622	51	Бумеранг	1002	Вологодская обл.	1611305	1303009	308296	23.66
623	12	Единственный	3187	Москва и обл.	1607868	1508431	99437	6.59
624	99	Бест Эффортс Банк	435	Москва и обл.	1607485	1029333	578152	56.17
625	-24	РФИ Банк	3351	Москва и обл.	1606586	1736247	-129661	-7.47
626	29	Тандем	1951	Москва и обл.	1588726	1409144	179582	12.74
627	32	Столичный Кредит	2853	Москва и обл.	1550617	1402615	148002	10.55
628	19	Кредит Экспресс	3186	Ростовская обл.	1547545	1451856	95689	6.59
629	55	Московский Вексельный Банк	2697	Москва и обл.	1546650	1237791	308859	24.95
630	56	Вологдабанк	992	Вологодская обл.	1544328	1229981	314347	25.56
631	40	Национальный Республиканский Банк	3359	Москва и обл.	1521431	1327513	193918	14.61
632	28	БСТ-Банк	2883	Кемеровская обл.	1509947	1399399	110548	7.9
633	-1	Холмск	503	Сахалинская обл.	1509797	1525711	-15914	-1.04
634	-82	Сталь Банк	2248	Москва и обл.	1509577	2139759	-630182	-29.45
635	87	Далена	1948	Москва и обл.	1499134	1031622	467512	45.32
636	55	Тайм Банк	3120	Москва и обл.	1497795	1201861	295934	24.62
637	100	Алтынбанк	2070	Татарстан	1493748	956184	537564	56.22
638	-54	Новый Век	3417	Москва и обл.	1491695	1862839	-371144	-19.92
639	-13	Саратов	330	Саратовская обл.	1487967	1549093	-61126	-3.95
640	8	Приобье	537	Тюменская обл.	1481682	1448085	33597	2.32
641	-95	Контраст-Банк	2857	Москва и обл.	1481296	2201429	-720133	-32.71
642	74	Унифондбанк	3416	Москва и обл.	1468513	1089882	378631	34.74
643	23	Московско-Парижский Банк	2646	Москва и обл.	1465276	1366198	99078	7.25
644	-26	Интеркоопбанк	2803	Москва и обл.	1452967	1626465	-173498	-10.67
645	72	Канский	860	Красноярский край	1451919	1068651	383268	35.86
646	-147	Республиканский Кредитный Альянс	3017	Москва и обл.	1448317	2649681	-1201364	-45.34
647	-39	Великие Луки Банк	598	Псковская обл.	1443946	1698562	-254616	-14.99
648	-7	Европлан Банк	3052	Москва и обл.	1410860	1478209	-67349	-4.56
649	-44	Объединенный Банк Республики	1016	Чувашия	1404931	1706506	-301575	-17.67
650	27	Межрегиональный Клиринговый Банк	2543	Москва и обл.	1402942	1291886	111056	8.6
651	52	Академический Русский Банк	622	Москва и обл.	1398032	1133112	264920	23.38
652	-135	Кредитинвест	1197	Дагестан	1394089	2527338	-1133249	-44.84
653	-13	Новый Кредитный Союз	3139	Москва и обл.	1392748	1486789	-94041	-6.33
654	7	Кемсоцинбанк	96	Кемеровская обл.	1379863	1388188	-8325	-0.6
655	-4	Златкомбанк	568	Москва и обл.	1376339	1428748	-52409	-3.67
656	-33	Нерюнгрибанк	825	Саха (Якутия)	1370390	1559970	-189580	-12.15
657	108	Ганзакомбанк	1734	Санкт-Петербург и обл.	1351206	825815	525391	63.62
658	22	Народный Банк	2249	Карачаево-Черкесия	1341537	1269171	72366	5.7
659	59	Русский Национальный Банк	469	Ростовская обл.	1335580	1063108	272472	25.63
660	-22	Уралфинанс	1370	Свердловская обл.	1330489	1491685	-161196	-10.81
661	4	Руна-Банк	3207	Москва и обл.	1317738	1370479	-52741	-3.85
662	7	Гринкомбанк	1184	Иркутская обл.	1312397	1339042	-26645	-1.99
663	-272	Севзапинвестпромбанк	2152	Санкт-Петербург и обл.	1308156	4436014	-3127858	-70.51
664	-47	Финанс Бизнес Банк	520	Краснодарский край	1306077	1646519	-340442	-20.68
665	-16	Екатерининский	2167	Москва и обл.	1304268	1447539	-143271	-9.9
666	58	Смолевич	1121	Смоленская обл.	1304251	1022007	282244	27.62
667	1	Радиан	1675	Иркутская обл.	1295154	1341405	-46251	-3.45
668	-18	Флора-Москва	533	Москва и обл.	1292020	1437259	-145239	-10.11
669	9	Максима	3379	Москва и обл.	1291231	1284140	7091	0.55
670	56	Банкирский Дом	2928	Санкт-Петербург и обл.	1277799	1007032	270767	26.89
671	136	Инвестиционный Республиканский Банк	2571	Москва и обл.	1275370	674612	600758	89.05
672	-20	Спутник	1071	Оренбургская обл.	1259173	1426255	-167082	-11.71
673	-31	Геленджик-Банк	790	Краснодарский край	1243187	1474781	-231594	-15.7
674	-21	Примтеркомбанк	21	Приморский край	1243023	1416036	-173013	-12.22
