Позиция в рейтинге	Изменение позиции в рейтинге	Название банка	Номер лицензии	Регион регистрации	Декабрь, 2010, тыс. рублей	Январь, 2010, тыс. рублей	Изменение, тыс. рублей	Изменение, %
685	-36	Флора-Москва	533	Москва и обл.	994145	1034960	-40815	-3.94
686	28	Дон-Тексбанк	1818	Ростовская обл.	993948	790168	203780	25.79
687	-27	Сибэс	208	Омская обл.	991913	991144	769	0.08
688	129	ИпоТек Банк — Северо-Западный филиал	0	Россия	979065	476705	502360	105.38
689	-19	Жилкредит	1736	Москва и обл.	978145	956782	21363	2.23
690	40	Народный Доверительный Банк	2374	Москва и обл.	974052	759460	214592	28.26
691	-35	Ноосфера	2650	Республика Алтай	963014	1004242	-41228	-4.11
692	-25	Сельмашбанк	106	Ростовская обл.	959368	960670	-1302	-0.14
693	-7	Проинвестбанк	784	Пермская обл.	954256	905184	49072	5.42
694	78	Московский Вексельный Банк	2697	Москва и обл.	951823	621993	329830	53.03
695	16	Саммит Банк	85	Приморский край	948363	800149	148214	18.52
696	-33	Кредитимпэкс Банк	2037	Москва и обл.	944508	980292	-35784	-3.65
697	-63	Местный Кредит	3370	Москва и обл.	942998	1089746	-146748	-13.47
698	22	Торговый Городской Банк	3180	Тверская обл.	929929	776123	153806	19.82
699	10	Арксбанк	1868	Москва и обл.	927131	813481	113650	13.97
700	0	Металлург	2877	Москва и обл.	926680	865397	61283	7.08
701	-16	Унифондбанк	3416	Москва и обл.	917202	906294	10908	1.2
702	-65	Синергия	2884	Саратовская обл.	908895	1081505	-172610	-15.96
703	51	Северинвестбанк	2264	Белгородская обл.	907082	677160	229922	33.95
704	-42	Алтынбанк	2070	Татарстан	904874	982011	-77137	-7.86
705	-72	Риал-Кредит	3393	Москва и обл.	903690	1090422	-186732	-17.12
706		Республиканский Кредитный Альянс	3017	Москва и обл.	901522			
707	0	Аскания Траст	286	Москва и обл.	901229	840859	60370	7.18
708	-12	Церих	2627	Москва и обл.	898835	878829	20006	2.28
709	130	Банкирский Дом	2928	Санкт-Петербург и обл.	896316	422033	474283	112.38
710	-8	Стройиндбанк	155	Москва и обл.	891560	855695	35865	4.19
711	113	Вэлкомбанк	589	Ставропольский край	888621	455736	432885	94.99
712	-32	Одинбанк	3197	Москва и обл.	885416	916915	-31499	-3.44
713	10	Межрегиональный Клиринговый Банк	2543	Москва и обл.	885262	771073	114189	14.81
714	42	Тайм Банк	3120	Москва и обл.	883591	669370	214221	32
715	14	Верхне-Волжский Нефтебанк	3033	Нижегородская обл.	878159	760909	117250	15.41
716	34	Первоуральскбанк	965	Свердловская обл.	873876	696425	177451	25.48
717	1	Онего	2484	Карелия	873021	778363	94658	12.16
718	-64	Русский Элитарный Банк	3231	Москва и обл.	869795	1012982	-143187	-14.14
719	77	БВА Банк	1684	Москва и обл.	868971	532613	336358	63.15
720	41	Майкопбанк	1136	Адыгея	865819	653270	212549	32.54
721	19	Финанс Бизнес Банк	520	Краснодарский край	863883	729178	134705	18.47
722	132	Военно-Промышленный Банк	3065	Москва и обл.	860567	386119	474448	122.88
723	19	Первый Дортрансбанк	3271	Кировская обл.	855794	726791	129003	17.75
724	28	Сургутский Центральный Коммерческий Банк	684	Тюменская обл.	846886	686136	160750	23.43
725	-90	Сталь Банк	2248	Москва и обл.	846215	1087603	-241388	-22.19
726	212	Тайдон	2085	Кемеровская обл.	842199	214179	628020	293.22
727	18	Руна-Банк	3207	Москва и обл.	840103	707904	132199	18.67
728	-18	Анелик РУ	3443	Москва и обл.	830938	811650	19288	2.38
729	124	Апабанк	2404	Москва и обл.	829963	387897	442066	113.96
730	-38	Канский	860	Красноярский край	828513	886253	-57740	-6.52
731	-28	Содружество	2923	Москва и обл.	828495	850981	-22486	-2.64
732	-152	Лето Банк	650	Брянская обл.	819294	1340345	-521051	-38.87
733	1	Примтеркомбанк	21	Приморский край	817800	750126	67674	9.02
734	41	Верхневолжский	1084	Ярославская обл.	816844	608327	208517	34.28
735	-42	Спецстройбанк	236	Москва и обл.	815244	884164	-68920	-7.79
736	59	Неополис-Банк	2809	Москва и обл.	800913	534897	266016	49.73
737	16	КИП-Банк	2843	Москва и обл.	796921	679800	117121	17.23
738	38	Кемсоцинбанк	96	Кемеровская обл.	788118	608002	180116	29.62
739	-23	Евроазиатский Инвестиционный Банк	2897	Москва и обл.	785047	786216	-1169	-0.15
740	-135	Динамичные Системы	3439	Москва и обл.	783063	1235272	-452209	-36.61
741	-233	Еврокапитал-Альянс	2672	Дагестан	778304	1880089	-1101785	-58.6
742	24	ЕАТП Банк	1765	Астраханская обл.	776383	641807	134576	20.97
743	-30	Максима	3379	Москва и обл.	774645	792424	-17779	-2.24
744	5	Мурманский Социальный Коммерческий Банк	2722	Мурманская обл.	774278	697479	76799	11.01
745	-54	Восточно-Европейский Трастовый Банк	2253	Москва и обл.	771974	890874	-118900	-13.35
746	98	Эко-Инвест	3116	Москва и обл.	768425	412769	355656	86.16
747	44	МС Банк Рус	2789	Москва и обл.	767686	545477	222209	40.74
748	-31	Бузулукбанк	1282	Оренбургская обл.	766277	778939	-12662	-1.63
749	-45	Аделантбанк	1835	Москва и обл.	763349	847939	-84590	-9.98
750	47	Булгар Банк	1917	Татарстан	762364	530721	231643	43.65
751	-64	МФТ-Банк	3356	Москва и обл.	761800	905024	-143224	-15.83
752	33	НоваховКапиталБанк	635	Москва и обл.	756708	576111	180597	31.35
753	206	Трансэнергобанк	3106	Дагестан	756603	161105	595498	369.63
754	-76	Балаково-Банк	444	Саратовская обл.	746394	923897	-177503	-19.21
755	-7	Кетовский Коммерческий Банк	842	Курганская обл.	746130	698614	47516	6.8
756	113	Русско-Германский Торговый Банк	2747	Москва и обл.	745466	350509	394957	112.68
757	43	Инвест-Экобанк	1956	Санкт-Петербург и обл.	737415	527206	210209	39.87
758	-26	Объединенный Капитал	2611	Санкт-Петербург и обл.	730210	753240	-23030	-3.06
759	-78	Далена	1948	Москва и обл.	723499	915159	-191660	-20.94
760	-14	Турбобанк	3203	Санкт-Петербург и обл.	716531	705858	10673	1.51
761	8	Смолевич	1121	Смоленская обл.	716429	634724	81705	12.87
762	-7	Финарс Банк	2938	Москва и обл.	716394	670325	46069	6.87
763	-41	Месед	184	Дагестан	714251	774960	-60709	-7.83
764	-7	Центрально-Европейский Банк	2670	Москва и обл.	711142	666667	44475	6.67
765	3	Химик	1114	Нижегородская обл.	706392	635970	70422	11.07
766	-31	Ресурс-Траст	3122	Москва и обл.	706096	743741	-37645	-5.06
767		Арсенал	3000	Москва и обл.	705027			
768	-35	Почтобанк	1788	Пермская обл.	701266	752228	-50962	-6.77
769	23	РусьРегионБанк	685	Москва и обл.	692839	541979	150860	27.84
770	57	Конфидэнс Банк	970	Костромская обл.	688327	449923	238404	52.99
771	175	Сибирский Банк Реконструкции и Развития	1284	Тюменская обл.	687737	197123	490614	248.89
772	59	Академический Русский Банк	622	Москва и обл.	686085	438627	247458	56.42
773	52	Мико-Банк	3195	Москва и обл.	680989	452503	228486	50.49
774	-23	Взаимодействие	1704	Новосибирская обл.	679411	696324	-16913	-2.43
775	12	Объединенный Кредитный Банк	1118	Владимирская обл.	678275	564451	113824	20.17
776	80	Народный Банк	2249	Карачаево-Черкесия	675075	383259	291816	76.14
777	-13	МТИ-Банк	1052	Москва и обл.	670606	651001	19605	3.01
778	5	Симбирск	653	Ульяновская обл.	670490	583961	86529	14.82
779	80	Московский Клиринговый Центр	3314	Москва и обл.	659283	381206	278077	72.95
780	34	Курган	2568	Курганская обл.	658123	479506	178617	37.25
781	-21	Тетраполис	1586	Санкт-Петербург и обл.	652826	654029	-1203	-0.18
782	219	Бринкс	3486	Москва и обл.	651109	41631	609478	1464.00
783	24	Индустриальный Сберегательный Банк	3175	Москва и обл.	647415	501057	146358	29.21
784		Межотраслевая Банковская Корпорация	3471	Москва и обл.	645749			
785	24	Ратибор-Банк	2174	Москва и обл.	644346	490721	153625	31.31
786	20	Центрально-Азиатский	3037	Хакасия	644226	502342	141884	28.24
787	-3	Русский Банк Сбережений	779	Ставропольский край	642822	578767	64055	11.07
788	-98	РФИ Банк	3351	Москва и обл.	638138	895314	-257176	-28.72
789	-81	Кредит Экспресс	3186	Ростовская обл.	636200	823947	-187747	-22.79
790	18	Прокоммерцбанк	2996	Москва и обл.	634462	492333	142129	28.87
791	71	Арзамас	1281	Нижегородская обл.	622979	365312	257667	70.53
792	19	Региональный Банк Сбережений	3367	Москва и обл.	622129	488613	133516	27.33
793	-74	Трансинвестбанк	3238	Москва и обл.	611023	776921	-165898	-21.35
794	-29	Прайм Финанс	2758	Санкт-Петербург и обл.	609822	646733	-36911	-5.71
795		Москва	1661	Москва и обл.	606190			
796	-57	Банк Долгосрочного Кредитования	3391	Москва и обл.	604336	729316	-124980	-17.14
797	24	Центр Межбанковских Расчетов	3400	Москва и обл.	595979	470823	125156	26.58
798	7	Старый Кремль	2657	Москва и обл.	595910	505960	89950	17.78
799	-56	Кодекс	2746	Москва и обл.	595057	719056	-123999	-17.24
800	81	Атлас Банк	3477	Москва и обл.	594736	319984	274752	85.86
801	57	Ганзакомбанк	1734	Санкт-Петербург и обл.	593251	381603	211648	55.46
802	-28	Акцент	696	Оренбургская обл.	593162	615708	-22546	-3.66
803	-24	Востокбизнесбанк	1342	Приморский край	591235	597606	-6371	-1.07
804	-183	Инвестсоцбанк	3010	Москва и обл.	590739	1134800	-544061	-47.94
805	36	Камчатка	2966	Камчатская обл.	581071	420036	161035	38.34
806	-79	Тревел Банк	531	Москва и обл.	573599	766179	-192580	-25.14
807	41	Кубаньторгбанк	478	Краснодарский край	564878	409550	155328	37.93
808	-45	Промышленно-Финансовое Сотрудничество	2410	Москва и обл.	556885	651730	-94845	-14.55
809	-8	Агроинкомбанк	1946	Астраханская обл.	556668	516945	39723	7.68
810	-24	РУБанк	2813	Ростовская обл.	555663	569309	-13646	-2.4
811	24	Прохладный	874	Кабардино-Балкария	555198	424176	131022	30.89
812	75	Кузбассхимбанк	2868	Кемеровская обл.	555154	310955	244199	78.53
813	58	Межбанковский Расчетный Центр	3325	Приморский край	552360	345529	206831	59.86
814	4	Космос	2245	Москва и обл.	551415	476381	75034	15.75
815	27	Вакобанк	1291	Псковская обл.	549597	419928	129669	30.88
816	-39	Бизнес для Бизнеса	1060	Чувашия	545980	606540	-60560	-9.98
817	-18	ОЛМА-Банк	3250	Москва и обл.	541647	528430	13217	2.5
818	15	Кредитбанк	1035	Калмыкия	540089	435907	104182	23.9
819	-29	НСТ-Банк	1738	Оренбургская обл.	540075	546517	-6442	-1.18
820	3	Классик Эконом Банк	3298	Северная Осетия — Алания	535579	461315	74264	16.1
821	-95	Кутузовский	3190	Москва и обл.	533995	767259	-233264	-30.4
822	-186	Сетевая Расчетная Палата	3332	Татарстан	528027	1082903	-554876	-51.24
823	-29	Алданзолотобанк	854	Саха (Якутия)	526683	537264	-10581	-1.97
824	58	Региональный Корпоративный Банк	1134	Ивановская обл.	524841	318671	206170	64.7
825	-47	Стар Альянс	3433	Москва и обл.	523870	602654	-78784	-13.07
826	3	Америкэн Экспресс Банк	3460	Москва и обл.	517113	447044	70069	15.67
827	-91	Коммерческий Банк Развития	3364	Москва и обл.	516477	738018	-221541	-30.02
828	-47	Славянбанк	804	Новгородская обл.	515818	594075	-78257	-13.17
829	56	Наш Банк	1340	Москва и обл.	513310	312519	200791	64.25
830	25	Южный Региональный Банк	3015	Ростовская обл.	507328	384407	122921	31.98
831	-64	ИстКом-Финанс	3435	Москва и обл.	502113	637185	-135072	-21.2
832		Рапида	3371	Москва и обл.	501941			
833	33	Витязь	2890	Москва и обл.	496880	353559	143321	40.54
834	-36	Мострансбанк	2258	Москва и обл.	492955	530630	-37675	-7.1
835	2	Глобус	2438	Москва и обл.	490286	423442	66844	15.79
836	32	Азия Банк	3183	Москва и обл.	489459	350640	138819	39.59
837	70	Ростфинанс	481	Ростовская обл.	482800	267083	215717	80.77
838	-45	Миръ	3089	Москва и обл.	480412	538801	-58389	-10.84
839	4	Расчетный Дом	3350	Москва и обл.	467640	413335	54305	13.14
840	-21	Инвестиционный Республиканский Банк	2571	Москва и обл.	466783	474492	-7709	-1.62
841	29	Вятич	2796	Рязанская обл.	466557	349774	116783	33.39
842	-8	Эл Банк	1025	Республика Алтай	461864	429739	32125	7.48
843		Ауэрбанк	3105	Москва и обл.	460794			
844	-22	НКБ	2942	Калмыкия	458411	467198	-8787	-1.88
845	27	Паритет	1860	Москва и обл.	457393	344902	112491	32.62
846	87	Северо-Западный 1 Альянс Банк	766	Санкт-Петербург и обл.	455979	219363	236616	107.87
847	2	Московский Национальный Инвестиционный Банк	3181	Москва и обл.	450678	408095	42583	10.43
848	25	Мурманский Расчетный Центр	3341	Мурманская обл.	450659	343763	106896	31.1
849	-91	Тульский Расчетный Центр	3380	Тульская обл.	446854	662987	-216133	-32.6
850	-3	Промсвязьинвест	2761	Дагестан	439708	410660	29048	7.07
851	-35	Банк ВВБ	1093	Ярославская обл.	439152	476848	-37696	-7.91
852	-48	Онлайн Банк	2462	Москва и обл.	437898	507055	-69157	-13.64
853	-43	Иронбанк	1724	Москва и обл.	437840	489525	-51685	-10.56
854	-2	Плато-Банк	2071	Свердловская обл.	434198	393438	40760	10.36
855	19	Рингкомбанк	1909	Ингушетия	433927	341760	92167	26.97
856	55	Сунжа	2023	Ингушетия	432118	256462	175656	68.49
857	-27	Анталбанк	3115	Москва и обл.	431389	444669	-13280	-2.99
858	58	Максимум	466	Ростовская обл.	425217	252002	173215	68.74
859	-56	Геобанк	2027	Москва и обл.	422326	511727	-89401	-17.47
860	-80	Дагестан	543	Дагестан	407910	595008	-187098	-31.44
861	-49	Далта-Банк	142	Приморский край	406089	487155	-81066	-16.64
862	-5	Принтбанк	546	Москва и обл.	403690	381664	22026	5.77
863	-13	РИТЦ Банк	2677	Москва и обл.	400779	404856	-4077	-1.01
864	60	Международный Расчетный Банк	3028	Москва и обл.	399599	232381	167218	71.96
865	33	Банк Развития Бизнеса	1910	Кемеровская обл.	398328	280127	118201	42.2
866	29	Петербургский Расчетный Центр	3306	Санкт-Петербург и обл.	397148	290729	106419	36.6
867	146	Расчетная Палата СВМБ	3324	Самарская обл.	394348	3114	391234	12563.71
868	-7	Русский Финансовый Альянс	2035	Москва и обл.	392738	370986	21752	5.86
869	-41	Техноком	2614	Москва и обл.	387195	447589	-60394	-13.49
870	75	Идеалбанк	3491	Москва и обл.	382529	199778	182751	91.48
871	12	Акция	927	Ивановская обл.	381568	318559	63009	19.78
872	25	Адам Интернэшнл	2232	Дагестан	378618	283343	95275	33.63
873	15	Евросиб Банк	594	Псковская обл.	375396	308286	67110	21.77
874	44	Платежный Сервисный Банк	1943	Башкортостан	373912	242714	131198	54.05
875	17	Региональный Коммерческий Банк	836	Ульяновская обл.	373004	301227	71777	23.83
876	2	Северная Клиринговая Палата	3317	Архангельская обл.	369714	325172	44542	13.7
877	17	Анджибанк	570	Дагестан	369520	292410	77110	26.37
878	-40	Народный Инвестиционный Банк	2876	Самарская обл.	368771	423064	-54293	-12.83
879	-16	Си Ди Би Банк	3339	Краснодарский край	367027	359906	7121	1.98
880	26	Природа	3399	Москва и обл.	362253	268334	93919	35
881	-16	Басманный	2158	Москва и обл.	360402	355192	5210	1.47
882	62	РосинтерБанк	226	Москва и обл.	358046	201059	156987	78.08
883	-4	Соверен Банк	3206	Татарстан	355306	321730	33576	10.44
884	5	Кредпромбанк	1165	Ярославская обл.	355047	305457	49590	16.23
885	15	Айви Банк	2055	Москва и обл.	351881	278028	73853	26.56
886	-113	Таурус Банк	655	Челябинская обл.	348837	616033	-267196	-43.37
887	-42	Удмуртинвестстройбанк	2447	Удмуртия	339375	412067	-72692	-17.64
888	29	Надежность	2425	Курганская обл.	338254	248547	89707	36.09
889	-74	Конгресс-Банк	2330	Москва и обл.	333953	478308	-144355	-30.18
890	-58	Дружба	990	Тюменская обл.	331720	437981	-106261	-24.26
891		Еврорасчет	3498	Москва и обл.	331111			
892	-56	Логос	3233	Москва и обл.	331020	423882	-92862	-21.91
893	-3	Международный Торгово-Промышленный Банк	1203	Тверская обл.	327803	305347	22456	7.35
894	-48	Заубер Банк	1614	Карачаево-Черкесия	326120	411794	-85674	-20.81
895	44	Гефест	1046	Тверская обл.	322378	212871	109507	51.44
896	33	Камский Горизонт	2554	Татарстан	321166	224411	96755	43.12
897	4	Европейский Индустриальный Банк	2503	Москва и обл.	320497	276902	43595	15.74
898	-78	КБЦ	914	Тверская обл.	319247	471968	-152721	-32.36
899	10	Народный Банк Республики Тыва	1309	Тыва	317060	262944	54116	20.58
900	32	Ипозембанк	3026	Самарская обл.	315840	219761	96079	43.72
901		ЮМК	3495	Краснодарский край	307607			
902	-11	Регнум	3373	Москва и обл.	307136	302439	4697	1.55
903	51	Таганрогбанк	3136	Ростовская обл.	303110	172983	130127	75.23
904	-5	Махачкалинский Городской Муниципальный Банк	3192	Дагестан	299211	279587	19624	7.02
905	-25	Имбанк	2098	Дагестан	296372	321694	-25322	-7.87
906	2	АвтоКредитБанк	1973	Татарстан	295410	267071	28339	10.61
907	-56	Банк РСИ	3415	Москва и обл.	288692	399738	-111046	-27.78
908	-22	Женская Микрофинансовая Cеть	3458	Москва и обл.	286984	312056	-25072	-8.03
909	-49	Энтузиастбанк	3048	Москва и обл.	285947	377251	-91304	-24.2
910	31	Майский	1673	Кабардино-Балкария	283749	206530	77219	37.39
911	79	ЭнергоБизнес	3485	Москва и обл.	282955	84983	197972	232.95
912	-10	Терра	3476	Москва и обл.	282099	275745	6354	2.3
913	34	Идея Банк	430	Краснодарский край	281044	194167	86877	44.74
914	-88	Кредо Финанс	793	Дагестан	280082	452388	-172306	-38.09
915	25	Холдинвестбанк	2837	Москва и обл.	279254	210068	69186	32.94
916	4	Альтернатива	3452	Москва и обл.	275966	236592	39374	16.64
917	-53	Сибирский Энергетический Банк	2604	Москва и обл.	274669	355756	-81087	-22.79
918		Дорис Банк	1679	Москва и обл.	272093			
919	-14	Кошелев-Банк	3300	Нижегородская обл.	271987	270696	1291	0.48
920	15	Универсалтраст	3402	Москва и обл.	271389	217578	53811	24.73
921	-6	Объединенный Национальный Банк	2074	Москва и обл.	265496	252424	13072	5.18
922	3	Народный Земельно-Промышленный Банк	2873	Алтайский край	259211	228521	30690	13.43
923	63	Стандарт-Кредит	841	Адыгея	256576	99156	157420	158.76
924	33	Объединенная Расчетная Палата	3451	Москва и обл.	253030	161235	91795	56.93
925	9	Рента-Банк	3095	Москва и обл.	251016	219323	31693	14.45
926	61	Галабанк	3090	Адыгея	249126	96506	152620	158.15
927	-4	Международный Строительный Банк	3484	Москва и обл.	247563	232644	14919	6.41
928	-53	Лидер	3304	Москва и обл.	246386	341704	-95318	-27.89
929	-25	Континент Финанс	149	Калужская обл.	246363	270730	-24367	-9
930	-53	Приватхолдингбанк	3372	Москва и обл.	245580	333396	-87816	-26.34
931	-64	Новый Коммерческий Банк	347	Дагестан	245467	351941	-106474	-30.25
932		ВРБ Москва	3499	Москва и обл.	244266			
933	-2	Интеррасчет	1618	Карачаево-Черкесия	244263	221062	23201	10.5
934	44	Внешфинбанк	3173	Дагестан	242840	118620	124220	104.72
935	-14	Информпрогресс	2166	Москва и обл.	242137	236398	5739	2.43
936	37	Континенталь	3184	Дагестан	239848	132171	107677	81.47
937	21	Российская Финансовая Корпорация	3099	Москва и обл.	239119	161146	77973	48.39
938	-12	Тальменка-Банк	826	Алтайский край	238514	225570	12944	5.74
939	32	АлтайБизнес-Банк	2388	Алтайский край	238170	134484	103686	77.1
940	-4	Фреско Банк	1415	Ярославская обл.	237986	217346	20640	9.5
941	11	Леноблбанк	1003	Санкт-Петербург и обл.	236435	182532	53903	29.53
942	-23	Воронеж	654	Воронежская обл.	234137	241434	-7297	-3.02
943	-13	Линк-Банк	2699	Москва и обл.	227872	221777	6095	2.75
944	12	Межрегиональный Банк Реконструкции	2620	Москва и обл.	224472	163382	61090	37.39
945	-263	Межбанковский Кредитный Союз	3242	Москва и обл.	224388	914705	-690317	-75.47
946	-19	Центральная Расчетная Палата	3313	Москва и обл.	223180	224727	-1547	-0.69
947	6	МВС Банк	2407	Дагестан	222856	175326	47530	27.11
948	-26	АББ	2937	Москва и обл.	219922	234395	-14473	-6.17
949	-1	Дербент-Кредит	2090	Дагестан	218851	190209	28642	15.06
950	-13	ПрестижКредитБанк	2922	Дагестан	218635	217215	1420	0.65
951	-23	ТЭСТ	3440	Москва и обл.	214195	224612	-10417	-4.64
952	-3	Строительно-Коммерческий Банк	3050	Архангельская обл.	213819	189646	24173	12.75
953	24	Церих	3278	Орловская обл.	206868	119615	87253	72.94
954	-61	1Банк	2896	Северная Осетия — Алания	205627	298658	-93031	-31.15
955	51	Транштрейд	2676	Дагестан	204101	23769	180332	758.69
956	-1	Европейский Стандарт	3200	Кабардино-Балкария	202395	168314	34081	20.25
957	-14	Евросоюз	3411	Москва и обл.	197235	205104	-7869	-3.84
959	-56	Эно	1988	Дагестан	190154	273404	-83250	-30.45
960		Столичная расчетная палата	3419	Вологодская обл.	185240			
961	-1	Инстройбанк	2743	Москва и обл.	184553	156432	28121	17.98
962	12	Лэнд-Банк	1478	Москва и обл.	177254	131909	45345	34.38
963	13	Невастройинвест	1926	Санкт-Петербург и обл.	175639	120445	55194	45.83
964	-124	Уральская Расчетная Палата	3326	Москва и обл.	168780	420177	-251397	-59.83
965	4	K2 Банк	2851	Дагестан	158542	135215	23327	17.25
966	-5	Банковские Информационные Технологии	3318	Тульская обл.	153736	155096	-1360	-0.88
967	-4	Трастовый Банк	2780	Дагестан	150735	151699	-964	-0.64
968	15	ГРиС-Банк	1928	Ставропольский край	150686	108416	42270	38.99
969	-7	Капиталбанк	2547	Ростовская обл.	148095	152760	-4665	-3.05
970	-6	Зеленокумская	1239	Ставропольский край	146656	146031	625	0.43
971	-1	Бизнесбанк	2862	Дагестан	141815	134567	7248	5.39
972	-4	ФФИН Банк (бывш. Охабанк)	1143	Сахалинская обл.	141131	135225	5906	4.37
973		КредитАльянс	3472	Вологодская обл.	134262			
974		Городской Расчетный Центр	3346	Курганская обл.	132968			
975	-8	Алжан	2491	Дагестан	131763	136798	-5035	-3.68
976	15	Нафтабанк	715	Дагестан	129019	83420	45599	54.66
977	28	Расчетный Банковский Центр	3487	Москва и обл.	126551	27415	99136	361.61
978	1	Первый Депозитный Банк	1244	Тверская обл.	123081	117000	6081	5.2
979	-14	Рунэтбанк	2829	Москва и обл.	122837	144518	-21681	-15
980	12	Платежный Клиринговый Дом	3343	Москва и обл.	121078	83154	37924	45.61
981	1	Майма	1037	Республика Алтай	114661	108489	6172	5.69
982	-1	Каспий	639	Дагестан	113865	111599	2266	2.03
983	11	Умут	2435	Дагестан	111483	80423	31060	38.62
984	0	Газтрансбанк	665	Адыгея	110663	102320	8343	8.15
985	14	Красноярский Краевой Расчетный Центр	3483	Красноярский край	103770	50461	53309	105.64
986	21	Финансовые Услуги	3496	Москва и обл.	98644	20231	78413	387.59
987	9	Русское Финансовое Общество	3427	Москва и обл.	91279	73668	17611	23.91
988	5	Евроинвест	3383	Москва и обл.	82136	82122	14	0.02
989	9	Мигом	3323	Москва и обл.	80125	52909	27216	51.44
990	-39	Национальная Расчетная Компания	3386	Москва и обл.	78552	182775	-104223	-57.02
991	-49	Сергиево-Посадская Расчетная Палата	384	Москва и обл.	76145	206518	-130373	-63.13
992	-79	Тувакредит	1202	Тыва	71391	254924	-183533	-72
993	-13	Вест	2605	Москва и обл.	62686	113109	-50423	-44.58
994	6	РИБ	2749	Москва и обл.	48922	47695	1227	2.57
995	-29	Инновационный Расчетный Центр	3447	Москва и обл.	37148	137737	-100589	-73.03
996	7	Транзит	2688	Дагестан	31906	38968	-7062	-18.12
997	7	Первый Земельный Расчетный Центр	3381	Курская обл.	27208	29332	-2124	-7.24
998		Межрегиональный центр микрокредитования	3489	Воронежская обл.	24626			
999		Тор Кредит	3497	Москва и обл.	21704			
1000	2	Частный Расчетно-Кассовый Центр	3420	Москва и обл.	21401	39751	-18350	-46.16
1001	8	Депозитный Кредитный Дом	3474	Москва и обл.	17907	17577	330	1.88
1003	9	Межрегиональный Клиринговый Центр	3424	Москва и обл.	13679	3508	10171	289.94
1004	6	Сибирский Расчетный Центр	3308	Новосибирская обл.	10901	10128	773	7.63
1005	6	Клиринговый Дом	3430	Санкт-Петербург и обл.	3994	3894	100	2.57
1006	9	Международная Уральская Расчетная Палата	3322	Свердловская обл.	2052	1877	175	9.32
1007	7	Финансово-Расчетный Центр	3319	Нижегородская обл.	1204	2135	-931	-43.61
1008		АРБ-Инкасс	3353	Москва и обл.	1186			
