Позиция в рейтинге	Изменение позиции в рейтинге	Название банка	Номер лицензии	Регион регистрации	Декабрь, 2014, тыс. рублей	Январь, 2014, тыс. рублей	Изменение, тыс. рублей	Изменение, %
71	9	Металлинвестбанк	2440	Москва и обл.	91286427	68536319	22750108	33.19
72	-6	Банк БФА	3038	Санкт-Петербург и обл.	90915321	88460492	2454829	2.78
73	15	Эйч-Эс-Би-Си Банк (HSBC)	3290	Москва и обл.	90167566	58953818	31213748	52.95
74	9	Международный Финансовый Клуб	2618	Москва и обл.	87632138	64850799	22781339	35.13
75	-2	Центр-инвест	2225	Ростовская обл.	87377099	78033818	9343281	11.97
76	-6	Локо-Банк	2707	Москва и обл.	85330075	81647121	3682954	4.51
77	8	Сургутнефтегазбанк	588	Ханты-Мансийский АО — Югра	84211616	61717562	22494054	36.45
78	-11	Союз	2307	Москва и обл.	83897315	88368451	-4471136	-5.06
79	-3	Фондсервисбанк	2989	Москва и обл.	83384546	72927307	10457239	14.34
80	2	СБ Банк (Судостроительный банк)	2999	Москва и обл.	82332409	65831723	16500686	25.06
81	-17	Нота-Банк	2913	Москва и обл.	81431800	94702599	-13270799	-14.01
82	-3	Рост Банк	2888	Москва и обл.	80055343	69487949	10567394	15.21
83	-2	Балтинвестбанк	3176	Санкт-Петербург и обл.	76469758	66102193	10367565	15.68
84	-7	Банк Интеза	2216	Москва и обл.	73988269	70659500	3328769	4.71
85	2	Первобанк	3461	Самарская обл.	72902139	59159943	13742196	23.23
86	11	Интеркоммерц Банк	1657	Москва и обл.	71753157	49644457	22108700	44.53
87	4	Бинбанк кредитные карты	2827	Москва и обл.	70371722	55727921	14643801	26.28
88	-17	Связной Банк	1961	Москва и обл.	64842149	81517234	-16675085	-20.46
89	10	Креди Агриколь КИБ	1680	Санкт-Петербург и обл.	63591630	49084397	14507233	29.56
90	-12	Юниаструм Банк	2771	Москва и обл.	61709666	70012674	-8303008	-11.86
91	15	РосинтерБанк	226	Москва и обл.	59644389	43044973	16599416	38.56
92	2	Национальный Стандарт	3421	Москва и обл.	58970024	53366591	5603433	10.5
93	3	Тойота Банк	3470	Москва и обл.	58546009	52136213	6409796	12.29
94	6	Экспобанк	2998	Москва и обл.	55606589	48085710	7520879	15.64
95	44	Банк Финсервис	3388	Москва и обл.	55340038	30577498	24762540	80.98
96	38	Финпромбанк (ФПБ Банк)	2157	Москва и обл.	55246192	31286946	23959246	76.58
97	-4	Еврофинанс Моснарбанк	2402	Москва и обл.	54984743	54384932	599811	1.1
98	7	Меткомбанк (Череповец)	901	Вологодская обл.	54031976	43266319	10765657	24.88
99	36	Лето Банк	650	Москва и обл.	53708023	31141656	22566367	72.46
100	-5	Международный Банк Санкт-Петербурга (МБСП)	197	Санкт-Петербург и обл.	52650272	53351088	-700816	-1.31
101	-11	Кубань Кредит	2518	Краснодарский край	51733873	57080788	-5346915	-9.37
102	10	Фора-Банк	1885	Москва и обл.	51051381	38899721	12151660	31.24
103	18	БФГ-Кредит	3068	Москва и обл.	50480415	36616463	13863952	37.86
104	-6	Меткомбанк (Каменск-Уральский)	2443	Свердловская обл.	49709890	49211746	498144	1.01
105	-4	Таврический	2304	Санкт-Петербург и обл.	49440095	47660293	1779802	3.73
106	8	Аверс	415	Татарстан	49376981	38043727	11333254	29.79
107	42	Мосстройэкономбанк (М Банк)	948	Москва и обл.	49322086	27369001	21953085	80.21
108	1	Королевский Банк Шотландии	2594	Москва и обл.	48933138	41988811	6944327	16.54
109	53	АйСиБиСи Банк	3475	Москва и обл.	47478331	23966681	23511650	98.1
110	-21	Собинбанк	1317	Москва и обл.	47343915	58355817	-11011902	-18.87
111	34	Военно-Промышленный Банк	3065	Москва и обл.	47227976	28794109	18433867	64.02
112	-8	Экспресс-Волга	3085	Саратовская обл.	46121549	43566075	2555474	5.87
113	-5	Коммерцбанк (Евразия)	3333	Москва и обл.	45353084	42323804	3029280	7.16
114	-12	Межтопэнергобанк	2956	Москва и обл.	45225480	46937513	-1712033	-3.65
115	23	Фольксваген Банк Рус	3500	Москва и обл.	44724296	30871664	13852632	44.87
116	21	Банк «МБА-Москва»	3395	Москва и обл.	44504918	30918643	13586275	43.94
117	-4	СДМ-Банк	1637	Москва и обл.	42527005	38112600	4414405	11.58
118	6	Банк РСБ 24 (Русславбанк)	1073	Москва и обл.	41373501	35687851	5685650	15.93
119	9	Росэнергобанк	2211	Москва и обл.	40969858	33451735	7518123	22.47
120	9	Интерпромбанк	3266	Москва и обл.	40867717	33233088	7634629	22.97
121	-11	Примсоцбанк	2733	Приморский край	39522896	39706426	-183530	-0.46
122	-7	Крайинвестбанк	3360	Краснодарский край	39469306	37589424	1879882	5
123	-5	Челиндбанк	485	Челябинская обл.	38914403	36895817	2018586	5.47
124	-7	Кольцо Урала	65	Свердловская обл.	38376277	37273559	1102718	2.96
125	-3	Саровбизнесбанк	2048	Нижегородская обл.	38341319	36410267	1931052	5.3
126	-6	Русский Международный Банк	3123	Москва и обл.	38188551	36654256	1534295	4.19
127	-2	Интерпрогрессбанк	600	Москва и обл.	37869139	35314676	2554463	7.23
128	-5	Советский	558	Санкт-Петербург и обл.	37490502	36122767	1367735	3.79
129	3	Образование	1521	Москва и обл.	37281564	32375064	4906500	15.16
130	-14	Челябинвестбанк	493	Челябинская обл.	37175510	37563209	-387699	-1.03
131	55	Натиксис Банк	3390	Москва и обл.	36968869	20048872	16919997	84.39
132	12	ББР Банк	2929	Москва и обл.	36866305	29272931	7593374	25.94
133	-26	НС Банк	3124	Москва и обл.	36314322	42607300	-6292978	-14.77
134	26	М2М Прайвет Банк	1414	Москва и обл.	35866884	24245448	11621436	47.93
135	-8	Левобережный	1343	Новосибирская обл.	34423276	33640562	782714	2.33
136	0	Банк СГБ	2816	Вологодская обл.	34029605	31014929	3014676	9.72
137	11	Сумитомо Мицуи	3494	Москва и обл.	32836081	28317697	4518384	15.96
138	-19	БыстроБанк	1745	Удмуртия	32823787	36807600	-3983813	-10.82
139	-9	Газбанк	2316	Самарская обл.	32614401	32679412	-65011	-0.2
140	93	Бэнк оф Чайна	2309	Москва и обл.	32333259	13471520	18861739	140.01
141	5	Русстройбанк	3205	Москва и обл.	31799935	28491175	3308760	11.61
142	245	РН Банк	170	Москва и обл.	31419509	5483844	25935665	472.95
143	21	Транспортный	3174	Москва и обл.	31159153	23617700	7541453	31.93
144	11	Первый Чешско-Российский Банк	3291	Москва и обл.	30801215	25207455	5593760	22.19
145	2	АМБ Банк	3036	Москва и обл.	30310139	28457789	1852350	6.51
146	22	БКС — Инвестиционный Банк	101	Новосибирская обл.	30037913	22228832	7809081	35.13
147	-7	Банк АВБ	23	Самарская обл.	29787437	30222600	-435163	-1.44
148	-17	Агропромкредит	2880	Москва и обл.	28220885	32448394	-4227509	-13.03
149	-6	Дальневосточный Банк	843	Приморский край	28019669	29451731	-1432062	-4.86
150	11	Кредит Урал Банк	2584	Челябинская обл.	27958200	24130284	3827916	15.86
151	-10	Кедр	1574	Красноярский край	27076435	29907622	-2831187	-9.47
152	454	Российский Национальный Коммерческий Банк	1354	Москва и обл.	26885523	1930058	24955465	1292.99
153	16	Мерседес-Бенц Банк Рус	3473	Москва и обл.	26174995	21981503	4193492	19.08
154	21	Интехбанк	2705	Татарстан	26001233	21105485	4895748	23.2
155	-4	Региональный Кредит	1927	Костромская обл.	25903240	26782998	-879758	-3.28
156	-6	Липецккомбанк	1242	Липецкая обл.	25836898	27126231	-1289333	-4.75
157	-1	Приморье	3001	Приморский край	25589608	25177868	411740	1.64
158	12	Балтика	967	Москва и обл.	25560066	21946051	3614015	16.47
159	-6	Акибанк	2587	Татарстан	25237792	25893014	-655222	-2.53
160	-2	Девон-Кредит	1972	Татарстан	24933438	24945270	-11832	-0.05
161	-35	Банк Кредит Свисс	2494	Москва и обл.	24598725	33773415	-9174690	-27.17
162	4	Москоммерцбанк	3365	Москва и обл.	24494155	22500717	1993438	8.86
163	24	АктивКапитал Банк	3006	Самарская обл.	24306984	20020678	4286306	21.41
164	-10	Уральский Финансовый Дом	249	Пермская обл.	23821362	25770969	-1949607	-7.57
165	20	Легион	3117	Москва и обл.	23427049	20162700	3264349	16.19
166	-7	Альта-Банк	2269	Москва и обл.	23367735	24311157	-943422	-3.88
167	10	Спурт Банк	2207	Татарстан	22903035	20934923	1968112	9.4
168	11	Тимер Банк	1581	Татарстан	22867923	20748937	2118986	10.21
169	35	Тольяттихимбанк	2507	Самарская обл.	22696930	17214144	5482786	31.85
170	81	Данске Банк	3307	Санкт-Петербург и обл.	22290205	11904964	10385241	87.23
171	18	Ланта-Банк	1920	Москва и обл.	21753287	19912870	1840417	9.24
172	-15	Платежный Центр	3166	Новосибирская обл.	21636215	24955071	-3318856	-13.3
173	11	Морской Банк	77	Москва и обл.	21573795	20214905	1358890	6.72
174	4	Солидарность (Самара)	554	Самарская обл.	21247024	20785681	461343	2.22
175	53	ОФК Банк	2270	Москва и обл.	21240616	14037442	7203174	51.31
176	12	ФИА-Банк	2542	Самарская обл.	20972688	20000432	972256	4.86
177	4	АйМаниБанк	1975	Москва и обл.	20458740	20533051	-74311	-0.36
178	30	Газэнергобанк	3252	Калужская обл.	20409009	16256188	4152821	25.55
179	40	МАСТ-Банк	3267	Москва и обл.	20408977	15096998	5311979	35.19
180		Морган Стэнли Банк	3456	Москва и обл.	20368646			
181	-16	БМВ Банк	3482	Москва и обл.	20339806	23394432	-3054626	-13.06
182	11	Энергобанк	67	Татарстан	19939021	18497772	1441249	7.79
183	20	Транснациональный Банк	2108	Москва и обл.	19891090	17270630	2620460	15.17
184	-11	Алмазэргиэнбанк	2602	Саха (Якутия)	19880844	21294395	-1413551	-6.64
185	-3	Держава	2738	Москва и обл.	19733582	20319897	-586315	-2.89
186	19	Московское Ипотечное Агентство	3344	Москва и обл.	18984739	17129877	1854862	10.83
187	19	НБД-Банк	1966	Нижегородская обл.	18508173	17035473	1472700	8.64
188	38	Объединенный Капитал	2611	Санкт-Петербург и обл.	18263606	14207586	4056020	28.55
189	53	Денизбанк Москва	3330	Москва и обл.	18146065	12763699	5382366	42.17
190	10	Курскпромбанк	735	Курская обл.	18031721	17363945	667776	3.85
191	4	Норвик Банк	902	Кировская обл.	17465865	18188948	-723083	-3.98
192	10	Инвесткапиталбанк	2377	Башкортостан	17278229	17271388	6841	0.04
193	3	Уралтрансбанк	812	Свердловская обл.	17222514	18059366	-836852	-4.63
194	47	Анталбанк	3115	Москва и обл.	17076747	12891173	4185574	32.47
195	27	Расчетно-Кредитный Банк	103	Москва и обл.	16956326	14726248	2230078	15.14
196	-5	ГПБ-Ипотека	2403	Москва и обл.	16838350	19790666	-2952316	-14.92
197	4	Форштадт	2208	Оренбургская обл.	16817610	17304353	-486743	-2.81
198	19	Гранд Инвест Банк	3053	Москва и обл.	16703150	15158472	1544678	10.19
199	26	Нацинвестпромбанк	3077	Москва и обл.	16674336	14438455	2235881	15.49
200	21	Плюс Банк	1189	Москва и обл.	16596215	14763602	1832613	12.41
201	-9	Энерготрансбанк	1307	Калининградская обл.	16405158	18838271	-2433113	-12.92
202	63	СЭБ Банк	3235	Санкт-Петербург и обл.	16187580	10788300	5399280	50.05
203	-51	Национальный Резервный Банк	2170	Москва и обл.	16089351	26069436	-9980085	-38.28
204	20	Рублев	3098	Москва и обл.	16052168	14569410	1482758	10.18
205	-31	Алеф-Банк	2119	Москва и обл.	16044896	21165497	-5120601	-24.19
206	6	Банк Город	2644	Москва и обл.	16043002	15482085	560917	3.62
207	6	Хлынов	254	Кировская обл.	15690856	15473819	217037	1.4
208	46	Тусар	2712	Москва и обл.	15622859	11610799	4012060	34.55
209	49	Автоторгбанк	2776	Москва и обл.	15622073	11219850	4402223	39.24
210	19	Клиентский	2324	Москва и обл.	15384061	13871084	1512977	10.91
211	12	СтарБанк	548	Москва и обл.	15191377	14723627	467750	3.18
212	31	Росэксимбанк	2790	Москва и обл.	15182898	12483097	2699801	21.63
213	5	Национальная Факторинговая Компания	3437	Москва и обл.	15043044	15145851	-102807	-0.68
214	0	Росдорбанк	1573	Москва и обл.	14978058	15425491	-447433	-2.9
215	-82	Современный Коммерческий Банк (бывш. ДжиИ Мани Банк)	3316	Костромская обл.	14962321	31883907	-16921586	-53.07
216	95	Генбанк	2490	Москва и обл.	14926342	7906303	7020039	88.79
217	-18	Петербургский Социальный Коммерческий Банк	2551	Санкт-Петербург и обл.	14908129	17494915	-2586786	-14.79
218	-21	Развитие-Столица	3013	Москва и обл.	14678753	17660500	-2981747	-16.88
219	133	Чайна Констракшн	3515	Москва и обл.	14495202	6408000	8087202	126.2
220	-53	Аресбанк	2914	Москва и обл.	14235961	22291468	-8055507	-36.14
221	27	Росавтобанк	2767	Москва и обл.	14182075	12198485	1983590	16.26
222	98	Ишбанк	2867	Москва и обл.	14143456	7662544	6480912	84.58
223	-13	Гаранти Банк — Москва	3275	Москва и обл.	14088751	15934723	-1845972	-11.58
224	50	Стратегия	2801	Москва и обл.	14009394	10153582	3855812	37.97
225	2	БайкалБанк	2632	Бурятия	13958363	14182497	-224134	-1.58
226	9	Акцепт	567	Новосибирская обл.	13829368	13291190	538178	4.05
227	4	ТЭМБР-Банк	2764	Москва и обл.	13796320	13635263	161057	1.18
228	-34	Пойдем!	2534	Москва и обл.	13771046	18372966	-4601920	-25.05
229	10	НК Банк	2755	Москва и обл.	13503913	13036430	467483	3.59
230	20	Экономбанк	1319	Саратовская обл.	13378805	12088206	1290599	10.68
231	13	Русский Ипотечный Банк	1968	Москва и обл.	13198579	12481974	716605	5.74
232	64	Тройка-Д Банк	3431	Москва и обл.	13117370	8462054	4655316	55.01
233	33	Башкомснаббанк	1398	Башкортостан	13093448	10662479	2430969	22.8
234	-27	Первомайский	518	Краснодарский край	12862488	16991507	-4129019	-24.3
235	24	Гарант-Инвест	2576	Москва и обл.	12806858	11022288	1784570	16.19
236	-2	ВУЗ-Банк	1557	Свердловская обл.	12681531	13348626	-667095	-5
237	-1	Социнвестбанк	1132	Башкортостан	12593812	13199706	-605894	-4.59
238	0	Центркомбанк	2983	Москва и обл.	12590344	13059818	-469474	-3.59
239	21	Дил-Банк	3384	Москва и обл.	12182091	10979394	1202697	10.95
240	39	Русьуниверсалбанк	3293	Москва и обл.	12146033	9540050	2605983	27.32
241	22	Унифин	2654	Москва и обл.	12142075	10925717	1216358	11.13
242	25	Нефтяной Альянс	2859	Москва и обл.	12077141	10609306	1467835	13.84
243	2	Метробанк	2548	Москва и обл.	12057805	12330408	-272603	-2.21
244	-73	Гута-Банк	256	Москва и обл.	11800411	21687038	-9886627	-45.59
245	-36	Александровский	53	Санкт-Петербург и обл.	11731285	15977953	-4246668	-26.58
246	1	Солидарность (Москва)	1555	Москва и обл.	11730613	12226419	-495806	-4.06
247	33	ОПМ-Банк	2734	Москва и обл.	11703126	9521650	2181476	22.91
248	1	Киви Банк	2241	Москва и обл.	11672511	12150037	-477526	-3.93
249	8	Хованский	2145	Москва и обл.	11570322	11248314	322008	2.86
250	14	Солид Банк	1329	Камчатская обл.	11509121	10821564	687557	6.35
251	27	Международный Акционерный Банк	1987	Москва и обл.	11440034	9679195	1760839	18.19
252	33	Мир Бизнес Банк	3396	Москва и обл.	11283300	9089307	2193993	24.14
253	15	Прио-Внешторгбанк	212	Рязанская обл.	11272733	10559252	713481	6.76
254	17	Темпбанк	55	Москва и обл.	10927359	10306809	620550	6.02
255	20	ЕвроситиБанк	1869	Москва и обл.	10833327	9932141	901186	9.07
256	317	Кубаньторгбанк	478	Краснодарский край	10744231	2190546	8553685	390.48
257	-1	Оренбург	3269	Оренбургская обл.	10742972	11432505	-689533	-6.03
258	35	Кредит-Москва	5	Москва и обл.	10728036	8657658	2070378	23.91
259	10	Энергомашбанк	52	Санкт-Петербург и обл.	10610052	10512025	98027	0.93
260	22	Нико-Банк	702	Оренбургская обл.	10348501	9257244	1091257	11.79
261	43	Япы Креди Банк Москва	2555	Москва и обл.	10303692	8038649	2265043	28.18
262	135	Инбанк	1829	Москва и обл.	10234166	5296277	4937889	93.23
263	32	Европейский	1616	Калининградская обл.	10233007	8475681	1757326	20.73
264	33	Банк Расчетов и Сбережений	2617	Москва и обл.	10033240	8440143	1593097	18.88
265	12	Адмиралтейский	3054	Москва и обл.	9966433	9717518	248915	2.56
266	-13	Екатеринбург	3161	Свердловская обл.	9847415	11707107	-1859692	-15.89
267	93	Ури Банк	3479	Москва и обл.	9819854	6190145	3629709	58.64
268	-36	СИАБ	3245	Санкт-Петербург и обл.	9809874	13540623	-3730749	-27.55
269	21	Евромет	2902	Москва и обл.	9799694	8773681	1026013	11.69
270	6	Руснарбанк	3403	Москва и обл.	9761855	9737387	24468	0.25
271	17	КС Банк	1752	Мордовия	9755652	9001115	754537	8.38
272	50	Ставропольпромстройбанк	1288	Ставропольский край	9559200	7535271	2023929	26.86
273	21	Бенифит-Банк	3229	Москва и обл.	9402749	8486249	916500	10.8
274	279	Российская Финансовая Корпорация	3099	Москва и обл.	9335172	2376830	6958342	292.76
275	33	Инвестиционный Республиканский Банк	2571	Москва и обл.	9188201	7971571	1216630	15.26
276	16	Нефтепромбанк	2156	Москва и обл.	9143407	8702267	441140	5.07
277	-5	Банк Жилищного Финансирования	3138	Москва и обл.	9115527	10258244	-1142717	-11.14
278	-17	ЯР-Банк	3185	Москва и обл.	9057725	10975007	-1917282	-17.47
279	24	Нижневолжский Коммерческий Банк	931	Саратовская обл.	9053811	8089267	964544	11.92
280	174	Заречье	817	Татарстан	9045344	3796827	5248517	138.23
281	-41	Банк ПСА Финанс Рус	3481	Москва и обл.	8987256	12911469	-3924213	-30.39
282	4	Промсбербанк	1043	Москва и обл.	8927022	9073271	-146249	-1.61
283	22	Джей энд Ти Банк	3061	Москва и обл.	8925646	8006557	919089	11.48
284	3	Промтрансбанк	2638	Башкортостан	8873460	9012420	-138960	-1.54
285	43	Банк БКФ	2684	Москва и обл.	8837242	7215405	1621837	22.48
286	79	Азия-Инвест Банк	3303	Москва и обл.	8720140	6020464	2699676	44.84
287	52	Новопокровский	467	Краснодарский край	8680153	6945403	1734750	24.98
288	30	Развитие	2729	Карачаево-Черкесия	8617355	7703236	914119	11.87
289	9	Белгородсоцбанк	760	Белгородская обл.	8579540	8368107	211433	2.53
290	37	Московский Нефтехимический Банк	1411	Москва и обл.	8562098	7230812	1331286	18.41
291	24	Волга-Кредит	1153	Самарская обл.	8483492	7851313	632179	8.05
292	-8	Татсоцбанк	480	Татарстан	8377961	9142556	-764595	-8.36
293	7	Агросоюз	1459	Москва и обл.	8328330	8213788	114542	1.39
294	18	Рускобанк	138	Санкт-Петербург и обл.	8269602	7883023	386579	4.9
295	12	Славия	2664	Москва и обл.	8159285	7984761	174524	2.19
296	33	Альба Альянс	2593	Москва и обл.	8130033	7170110	959923	13.39
297	2	Экспресс-Кредит	210	Москва и обл.	8044450	8236075	-191625	-2.33
298	11	Финам Банк	2799	Москва и обл.	8036552	7949376	87176	1.1
299	-8	Роспромбанк	3204	Москва и обл.	7999656	8726313	-726657	-8.33
300	-19	Углеметбанк	2997	Челябинская обл.	7984880	9322430	-1337550	-14.35
301	1	ПИР Банк	2655	Москва и обл.	7982470	8101901	-119431	-1.47
302	-1	Снежинский	1376	Челябинская обл.	7974733	8174859	-200126	-2.45
303	38	Вокбанк	312	Нижегородская обл.	7929086	6835276	1093810	16
304	-93	РусЮгбанк	2093	Волгоградская обл.	7873940	15895336	-8021396	-50.46
305	-35	Миллениум Банк	3423	Москва и обл.	7840277	10323393	-2483116	-24.05
306	29	Русский Торговый Банк	2842	Москва и обл.	7830396	7053646	776750	11.01
307	24	Ассоциация	732	Нижегородская обл.	7810487	7138094	672393	9.42
308	11	Ижкомбанк	646	Удмуртия	7797768	7683092	114676	1.49
309	21	Голдман Сакс Банк	3490	Москва и обл.	7690141	7165924	524217	7.32
310	68	Нэклис-Банк	1671	Москва и обл.	7680397	5740771	1939626	33.79
311	25	Юг-Инвестбанк	2772	Краснодарский край	7574317	7025902	548415	7.81
312	13	ФДБ	3071	Москва и обл.	7568308	7339164	229144	3.12
313	24	Еврокоммерц	1777	Москва и обл.	7503479	6980276	523203	7.5
314	10	Томскпромстройбанк	1720	Томская обл.	7424923	7490011	-65088	-0.87
315	1	Северо-Восточный Альянс	2768	Москва и обл.	7422802	7840859	-418057	-5.33
316	10	Ренессанс	1939	Москва и обл.	7333758	7339047	-5289	-0.07
317	28	Бинбанк Мурманск	1276	Мурманская обл.	7297616	6726947	570669	8.48
318	29	Финансовый Стандарт	1053	Москва и обл.	7273044	6681791	591253	8.85
319	23	Таатта	1249	Саха (Якутия)	7268391	6827963	440428	6.45
320	75	Европлан Банк	3052	Москва и обл.	7219787	5330572	1889215	35.44
321	30	Анкор Банк	889	Татарстан	7124787	6487260	637527	9.83
322	51	Региональный Банк Развития	2782	Башкортостан	7109491	5862970	1246521	21.26
323	-34	Тихоокеанский Внешторгбанк	1378	Сахалинская обл.	6957520	8961795	-2004275	-22.36
324	-78	Объединенная Расчетная Система	3342	Москва и обл.	6925215	12251415	-5326200	-43.47
325	155	НБК-Банк	3283	Москва и обл.	6919905	3376932	3542973	104.92
326	24	Новый Московский Банк	2932	Москва и обл.	6900425	6642590	257835	3.88
327	17	Трансстройбанк	2807	Москва и обл.	6888108	6753524	134584	1.99
328	21	Инвестиционный Союз	637	Москва и обл.	6861033	6645454	215579	3.24
329	-12	Славянский Кредит	2960	Москва и обл.	6829815	7782929	-953114	-12.25
330	58	РЕСО Кредит	3450	Москва и обл.	6824862	5482216	1342646	24.49
331	12	Русь	704	Оренбургская обл.	6701152	6806822	-105670	-1.55
332	14	Кузнецкбизнесбанк	1158	Кемеровская обл.	6692772	6701901	-9129	-0.14
333	58	Эксперт Банк	2949	Омская обл.	6575302	5475772	1099530	20.08
