Позиция в рейтинге	Изменение позиции в рейтинге	Название банка	Номер лицензии	Регион регистрации	Декабрь, 2015, тыс. рублей	Январь, 2013, тыс. рублей	Изменение, тыс. рублей	Изменение, %
333	93	Нейва	1293	Свердловская обл.	5762628	4255335	1507293	35.42
334	250	Ринвестбанк	3262	Рязанская обл.	5749444	2046865	3702579	180.89
335	174	Мираф-Банк	2244	Омская обл.	5718304	2785128	2933176	105.32
336	50	Бинбанк Смоленск	1957	Смоленская обл.	5676186	5174008	502178	9.71
337	5	Автоградбанк	1455	Татарстан	5606025	6532475	-926450	-14.18
338	194	Итуруп	2390	Сахалинская обл.	5526339	2487700	3038639	122.15
339	109	Милбанк	3256	Москва и обл.	5514438	3586579	1927859	53.75
340	79	Енисейский Объединенный Банк	2645	Красноярский край	5500513	4449272	1051241	23.63
341	80	Газстройбанк	2919	Москва и обл.	5480556	4431046	1049510	23.69
342	110	Мосуралбанк	2468	Москва и обл.	5462552	3492711	1969841	56.4
343	65	Банк Раунд	2506	Москва и обл.	5434099	4693565	740534	15.78
344	90	Промрегионбанк	2123	Томская обл.	5423065	4046251	1376814	34.03
345	260	РТС-Банк	3401	Самарская обл.	5411133	1864304	3546829	190.25
346	48	Камский Коммерческий Банк	438	Татарстан	5337730	5027129	310601	6.18
347	119	Сити Инвест Банк	3194	Санкт-Петербург и обл.	5290843	3280314	2010529	61.29
348	143	НБК-Банк	3283	Москва и обл.	5254978	2963238	2291740	77.34
349	196	Владпромбанк	870	Владимирская обл.	5217975	2343546	2874429	122.65
350		Кореа Эксчендж Банк Рус	3525	Москва и обл.	5169988			
351	58	Донкомбанк	492	Ростовская обл.	5153821	4693369	460452	9.81
352	-64	Уралкапиталбанк	2519	Башкортостан	5129346	8670571	-3541225	-40.84
353	16	Сибсоцбанк	2015	Алтайский край	5113152	5599210	-486058	-8.68
354	-11	Национальный Залоговый Банк	2944	Москва и обл.	5060130	6486157	-1426027	-21.99
355	-42	Банк БЦК-Москва	3480	Москва и обл.	5032427	7684888	-2652461	-34.52
356	219	Конфидэнс Банк	970	Костромская обл.	4963766	2140557	2823209	131.89
357	81	Новобанк	1352	Новгородская обл.	4955659	3929257	1026402	26.12
358	156	Московский Коммерческий Банк	3172	Москва и обл.	4891539	2710442	2181097	80.47
359	81	Межрегиональный промышленно-строительный банк	752	Мордовия	4890837	3852660	1038177	26.95
360	55	ВостСибтранскомбанк	2731	Иркутская обл.	4812604	4531810	280794	6.2
361	232	Приско Капитал Банк	2537	Москва и обл.	4788554	1972024	2816530	142.82
362	77	Земский Банк	2900	Самарская обл.	4784209	3891575	892634	22.94
363	-28	Банк Инноваций и Развития	2647	Москва и обл.	4777648	6686781	-1909133	-28.55
364	83	Москва-Сити	3247	Москва и обл.	4749690	3636618	1113072	30.61
365	41	Промэнергобанк	2728	Вологодская обл.	4688680	4775129	-86449	-1.81
366	310	Газтрансбанк	665	Адыгея	4649157	1338241	3310916	247.41
367	55	Зенит Сочи	232	Краснодарский край	4631615	4387527	244088	5.56
368	-87	Платина	2347	Москва и обл.	4630912	9048345	-4417433	-48.82
369	173	ФорБанк	2063	Москва и обл.	4630597	2374775	2255822	94.99
370	67	Заречье	817	Татарстан	4575485	3940289	635196	16.12
371	27	Банк Развития Технологий	3441	Москва и обл.	4566994	4964824	-397830	-8.01
372	19	Экономикс-Банк	2136	Москва и обл.	4560262	5096526	-536264	-10.52
373	129	Уссури	596	Хабаровский край	4512186	2861112	1651074	57.71
374	176	Промсельхозбанк	538	Москва и обл.	4496002	2326553	2169449	93.25
375	291	Европлан Банк	3052	Москва и обл.	4478921	1402214	3076707	219.42
376	70	Кузнецкий	609	Пензенская обл.	4438072	3673086	764986	20.83
377	337	Капиталбанк	2547	Ростовская обл.	4390524	1130429	3260095	288.39
378	128	Сибирский Банк Реконструкции и Развития	1284	Тюменская обл.	4386782	2842366	1544416	54.34
379	116	Финансово-Промышленный Капитал	3295	Москва и обл.	4366112	2939915	1426197	48.51
380	106	Венец	524	Ульяновская обл.	4244193	3051754	1192439	39.07
381	70	Камчаткомагропромбанк	545	Камчатская обл.	4221768	3511609	710159	20.22
382	81	Роял Кредит Банк	783	Хабаровский край	4171708	3334439	837269	25.11
383	383	Прайм Финанс	2758	Санкт-Петербург и обл.	4135941	847681	3288260	387.91
384		Чайнасельхозбанк	3529	Москва и обл.	4129408			
385	85	Форус Банк	3457	Нижегородская обл.	4111135	3252138	858997	26.41
386	79	Витабанк	356	Санкт-Петербург и обл.	4083034	3290234	792800	24.1
387	-77	Международный Коммерческий Банк	2524	Москва и обл.	4072170	7735466	-3663296	-47.36
388	24	Стройлесбанк	2995	Тюменская обл.	4009010	4578239	-569229	-12.43
389	267	Русский Национальный Банк	469	Ростовская обл.	3902794	1465458	2437336	166.32
390	93	Горбанк	2982	Санкт-Петербург и обл.	3871569	3092714	778855	25.18
391	62	Крыловский	456	Краснодарский край	3854733	3491623	363110	10.4
392	-14	Кузнецкий Мост	2254	Москва и обл.	3846924	5396124	-1549200	-28.71
393	124	Вологжанин	1896	Вологодская обл.	3835921	2689704	1146217	42.61
394	48	Интернациональный Торговый Банк	2609	Омская обл.	3832231	3711447	120784	3.25
395	-43	Руссобанк	2313	Москва и обл.	3804503	6073028	-2268525	-37.35
396	129	Агророс	2860	Саратовская обл.	3796118	2570558	1225560	47.68
397	39	Земкомбанк	574	Ростовская обл.	3775686	3943715	-168029	-4.26
398	140	МФБанк	3163	Москва и обл.	3745267	2447177	1298090	53.04
399	8	БайкалИнвестБанк	1067	Иркутская обл.	3731550	4721077	-989527	-20.96
400	89	Невский Банк	1068	Санкт-Петербург и обл.	3729647	2984865	744782	24.95
401	171	Айви Банк	2055	Москва и обл.	3714564	2161699	1552865	71.84
402	187	Выборг-Банк	720	Санкт-Петербург и обл.	3707876	2014485	1693391	84.06
403	38	Мастер-Капитал	3011	Москва и обл.	3705583	3798719	-93136	-2.45
404	149	Объединенный Резервный Банк	937	Москва и обл.	3704698	2291966	1412732	61.64
405	306	Метрополь	1639	Москва и обл.	3675617	1171604	2504013	213.73
406	105	Евразийский Банк	969	Москва и обл.	3664450	2751279	913171	33.19
407	87	Аксонбанк	680	Костромская обл.	3656481	2950767	705714	23.92
408	104	Инвестсоцбанк	3010	Москва и обл.	3652688	2727777	924911	33.91
409	14	Межрегиональный Почтовый Банк	3171	Москва и обл.	3632492	4354845	-722353	-16.59
410	281	Банкирский Дом	2928	Санкт-Петербург и обл.	3577688	1256986	2320702	184.62
411	71	Уралпромбанк	2964	Челябинская обл.	3573762	3095497	478265	15.45
412	204	Бест Эффортс Банк	435	Москва и обл.	3557080	1783089	1773991	99.49
413	48	Живаго-Банк	2065	Рязанская обл.	3556737	3343430	213307	6.38
414	187	Донхлеббанк	2285	Ростовская обл.	3545470	1895630	1649840	87.03
415	242	Московско-Парижский Банк	2646	Москва и обл.	3538981	1457617	2081364	142.79
416	-54	Веста	2368	Москва и обл.	3537304	5778680	-2241376	-38.79
417	141	Зираат Банк	2559	Москва и обл.	3527564	2254629	1272935	56.46
418	58	Уральский Межрегиональный Банк	1441	Свердловская обл.	3513042	3190911	322131	10.1
419		Н-Банк	3493	Москва и обл.	3511307			
420	65	Юнистрим	3467	Москва и обл.	3499389	3064868	434521	14.18
421	72	Наш Дом	3296	Москва и обл.	3470207	2959710	510497	17.25
422	112	Констанс-Банк	2228	Санкт-Петербург и обл.	3459651	2471693	987958	39.97
423	141	Кубанский Универсальный Банк	2898	Краснодарский край	3454653	2193034	1261619	57.53
424	91	Новое Время	3492	Москва и обл.	3449432	2701518	747914	27.68
425	32	Смартбанк	3408	Москва и обл.	3414201	3428500	-14299	-0.42
426	349	Мико-Банк	3195	Москва и обл.	3381095	786444	2594651	329.92
427	181	Рапида	3371	Москва и обл.	3350860	1837046	1513814	82.4
428	-10	Ермак	1809	Ханты-Мансийский АО — Югра	3319390	4451752	-1132362	-25.44
429	67	Росбизнесбанк	1405	Москва и обл.	3316004	2908340	407664	14.02
430	394	Центрально-Европейский Банк	2670	Москва и обл.	3308618	564881	2743737	485.72
431	263	Сибэс	208	Омская обл.	3307117	1248201	2058916	164.95
432	117	Крокус-Банк	2682	Москва и обл.	3304521	2333983	970538	41.58
433	206	Народный Доверительный Банк	2374	Москва и обл.	3302078	1596725	1705353	106.8
434	63	Нокссбанк	3202	Волгоградская обл.	3286819	2899375	387444	13.36
435	34	Алтайкапиталбанк	2659	Алтайский край	3269162	3257159	12003	0.37
436	22	Долинск	857	Сахалинская обл.	3257561	3415496	-157935	-4.62
437	128	Братский АНКБ	1144	Иркутская обл.	3247262	2189175	1058087	48.33
438	416	Ростфинанс	481	Ростовская обл.	3220924	466554	2754370	590.36
439	-169	Международный Банк Развития	2704	Москва и обл.	3205280	9809226	-6603946	-67.32
440	39	Интеркредит	3047	Москва и обл.	3188758	3138695	50063	1.6
441	21	Церих	3278	Орловская обл.	3187906	3338331	-150425	-4.51
442	140	Мегаполис	3265	Чувашия	3182459	2083083	1099376	52.78
443	124	Иваново	1763	Ивановская обл.	3162815	2179622	983193	45.11
444	285	Региональный Коммерческий Банк	836	Ульяновская обл.	3153258	1032103	2121155	205.52
445	32	Океан Банк	1697	Москва и обл.	3128233	3170499	-42266	-1.33
446	64	Элита	1399	Калужская обл.	3114124	2753768	360356	13.09
447		Яндекс.Деньги	3510	Россия	3113796			
448	161	Лайтбанк	3177	Москва и обл.	3104832	1834375	1270457	69.26
449	341	Банк Премьер Кредит	1663	Москва и обл.	3076655	725890	2350765	323.85
450	-19	Оргбанк	3312	Москва и обл.	3070857	4064900	-994043	-24.45
451	79	Аспект	608	Москва и обл.	3035050	2522454	512596	20.32
452	273	Первый Клиентский Банк	3436	Москва и обл.	2991255	1057492	1933763	182.86
453	128	Радиотехбанк	1166	Нижегородская обл.	2966138	2091039	875099	41.85
454	20	Тамбовкредитпромбанк	1312	Тамбовская обл.	2901765	3197276	-295511	-9.24
455	26	РБА	3413	Москва и обл.	2888258	3120904	-232646	-7.45
456	17	Интерактивный Банк	3378	Москва и обл.	2883744	3227967	-344223	-10.66
457	358	Банк ВВБ	1093	Севастополь	2859686	599460	2260226	377.04
458	22	Кроссинвестбанк	2849	Москва и обл.	2842938	3125920	-282982	-9.05
459	-16	Евроальянс	1781	Ивановская обл.	2834395	3686806	-852411	-23.12
460	177	Межбанковский Кредитный Союз	3242	Москва и обл.	2801085	1608352	1192733	74.16
461	398	Еврокапитал-Альянс	2672	Ярославская обл.	2786919	446389	2340530	524.33
462	22	Банк Экономический Союз	2798	Москва и обл.	2777152	3083996	-306844	-9.95
463	244	Заубер Банк	1614	Санкт-Петербург и обл.	2767244	1179185	1588059	134.67
464	113	Кросна-Банк	2607	Москва и обл.	2756487	2117574	638913	30.17
465	51	Костромаселькомбанк	1115	Костромская обл.	2755517	2697774	57743	2.14
466	38	ЕвроАксис Банк	3273	Москва и обл.	2710901	2850108	-139207	-4.88
467	54	Богородский	1277	Нижегородская обл.	2641702	2612619	29083	1.11
468	55	Система	2846	Москва и обл.	2628570	2589103	39467	1.52
469	157	Кредит Экспресс	3186	Ростовская обл.	2616536	1703280	913256	53.62
470	91	Йошкар-Ола	2802	Марий Эл	2604872	2239017	365855	16.34
471	107	Проинвестбанк	784	Пермская обл.	2585471	2115161	470310	22.24
472	31	Преодоление	2649	Москва и обл.	2584107	2855967	-271860	-9.52
473	49	Апабанк	2404	Москва и обл.	2556531	2610032	-53501	-2.05
474	130	Газнефтьбанк	3223	Саратовская обл.	2546713	1887479	659234	34.93
475	171	Канский	860	Красноярский край	2546093	1553513	992580	63.89
476	110	Вестерн Юнион ДП Восток	2726	Москва и обл.	2544514	2031673	512841	25.24
477	69	Промышленно-Финансовое Сотрудничество	2410	Москва и обл.	2540451	2336645	203806	8.72
478	135	Владбизнесбанк	903	Владимирская обл.	2539316	1803129	736187	40.83
479	382	K2 Банк	2851	Карачаево-Черкесия	2526348	442181	2084167	471.34
480	-13	Еврокредит	2957	Москва и обл.	2519476	3276078	-756602	-23.09
481	139	Унифондбанк	3416	Москва и обл.	2482124	1751316	730808	41.73
482	74	Национальный Корпоративный Банк	3422	Москва и обл.	2469866	2257341	212525	9.41
483	129	Столичный Кредит	2853	Москва и обл.	2450587	1806621	643966	35.64
484	101	Михайловский ПЖСБ	2961	Волгоградская обл.	2447057	2044374	402683	19.7
485	358	Внешфинбанк	3173	Краснодарский край	2445101	502085	1943016	386.99
486	47	ИРС	272	Москва и обл.	2441123	2478586	-37463	-1.51
487	162	Народный Банк	2249	Карачаево-Черкесия	2397401	1506944	890457	59.09
488	369	Соверен Банк	3206	Москва и обл.	2381762	460249	1921513	417.49
489	-2	Первый Инвестиционный банк	604	Москва и обл.	2371218	3026804	-655586	-21.66
490	101	Новация	840	Адыгея	2371157	2012280	358877	17.83
491	142	БСТ-Банк	2883	Кемеровская обл.	2370338	1637736	732602	44.73
492	45	Резерв	2364	Челябинская обл.	2358966	2455400	-96434	-3.93
493	139	Татагропромбанк	728	Татарстан	2352605	1640239	712366	43.43
494	335	Тальменка-Банк	826	Алтайский край	2332670	557547	1775123	318.38
495	108	Викинг	2	Санкт-Петербург и обл.	2321699	1888547	433152	22.94
496	147	Златкомбанк	568	Москва и обл.	2265506	1586332	679174	42.81
497	74	Северо-Западный 1 Альянс Банк	766	Санкт-Петербург и обл.	2259821	2165788	94033	4.34
498	240	Международный Строительный Банк	3484	Москва и обл.	2247703	966839	1280864	132.48
499	56	Яринтербанк	2564	Ярославская обл.	2228750	2268466	-39716	-1.75
500	24	Вкабанк	1027	Астраханская обл.	2228103	2575497	-347394	-13.49
501	229	Миръ	3089	Москва и обл.	2224145	1029538	1194607	116.03
502	159	Далена	1948	Москва и обл.	2221645	1445680	775965	53.67
503	41	Новый Символ	370	Москва и обл.	2220085	2348388	-128303	-5.46
504	14	Капитал	575	Москва и обл.	2194772	2684188	-489416	-18.23
505	116	Торжокуниверсалбанк	933	Тверская обл.	2160795	1747051	413744	23.68
506	167	Екатерининский	2167	Москва и обл.	2156854	1356790	800064	58.97
507	403	Единый Строительный Банк	3506	Омская обл.	2118402	202853	1915549	944.3
508	323	Кредпромбанк	1165	Ярославская обл.	2095161	550530	1544631	280.57
509	43	Спиритбанк	2053	Тульская обл.	2073117	2295142	-222025	-9.67
510	33	Бум-Банк	1137	Кабардино-Балкария	2069065	2359237	-290172	-12.3
511	-3	Современные Стандарты Бизнеса	3397	Москва и обл.	2042670	2786682	-744012	-26.7
512	150	Уралфинанс	1370	Свердловская обл.	2036633	1444806	591827	40.96
513	193	Индустриальный Сберегательный Банк	3175	Москва и обл.	2034682	1179238	855444	72.54
514	113	Алтынбанк	2070	Татарстан	2022682	1698324	324358	19.1
515	110	Московский Вексельный Банк	2697	Москва и обл.	2006188	1718947	287241	16.71
516	187	Мосводоканалбанк	2863	Москва и обл.	2005590	1198166	807424	67.39
517	-58	Финансовый Капитал	3288	Санкт-Петербург и обл.	2001445	3393995	-1392550	-41.03
518	44	Пермь	875	Пермская обл.	2001216	2237968	-236752	-10.58
519	250	ЮМК	3495	Краснодарский край	1947154	845509	1101645	130.29
520	82	Старооскольский Агропромбанк	1050	Белгородская обл.	1936746	1892677	44069	2.33
521	-89	Бинбанк Сургут	1701	Ханты-Мансийский АО — Югра	1933209	4062464	-2129255	-52.41
522	219	Америкэн Экспресс Банк	3460	Москва и обл.	1914641	953814	960827	100.74
523	-22	Риал-Кредит	3393	Москва и обл.	1896195	2862530	-966335	-33.76
524	171	Глобус	2438	Москва и обл.	1889400	1244741	644659	51.79
525	72	Россита-Банк	3257	Москва и обл.	1873773	1940991	-67218	-3.46
526	155	Булгар Банк	1917	Татарстан	1861691	1313312	548379	41.76
527	172	Акцент	696	Оренбургская обл.	1850214	1222381	627833	51.36
528	59	Стелла-Банк	2948	Ростовская обл.	1839473	2029146	-189673	-9.35
529	51	КОР	2148	Волгоградская обл.	1839079	2098667	-259588	-12.37
530	66	Социум-Банк	2881	Москва и обл.	1837207	1943093	-105886	-5.45
531	107	Мострансбанк	2258	Москва и обл.	1819213	1601030	218183	13.63
532	143	Вологдабанк	992	Вологодская обл.	1813058	1338654	474404	35.44
533	77	Руна-Банк	3207	Москва и обл.	1797115	1815448	-18333	-1.01
534	175	Кетовский Коммерческий Банк	842	Курганская обл.	1787144	1176413	610731	51.91
535	72	Крона-Банк	2499	Иркутская обл.	1769625	1840124	-70499	-3.83
536	152	Майкопбанк	1136	Адыгея	1768764	1280057	488707	38.18
537	61	Нальчик	695	Кабардино-Балкария	1768378	1940400	-172022	-8.87
538	106	Холмск	503	Сахалинская обл.	1753329	1583935	169394	10.69
539	37	Дом-Банк	3209	Москва и обл.	1749007	2124650	-375643	-17.68
540	110	Межрегиональный Клиринговый Банк	2543	Москва и обл.	1739928	1488158	251770	16.92
541	300	РУБанк	2813	Москва и обл.	1726380	518869	1207511	232.72
542	88	Кемсоцинбанк	96	Кемеровская обл.	1694451	1649242	45209	2.74
543		Икано Банк	3519	Центр	1687103			
544	62	Банк МБФИ	2073	Москва и обл.	1684187	1842604	-158417	-8.6
545	28	Тагилбанк	1635	Свердловская обл.	1656600	2152210	-495610	-23.03
546	46	Вэлтон Банк	1105	Белгородская обл.	1649418	2000361	-350943	-17.54
547	106	Приобье	537	Ханты-Мансийский АО — Югра	1618801	1472147	146654	9.96
548	321	1Банк	2896	Северная Осетия — Алания	1594867	414343	1180524	284.91
549	167	Мурманский Расчетный Центр	3341	Мурманская обл.	1589139	1107267	481872	43.52
550	108	Примтеркомбанк	21	Приморский край	1577183	1456180	121003	8.31
551	108	Великие Луки Банк	598	Псковская обл.	1574847	1453285	121562	8.36
552	176	Сельмашбанк	106	Ростовская обл.	1571993	1036817	535176	51.62
553	119	Ноосфера	2650	Республика Алтай	1564310	1362404	201906	14.82
554	-34	Коммерческий Банк Развития	3364	Москва и обл.	1545235	2613516	-1068281	-40.88
555	130	Калуга	1151	Калужская обл.	1543614	1293308	250306	19.35
556		Оней Банк	3516	Москва и обл.	1540248			
557	54	Соколовский	2830	Москва и обл.	1539609	1807185	-267576	-14.81
558	-19	ИК Банк	1732	Татарстан	1535155	2433742	-898587	-36.92
559	77	Новый Кредитный Союз	3139	Москва и обл.	1526368	1622302	-95934	-5.91
560	123	Спутник	1071	Оренбургская обл.	1509651	1304632	205019	15.71
561	295	Вятич	2796	Рязанская обл.	1500006	462479	1037527	224.34
562	-98	Инкаробанк	2696	Москва и обл.	1496667	3318755	-1822088	-54.9
563	111	Гринкомбанк	1184	Иркутская обл.	1494436	1350565	143871	10.65
564	193	Евроазиатский Инвестиционный Банк	2897	Москва и обл.	1493706	894178	599528	67.05
565	159	Первый Дортрансбанк	3271	Кировская обл.	1449380	1061289	388091	36.57
566	325	Регнум	3373	Москва и обл.	1437759	300558	1137201	378.36
567	183	Арзамас	1281	Нижегородская обл.	1433388	926699	506689	54.68
568	-11	РФИ Банк	3351	Москва и обл.	1432609	2256165	-823556	-36.5
569	-3	Кредитинвест	1197	Дагестан	1422893	2186591	-763698	-34.93
570	94	Жилкредит	1736	Москва и обл.	1417934	1431141	-13207	-0.92
571	155	Почтобанк	1788	Пермская обл.	1412392	1039973	372419	35.81
572	79	Саратов	330	Саратовская обл.	1395717	1479708	-83991	-5.68
573	1	Пульс Столицы	3002	Москва и обл.	1384697	2142896	-758199	-35.38
574	174	Взаимодействие	1704	Новосибирская обл.	1382603	935703	446900	47.76
575	144	Синергия	2884	Саратовская обл.	1371915	1079881	292034	27.04
576	-45	Банк РМП	2574	Москва и обл.	1353074	2514757	-1161683	-46.19
577	109	Саммит Банк	85	Приморский край	1345615	1289110	56505	4.38
578		ПэйПал РУ	3517	Москва и обл.	1292588			
579	-10	Сталь Банк	2248	Москва и обл.	1275044	2174517	-899473	-41.36
580	43	Сервис-Резерв	2034	Москва и обл.	1251450	1721551	-470101	-27.31
581	178	МТИ-Банк	1052	Москва и обл.	1225159	887556	337603	38.04
582	186	Арсенал	3000	Москва и обл.	1225030	846809	378221	44.66
583	180	Динамичные Системы	3439	Москва и обл.	1219769	861438	358331	41.6
584	-112	Тендер-Банк	2252	Москва и обл.	1215979	3242571	-2026592	-62.5
585	148	Химик	1114	Нижегородская обл.	1196427	1015926	180501	17.77
586	110	Санкт-Петербургский Банк Инвестиций	3468	Санкт-Петербург и обл.	1195323	1237402	-42079	-3.4
587	54	Новый Промышленный Банк	930	Москва и обл.	1189889	1593318	-403429	-25.32
588	40	Национальный Банк Взаимного Кредита	3214	Москва и обл.	1184069	1660461	-476392	-28.69
589	208	Космос	2245	Москва и обл.	1182618	702606	480012	68.32
590	94	Максима	3379	Москва и обл.	1181475	1296001	-114526	-8.84
591	202	НоваховКапиталБанк	635	Москва и обл.	1177963	714850	463113	64.78
592	150	Финарс Банк	2938	Москва и обл.	1161064	951565	209499	22.02
593	185	Камский Горизонт	2554	Татарстан	1149427	778359	371068	47.67
594	-35	Финтрастбанк	3104	Москва и обл.	1133371	2249380	-1116009	-49.61
595	269	Южный Региональный Банк	3015	Ростовская обл.	1118583	431913	686670	158.98
596	58	Русский Элитарный Банк	3231	Москва и обл.	1099141	1470002	-370861	-25.23
597	72	Акрополь	3027	Москва и обл.	1091477	1397868	-306391	-21.92
598	154	Тетраполис	1586	Санкт-Петербург и обл.	1087731	922189	165542	17.95
599	36	Металлург	2877	Москва и обл.	1080206	1633356	-553150	-33.87
600	236	Москва	1661	Москва и обл.	1063879	535056	528823	98.84
601	133	ЕАТП Банк	1765	Астраханская обл.	1062758	1008156	54602	5.42
602	106	Дон-Тексбанк	1818	Ростовская обл.	1062135	1177926	-115791	-9.83
603	114	Регионфинансбанк	3357	Москва и обл.	1059621	1096712	-37091	-3.38
604	59	Республиканский Кредитный Альянс	3017	Москва и обл.	1054509	1436070	-381561	-26.57
605	126	Мурманский Социальный Коммерческий Банк	2722	Мурманская обл.	1048048	1020037	28011	2.75
606	134	Московский Клиринговый Центр	3314	Москва и обл.	1047646	961832	85814	8.92
607	120	Курган	2568	Курганская обл.	1039874	1039184	690	0.07
608	92	Онего	2484	Карелия	1019876	1220583	-200707	-16.44
609	194	Невастройинвест	1926	Санкт-Петербург и обл.	1011756	670238	341518	50.95
610	113	Байкалкредобанк	2990	Иркутская обл.	1007966	1064772	-56806	-5.34
611	132	Спецстройбанк	236	Москва и обл.	997033	951377	45656	4.8
612	168	Московский Национальный Инвестиционный Банк	3181	Москва и обл.	982876	773140	209736	27.13
613	132	Первоуральскбанк	965	Свердловская обл.	981480	945003	36477	3.86
614	182	Кузбассхимбанк	2868	Кемеровская обл.	960603	709962	250641	35.3
615	89	Севзапинвестпромбанк	2152	Санкт-Петербург и обл.	954616	1196790	-242174	-20.24
616	63	Си Ди Би Банк	3339	Краснодарский край	946968	1322664	-375696	-28.4
617	183	Ресурс-Траст	3122	Москва и обл.	933987	690773	243214	35.21
618	167	Классик Эконом Банк	3298	Северная Осетия — Алания	929326	746658	182668	24.46
619	164	Акция	927	Ивановская обл.	924648	761914	162734	21.36
620	57	Объединенный Банк Республики	1016	Чувашия	924142	1338018	-413876	-30.93
621	128	Вакобанк	1291	Псковская обл.	923446	930990	-7544	-0.81
622	100	Центрально-Азиатский	3037	Хакасия	900669	1067529	-166860	-15.63
623	242	Русский Финансовый Альянс	2035	Москва и обл.	900049	427916	472133	110.33
624	192	Майский	1673	Кабардино-Балкария	891186	598348	292838	48.94
625	76	Тексбанк	2756	Карачаево-Черкесия	884564	1215771	-331207	-27.24
626	21	Новый Век	3417	Москва и обл.	882328	1534108	-651780	-42.49
627	-64	Эльбин	2267	Дагестан	867839	2222372	-1354533	-60.95
628	161	Славянбанк	804	Новгородская обл.	861242	728697	132545	18.19
629	248	Народный Инвестиционный Банк	2876	Самарская обл.	819982	370236	449746	121.48
630	59	Флора-Москва	533	Москва и обл.	818891	1267815	-448924	-35.41
631	242	Вестинтербанк	3398	Москва и обл.	813385	399589	413796	103.56
632	144	Прохладный	874	Кабардино-Балкария	806395	783001	23394	2.99
633	242	Межрегиональный Банк Реконструкции	2620	Москва и обл.	806272	374465	431807	115.31
634	112	Жилстройбанк	2769	Москва и обл.	803677	940528	-136851	-14.55
635	156	Народный Земельно-Промышленный Банк	2873	Алтайский край	793186	723348	69838	9.65
636	138	РусьРегионБанк	685	Москва и обл.	763781	793374	-29593	-3.73
637	197	Стандарт-Кредит	841	Адыгея	761762	543770	217992	40.09
638	-125	Уралприватбанк	153	Свердловская обл.	759717	2718771	-1959054	-72.06
639	97	Анелик РУ	3443	Москва и обл.	751714	984017	-232303	-23.61
640	120	Русский Банк Сбережений	779	Ставропольский край	749660	884774	-135114	-15.27
641	61	Расчетный Дом	3350	Москва и обл.	720587	1200047	-479460	-39.95
642	109	Геобанк	2027	Москва и обл.	704121	924536	-220415	-23.84
643	92	Турбобанк	3203	Санкт-Петербург и обл.	688170	995681	-307511	-30.88
644	135	Балаково-Банк	444	Саратовская обл.	679778	775428	-95650	-12.34
645	213	РИТЦ Банк	2677	Москва и обл.	666891	457695	209196	45.71
646	225	АлтайБизнес-Банк	2388	Алтайский край	656709	408086	248623	60.92
647	186	Банк РСИ	3415	Москва и обл.	655093	543943	111150	20.43
648	174	Гефест	1046	Тверская обл.	650068	581138	68930	11.86
649	128	Прокоммерцбанк	2996	Москва и обл.	616816	778854	-162038	-20.8
650	245	Терра	3476	Москва и обл.	610465	286209	324256	113.29
651	150	Холдинвестбанк	2837	Москва и обл.	604011	679178	-75167	-11.07
652	-33	Новокиб	1747	Кемеровская обл.	603630	1763777	-1160147	-65.78
653	217	ВРБ Москва	3499	Москва и обл.	600586	409841	190745	46.54
654	166	Азия Банк	3183	Москва и обл.	596088	582593	13495	2.32
655	228	АвтоКредитБанк	1973	Татарстан	595849	349097	246752	70.68
656	139	Лидер	3304	Москва и обл.	582735	711193	-128458	-18.06
657	173	СМБ-Банк	3504	Санкт-Петербург и обл.	582081	555427	26654	4.8
658	177	Энтузиастбанк	3048	Москва и обл.	561023	537901	23122	4.3
659	127	Башпромбанк	1006	Башкортостан	525778	743703	-217925	-29.3
660	186	Иронбанк	1724	Москва и обл.	520368	497480	22888	4.6
661	144	Народный Банк Республики Тыва	1309	Тыва	516824	668810	-151986	-22.72
662	-102	Международный Расчетный Банк	3028	Москва и обл.	513357	2246312	-1732955	-77.15
663	189	Дружба	990	Тюменская обл.	503779	478289	25490	5.33
664	-46	Интеркоопбанк	2803	Москва и обл.	502972	1769649	-1266677	-71.58
665	207	Логос	3233	Москва и обл.	497238	400257	96981	24.23
666	179	МВС Банк	2407	Дагестан	488250	497694	-9444	-1.9
667	165	Кредо Финанс	793	Дагестан	488238	545986	-57748	-10.58
668	160	АББ	2937	Москва и обл.	486412	557772	-71360	-12.79
669	158	Европейский Стандарт	3200	Кабардино-Балкария	486282	561442	-75160	-13.39
670	169	Стар Альянс	3433	Москва и обл.	473331	527234	-53903	-10.22
671	138	Эко-Инвест	3116	Москва и обл.	464682	647046	-182364	-28.18
672	230	Берейт	3505	Санкт-Петербург и обл.	453604	231935	221669	95.57
673	215	Таганрогбанк	3136	Ростовская обл.	438504	318383	120121	37.73
674	173	Алжан	2491	Дагестан	436091	495734	-59643	-12.03
675	207	ГРиС-Банк	1928	Ставропольский край	434826	351887	82939	23.57
676	209	Альтернатива	3452	Москва и обл.	426554	325978	100576	30.85
677	130	Промсвязьинвест	2761	Дагестан	416824	662693	-245869	-37.1
678	215	Информпрогресс	2166	Москва и обл.	415298	287843	127455	44.28
679	68	Тульский Расчетный Центр	3380	Тульская обл.	405742	940383	-534641	-56.85
680	194	Рента-Банк	3095	Москва и обл.	402806	380200	22606	5.95
681	185	Континенталь	3184	Ставропольский край	396869	427819	-30950	-7.23
