Позиция в рейтинге	Изменение позиции в рейтинге	Название банка	Номер лицензии	Регион регистрации	Декабрь, 2009, тыс. рублей	Январь, 2009, тыс. рублей	Изменение, тыс. рублей	Изменение, %
24	-7	Русский Стандарт	2289	Москва и обл.	155266532	231525041	-76258509	-32.94
25	0	Абсолют Банк	2306	Москва и обл.	151651956	174750431	-23098475	-13.22
26	1	Нордеа Банк	3016	Москва и обл.	150368218	169693288	-19325070	-11.39
27	-5	Национальный Клиринговый Центр	3466	Москва и обл.	141527991	190210517	-48682526	-25.59
28	1	Возрождение	1439	Москва и обл.	140635731	145211315	-4575584	-3.15
29	2	МТС Банк	2268	Москва и обл.	139836344	120696390	19139954	15.86
30	2	Ханты-Мансийский банк Открытие	1971	Тюменская обл.	127532790	118462762	9070028	7.66
31	13	Национальный Банк «Траст»	3279	Москва и обл.	127371881	76780035	50591846	65.89
32	1	КИТ Финанс Инвестиционный Банк	1911	Санкт-Петербург и обл.	125589441	117250329	8339112	7.11
33	2	Россия	328	Санкт-Петербург и обл.	119349749	104055117	15294632	14.7
34	3	Газэнергопромбанк	3284	Москва и обл.	117385357	102047504	15337853	15.03
35	1	Хоум Кредит Банк	316	Москва и обл.	113677778	102770271	10907507	10.61
36	2	Петровский	729	Санкт-Петербург и обл.	102175248	91495677	10679571	11.67
37	-7	ИНГ Банк	2495	Москва и обл.	95467768	140525464	-45057696	-32.06
38	5	ОТП Банк	2766	Москва и обл.	90288243	84041932	6246311	7.43
39	-5	Дойче Банк	3328	Москва и обл.	89502203	104580007	-15077804	-14.42
40	1	Росгосстрах Банк	3073	Москва и обл.	89383567	86575618	2807949	3.24
41	6	Московский Индустриальный Банк	912	Москва и обл.	86149419	70570728	15578691	22.08
42	-3	Русфинанс Банк	1792	Самарская обл.	85204942	90279645	-5074703	-5.62
43	12	Московский Кредитный Банк	1978	Москва и обл.	79179067	60739823	18439244	30.36
44	-4	Союз	2307	Москва и обл.	76063977	89091423	-13027446	-14.62
45	3	Бинбанк	2562	Москва и обл.	75892493	67642935	8249558	12.2
46	5	Глобэкс	1942	Москва и обл.	67225978	65871917	1354061	2.06
47	6	Пробизнесбанк	2412	Москва и обл.	67202516	64460980	2741536	4.25
48	13	Юниаструм Банк	2771	Москва и обл.	64889953	53417279	11472674	21.48
49	17	Уральский Банк Реконструкции и Развития	429	Свердловская обл.	64182695	48607233	15575462	32.04
50	-8	Коммерцбанк (Евразия)	3333	Москва и обл.	64096838	85214043	-21117205	-24.78
51	-2	Кредит Европа Банк	3311	Москва и обл.	63626983	66729280	-3102297	-4.65
52	-6	Банк Интеза	2216	Москва и обл.	63098523	71053168	-7954645	-11.2
53	1	Сведбанк	3064	Москва и обл.	61349534	61393036	-43502	-0.07
54	6	Балтийский Банк	128	Москва и обл.	59922973	54416194	5506779	10.12
55	4	Транскапиталбанк (ТКБ)	2210	Москва и обл.	59681256	56418559	3262697	5.78
56	43	ЦентроКредит	121	Москва и обл.	56249057	23209132	33039925	142.36
57	-1	Национальный Резервный Банк	2170	Москва и обл.	55615628	60290446	-4674818	-7.75
58		МСП Банк	3340	Москва и обл.	55337012			
59	-9	Ренессанс Кредит	3354	Москва и обл.	52169367	66318590	-14149223	-21.34
60	-2	РосЕвроБанк	3137	Москва и обл.	52146177	58078078	-5931901	-10.21
61	7	Татфондбанк	3058	Татарстан	51972742	46244415	5728327	12.39
62	9	СКБ-Банк	705	Свердловская обл.	51543581	40558155	10985426	27.09
63	6	Мастер-Банк	2176	Москва и обл.	51248455	43038575	8209880	19.08
64	12	Восточный Экспресс Банк	1460	Амурская обл.	50521672	34689175	15832497	45.64
65	-8	Собинбанк	1317	Москва и обл.	50003400	59547181	-9543781	-16.03
66	12	Инвестторгбанк	2763	Москва и обл.	49223459	33247931	15975528	48.05
67	0	Сургутнефтегазбанк	588	Тюменская обл.	49034824	47437568	1597256	3.37
68	-4	Запсибкомбанк	918	Тюменская обл.	47232810	50123714	-2890904	-5.77
69	-24	АМТ Банк	2820	Москва и обл.	46743449	73357830	-26614381	-36.28
70	3	Всероссийский Банк Развития Регионов	3287	Москва и обл.	43734787	39345304	4389483	11.16
71	-6	Авангард	2879	Москва и обл.	41858639	49840307	-7981668	-16.01
72	-9	Центр-инвест	2225	Ростовская обл.	41384333	51583997	-10199664	-19.77
73	1	Банк «Открытие»	2179	Москва и обл.	38572220	37349035	1223185	3.28
74	-4	Международный Банк Санкт-Петербурга (МБСП)	197	Санкт-Петербург и обл.	37873103	41425045	-3551942	-8.57
75	-23	БНП Париба Банк	3407	Москва и обл.	37611429	65199670	-27588241	-42.31
76	21	Совкомбанк	963	Костромская обл.	37288055	24023343	13264712	55.22
77	15	Внешпромбанк	3261	Москва и обл.	37094032	24907138	12186894	48.93
78	8	Балтинвестбанк	3176	Санкт-Петербург и обл.	36806104	28280275	8525829	30.15
79	-17	Еврофинанс Моснарбанк	2402	Москва и обл.	35822732	52692138	-16869406	-32.02
80	8	Пересвет	2110	Москва и обл.	35635838	27710188	7925650	28.6
81	3	Металлинвестбанк	2440	Москва и обл.	35396351	29029335	6367016	21.93
82	-5	СБ Банк (Судостроительный банк)	2999	Москва и обл.	33919896	33421671	498225	1.49
83	11	СМП Банк	3368	Москва и обл.	33575405	24675646	8899759	36.07
84	11	Инвестбанк	107	Калининградская обл.	33464660	24443580	9021080	36.91
85	-5	Новикомбанк	2546	Москва и обл.	33406580	32495184	911396	2.8
86		Креди Агриколь КИБ	1680	Санкт-Петербург и обл.	32899938			
87	-8	Локо-Банк	2707	Москва и обл.	32811460	32813751	-2291	-0.01
88	-16	Первобанк	3461	Самарская обл.	32540008	39893996	-7353988	-18.43
89		Москоммерцбанк	3365	Москва и обл.	32088631			
90	20	Меткомбанк (Каменск-Уральский)	2443	Свердловская обл.	31365009	19241932	12123077	63
91	-1	Фондсервисбанк	2989	Москва и обл.	30460356	25243432	5216924	20.67
92		Эйч-Эс-Би-Си Банк (HSBC)	3290	Москва и обл.	29626814			
93	-2	Уралсиб-Юг Банк	457	Краснодарский край	27874767	25005637	2869130	11.47
94	2	Национальный Торговый Банк	3087	Самарская обл.	25810812	24100319	1710493	7.1
95	23	Саровбизнесбанк	2048	Нижегородская обл.	25593099	16573568	9019531	54.42
96	-14	Национальный Стандарт	3421	Москва и обл.	25455741	30216915	-4761174	-15.76
97	3	Челиндбанк	485	Челябинская обл.	25239082	22734990	2504092	11.01
98	-11	Современный Коммерческий Банк (бывш. ДжиИ Мани Банк)	3316	Москва и обл.	24924443	27917378	-2992935	-10.72
99	2	Дальневосточный Банк	843	Приморский край	24234466	22731670	1502796	6.61
100	-19	Газбанк	2316	Самарская обл.	23475494	30339599	-6864105	-22.62
101	6	Кедр	1574	Москва и обл.	22415587	20644345	1771242	8.58
102	-27	Северная Казна	2083	Свердловская обл.	20330127	35409988	-15079861	-42.59
103	2	Девон-Кредит	1972	Татарстан	20326657	22026554	-1699897	-7.72
104	23	Азиатско-Тихоокеанский Банк	1810	Амурская обл.	20103285	15137941	4965344	32.8
105	7	Натиксис Банк	3390	Москва и обл.	20024838	18768686	1256152	6.69
106	7	Интерпромбанк	3266	Москва и обл.	20007290	18178626	1828664	10.06
107	1	Челябинвестбанк	493	Челябинская обл.	19999370	20136152	-136782	-0.68
108	14	Российский Капитал	2312	Москва и обл.	19667470	15830141	3837329	24.24
109	-20	Экспобанк	2998	Москва и обл.	19610578	26249453	-6638875	-25.29
110	-1	Кредит Урал Банк	2584	Челябинская обл.	19310728	19478033	-167305	-0.86
111	3	Банк СГБ	2816	Вологодская обл.	19194571	17361992	1832579	10.56
112	19	Кубань Кредит	2518	Краснодарский край	18995665	14453506	4542159	31.43
113	21	Бинбанк кредитные карты	2827	Москва и обл.	18848145	14149569	4698576	33.21
114	3	Далькомбанк	84	Хабаровский край	18779668	16670624	2109044	12.65
115		ГПБ-Ипотека	2403	Москва и обл.	17977641			
116	8	Акибанк	2587	Татарстан	17903810	15588741	2315069	14.85
117	-14	Сетелем Банк	2168	Москва и обл.	17772909	22429124	-4656215	-20.76
118	-3	СДМ-Банк	1637	Москва и обл.	17570468	17161871	408597	2.38
119	2	Банк АВБ	23	Самарская обл.	17442271	16176344	1265927	7.83
120	-16	Русский Международный Банк	3123	Москва и обл.	17396035	22191289	-4795254	-21.61
121	8	Столичный Торговый Банк	2797	Москва и обл.	17343673	14643230	2700443	18.44
122	-6	Открытие / Инвестиционный банк	2901	Москва и обл.	17172860	16895816	277044	1.64
123	-4	Липецккомбанк	1242	Липецкая обл.	16934058	16511444	422614	2.56
124	-18	Первый Чешско-Российский Банк	3291	Москва и обл.	16835575	20817547	-3981972	-19.13
125	-40	Агропромкредит	2880	Москва и обл.	16761245	28779378	-12018133	-41.76
126	6	Таврический	2304	Санкт-Петербург и обл.	16739600	14348007	2391593	16.67
127	-1	Экспресс-Волга	3085	Саратовская обл.	16078596	15182786	895810	5.9
128	12	Крайинвестбанк	3360	Краснодарский край	15915370	13377706	2537664	18.97
129	4	Уралтрансбанк	812	Свердловская обл.	15826628	14319050	1507578	10.53
130	-19	Меткомбанк (Череповец)	901	Вологодская обл.	15675277	19077163	-3401886	-17.83
131	27	Мой Банк	2939	Москва и обл.	15552133	10956232	4595901	41.95
132	25	БФГ-Кредит	3068	Москва и обл.	15459360	10982666	4476694	40.76
133	3	М2М Прайвет Банк	1414	Москва и обл.	15342077	14115680	1226397	8.69
134	4	Расчетная Палата РТС	3335	Москва и обл.	14973247	13731371	1241876	9.04
135	6	Солидарность (Самара)	554	Самарская обл.	14893822	13226114	1667708	12.61
136	6	Первый Республиканский Банк	1730	Москва и обл.	14655903	13167522	1488381	11.3
137	-2	Уральский Финансовый Дом	249	Пермская обл.	14464711	14146107	318604	2.25
138	-18	Соцгорбанк	1827	Москва и обл.	14419572	16273667	-1854095	-11.39
139	6	Российский Кредит	324	Москва и обл.	14360857	12662892	1697965	13.41
140	61	Петрофф-Банк	2466	Москва и обл.	13781943	7590347	6191596	81.57
141	15	Фора-Банк	1885	Москва и обл.	13538745	10997709	2541036	23.11
142	-44	Стройкредит	18	Москва и обл.	13362403	23686782	-10324379	-43.59
143	4	Банк Кредит Свисс	2494	Москва и обл.	13340082	11696370	1643712	14.05
144	-7	Банк РСБ 24 (Русславбанк)	1073	Москва и обл.	13287448	14031149	-743701	-5.3
145	21	Банк «МБА-Москва»	3395	Москва и обл.	13220452	10289696	2930756	28.48
146		Свенска Хандельсбанкен	3455	Москва и обл.	13167867			
147	3	ФИА-Банк	2542	Самарская обл.	12981616	11456257	1525359	13.31
148	7	Примсоцбанк	2733	Приморский край	12833619	11149277	1684342	15.11
149	5	Межтопэнергобанк	2956	Москва и обл.	12739580	11240466	1499114	13.34
150	-27	НС Банк	3124	Москва и обл.	12629915	15643565	-3013650	-19.26
151	31	Банк Проектного Финансирования	1677	Москва и обл.	12557401	8965078	3592323	40.07
152	-24	Современный Коммерческий Ипотечный Банк	3329	Калужская обл.	12526200	14749933	-2223733	-15.08
153	101	Региональный Кредит	1927	Костромская обл.	11951764	5340862	6610902	123.78
154	16	Рост Банк	2888	Татарстан	11722369	10037250	1685119	16.79
155	10	Центркомбанк	2983	Москва и обл.	11678797	10406498	1272299	12.23
156	-5	Ланта-Банк	1920	Москва и обл.	11551670	11395762	155908	1.37
157	2	НОМОС-Региобанк	539	Хабаровский край	11421427	10949335	472092	4.31
158	17	Тимер Банк	1581	Татарстан	11407799	9411710	1996089	21.21
159	-29	Городской Ипотечный Банк	1627	Москва и обл.	11397923	14523309	-3125386	-21.52
160	31	Углеметбанк	2997	Челябинская обл.	11378948	8454550	2924398	34.59
161	133	Международный Финансовый Клуб	2618	Москва и обл.	11229873	4257570	6972303	163.76
162	-10	НБД-Банк	1966	Нижегородская обл.	11195629	11354393	-158764	-1.4
163	-80	Дрезднер Банк	2455	Санкт-Петербург и обл.	11170313	29134538	-17964225	-61.66
164	222	Московский Областной Банк	1751	Москва и обл.	11104926	2587816	8517110	329.12
165	3	Энергобанк	67	Татарстан	11016502	10082223	934279	9.27
166	13	Приморье	3001	Приморский край	10954441	9151540	1802901	19.7
167	-7	Альта-Банк	2269	Москва и обл.	10835701	10762229	73472	0.68
168	8	Гаранти Банк — Москва	3275	Москва и обл.	10784788	9285892	1498896	16.14
169	-8	Нота-Банк	2913	Москва и обл.	10761782	10655264	106518	1
170	3	ЯР-Банк	3185	Москва и обл.	10739445	9507638	1231807	12.96
171	28	Кольцо Урала	65	Свердловская обл.	10500996	7848155	2652841	33.8
172	9	Банк24.ру	2227	Свердловская обл.	10491038	8989052	1501986	16.71
173	-11	Связной Банк	1961	Москва и обл.	10467242	10642885	-175643	-1.65
174	-3	Новокузнецкий Муниципальный Банк	2865	Кемеровская обл.	10448728	9970093	478635	4.8
176	-12	ВУЗ-Банк	1557	Свердловская обл.	10219634	10411179	-191545	-1.84
177	19	Банк БФА	3038	Санкт-Петербург и обл.	10198396	8186563	2011833	24.57
178	-9	Спурт Банк	2207	Татарстан	10175321	10038473	136848	1.36
179	1	Левобережный	1343	Новосибирская обл.	10123112	9096044	1027068	11.29
180	-36	Алемар	2384	Новосибирская обл.	10085655	12821798	-2736143	-21.34
181	-32	Мосстройэкономбанк (М Банк)	948	Москва и обл.	10081490	11518878	-1437388	-12.48
182	10	Европейский Трастовый Банк	2968	Москва и обл.	9958017	8392557	1565460	18.65
183	1	Славянский Банк	383	Москва и обл.	9906315	8731268	1175047	13.46
184	-17	Народный Кредит	2401	Москва и обл.	9768994	10201034	-432040	-4.24
185	-2	Форштадт	2208	Оренбургская обл.	9694221	8958016	736205	8.22
186	7	БыстроБанк	1745	Удмуртия	9631925	8345275	1286650	15.42
187	-15	Банк Жилищного Финансирования	3138	Москва и обл.	9557290	9947416	-390126	-3.92
188	0	Курскпромбанк	735	Курская обл.	9371297	8588610	782687	9.11
189	20	Инвесткапиталбанк	2377	Башкортостан	9228759	7177583	2051176	28.58
190	8	Нижегородпромстройбанк	1851	Нижегородская обл.	9127095	7852957	1274138	16.22
191	-1	Тольяттихимбанк	2507	Самарская обл.	9066263	8478476	587787	6.93
192	5	Гранд Инвест Банк	3053	Москва и обл.	9029819	8024956	1004863	12.52
193	-8	Московское Ипотечное Агентство	3344	Москва и обл.	8929777	8695577	234200	2.69
194	-69	Национальная Факторинговая Компания	3437	Москва и обл.	8775018	15475471	-6700453	-43.3
195	0	Экопромбанк	2011	Пермская обл.	8620383	8248789	371594	4.5
196	97	Держава	2738	Москва и обл.	8547836	4260173	4287663	100.65
197	-8	НК Банк	2755	Москва и обл.	8517328	8580751	-63423	-0.74
198	-35	Морской Банк	77	Москва и обл.	8490004	10609749	-2119745	-19.98
199	-21	Энерготрансбанк	1307	Калининградская обл.	8336781	9239233	-902452	-9.77
200	-13	Северо-Восточный Альянс	2768	Москва и обл.	8263194	8599770	-336576	-3.91
201	-7	Нацинвестпромбанк	3077	Москва и обл.	8219889	8322184	-102295	-1.23
202	16	Смоленский Банк	2029	Смоленская обл.	8204864	6596441	1608423	24.38
203	-17	Алмазэргиэнбанк	2602	Саха (Якутия)	8199622	8690825	-491203	-5.65
204	31	Интехбанк	2705	Татарстан	8127227	5784493	2342734	40.5
205	6	Банк Премьер Кредит	1663	Коми	8007378	7083649	923729	13.04
206	-58	Роспромбанк	3204	Москва и обл.	7871008	11665064	-3794056	-32.52
207	9	Снежинский	1376	Челябинская обл.	7782317	6742480	1039837	15.42
208	-31	Европлан Банк	3052	Москва и обл.	7753866	9255892	-1502026	-16.23
209	-4	Оренбург	3269	Оренбургская обл.	7732782	7313400	419382	5.73
210	5	Хлынов	254	Кировская обл.	7566150	6756015	810135	11.99
211		Русьуниверсалбанк	3293	Москва и обл.	7444487			
212	39	Эллипс Банк	1950	Нижегородская обл.	7403641	5390784	2012857	37.34
213	-11	Лада-Кредит	2668	Самарская обл.	7400663	7511451	-110788	-1.47
214		Солидарность (Москва)	1555	Москва и обл.	7355333			
215	23	Аресбанк	2914	Москва и обл.	7313919	5700028	1613891	28.31
216	-8	Социнвестбанк	1132	Башкортостан	7298736	7233168	65568	0.91
217	33	Норвик Банк	902	Кировская обл.	7269890	5416769	1853121	34.21
218	9	Развитие-Столица	3013	Москва и обл.	7245523	6188303	1057220	17.08
219	-45	Финпромбанк (ФПБ Банк)	2157	Москва и обл.	7230406	9476650	-2246244	-23.7
220	12	Экономбанк	1319	Саратовская обл.	7123090	5971081	1152009	19.29
221	-14	ТЭМБР-Банк	2764	Москва и обл.	7107204	7254430	-147226	-2.03
222	85	Росэнергобанк	2211	Москва и обл.	7020661	3988086	3032575	76.04
223	22	Нефтяной Альянс	2859	Москва и обл.	6863680	5626584	1237096	21.99
224	239	Руснарбанк	3403	Москва и обл.	6844792	1913768	4931024	257.66
225	38	Международный Акционерный Банк	1987	Москва и обл.	6691433	5160993	1530440	29.65
226	27	Газэнергобанк	3252	Калужская обл.	6617429	5345425	1272004	23.8
227	56	Первомайский	518	Краснодарский край	6573566	4457607	2115959	47.47
228	-82	АБ Финанс	514	Москва и обл.	6563626	12180279	-5616653	-46.11
229	-19	Росдорбанк	1573	Москва и обл.	6562529	7119315	-556786	-7.82
230	-9	НОМОС-Банк-Сибирь	410	Новосибирская обл.	6544017	6425377	118640	1.85
231	-9	Гута-Банк	256	Москва и обл.	6534151	6408447	125704	1.96
232	-8	Япы Креди Банк Москва	2555	Москва и обл.	6512575	6319725	192850	3.05
233		Русский Земельный Банк	2810	Москва и обл.	6499697			
234	9	Росэксимбанк	2790	Москва и обл.	6488025	5639040	848985	15.06
235	27	Тойота Банк	3470	Москва и обл.	6468568	5195490	1273078	24.5
236	-134	Тройка-Д Банк	3431	Москва и обл.	6423239	22694597	-16271358	-71.7
237	-4	Промсбербанк	1043	Москва и обл.	6418240	5818067	600173	10.32
238	22	Тарханы	459	Пензенская обл.	6415535	5234984	1180551	22.55
239	-11	Александровский	53	Санкт-Петербург и обл.	6371270	6154930	216340	3.51
240	-6	Прио-Внешторгбанк	212	Рязанская обл.	6365067	5808433	556634	9.58
241	96	Интеркоммерц Банк	1657	Москва и обл.	6335542	3320074	3015468	90.83
242	-1	Тинькофф Банк	2673	Москва и обл.	6327323	5667024	660299	11.65
243	-40	Петербургский Социальный Коммерческий Банк	2551	Санкт-Петербург и обл.	6323129	7435464	-1112335	-14.96
244	24	Банк Раунд	2506	Москва и обл.	6303732	4951643	1352089	27.31
245	7	Новосибирский Муниципальный Банк	2786	Новосибирская обл.	6282693	5357353	925340	17.27
246	13	Темпбанк	55	Москва и обл.	6274270	5240536	1033734	19.73
247	-5	Бинбанк Мурманск	1276	Мурманская обл.	6249420	5659792	589628	10.42
248	-25	Ставропольпромстройбанк	1288	Ставропольский край	6226173	6321910	-95737	-1.51
249	-30	Монетный Дом	419	Челябинская обл.	6142084	6523020	-380936	-5.84
250	24	Интерпрогрессбанк	600	Москва и обл.	6121269	4745702	1375567	28.99
251	5	Легион	3117	Москва и обл.	6084246	5262538	821708	15.61
252	-22	Екатеринбург	3161	Свердловская обл.	6006867	6131365	-124498	-2.03
253	-36	Юникорбанк	2586	Москва и обл.	5914997	6680489	-765492	-11.46
254		Хованский	2145	Москва и обл.	5870693			
255	-30	СтарБанк	548	Тюменская обл.	5868669	6281934	-413265	-6.58
256	25	Русстройбанк	3205	Москва и обл.	5867576	4502553	1365023	30.32
257	-37	Алеф-Банк	2119	Москва и обл.	5826322	6515787	-689465	-10.58
258	54	Вега-Банк	3270	Москва и обл.	5772786	3835405	1937381	50.51
259	36	Национальный Банк Развития Бизнеса	2795	Москва и обл.	5699151	4254709	1444442	33.95
260	1	Потенциал	1019	Самарская обл.	5687793	5214282	473511	9.08
261	9	Русь	704	Оренбургская обл.	5669284	4887567	781717	15.99
262	63	Образование	1521	Москва и обл.	5663158	3586675	2076483	57.89
263		Интрастбанк	3144	Москва и обл.	5642435			
264	-60	Альба Альянс	2593	Москва и обл.	5641681	7413545	-1771864	-23.9
265	-25	Европейский	1616	Калининградская обл.	5628759	5668409	-39650	-0.7
266	-17	ББР Банк	2929	Москва и обл.	5598526	5417283	181243	3.35
267	-2	Ярсоцбанк	828	Ярославская обл.	5589613	5037451	552162	10.96
268	-31	Новый Московский Банк	2932	Москва и обл.	5572241	5736310	-164069	-2.86
269	4	Энергомашбанк	52	Санкт-Петербург и обл.	5508245	4817337	690908	14.34
270	-12	Расчетно-Кредитный Банк	103	Москва и обл.	5506729	5246687	260042	4.96
271	-35	Евразбанк	1676	Москва и обл.	5395316	5770599	-375283	-6.5
272	-41	Волгопромбанк	701	Волгоградская обл.	5360681	6068109	-707428	-11.66
273	-25	Сибирьгазбанк	3042	Тюменская обл.	5351504	5433466	-81962	-1.51
274	195	БКС — Инвестиционный Банк	101	Новосибирская обл.	5349020	1840766	3508254	190.59
275	-31	МАК-Банк	1088	Москва и обл.	5334486	5630009	-295523	-5.25
276	-37	Югра	880	Тюменская обл.	5327443	5668707	-341264	-6.02
277	-8	Волго-Камский Банк	282	Самарская обл.	5264400	4918499	345901	7.03
278	-52	Славянский Кредит	2960	Москва и обл.	5218722	6221559	-1002837	-16.12
279	17	КС Банк	1752	Мордовия	5202323	4246609	955714	22.51
280	-2	Кредит-Москва	5	Москва и обл.	5199247	4598080	601167	13.07
281	-34	Плюс Банк	1189	Омская обл.	5178522	5445004	-266482	-4.89
282	32	Башкомснаббанк	1398	Башкортостан	5132630	3822188	1310442	34.29
283	15	Данске Банк	3307	Санкт-Петербург и обл.	5126484	4218085	908399	21.54
284	-72	Русь-Банк-Урал	1214	Свердловская обл.	5077235	6946297	-1869062	-26.91
285	18	Акцепт	567	Новосибирская обл.	4927749	4046483	881266	21.78
286	-86	Межпромбанк Плюс	3282	Москва и обл.	4913603	7707384	-2793781	-36.25
287		Банк Финсервис	3388	Москва и обл.	4912930			
288	-3	Кузнецкбизнесбанк	1158	Кемеровская обл.	4838537	4438546	399991	9.01
289	-60	Банк Инноваций и Развития	2647	Москва и обл.	4828572	6150892	-1322320	-21.5
290	-1	Томскпромстройбанк	1720	Томская обл.	4827949	4355004	472945	10.86
291	-85	Кузнецкий Мост	2254	Москва и обл.	4777336	7263268	-2485932	-34.23
292	9	Метробанк	2548	Москва и обл.	4726372	4127363	599009	14.51
293	-21	Читапромстройбанк	1339	Забайкальский край	4706068	4876825	-170757	-3.5
294	30	Трансстройбанк	2807	Москва и обл.	4696701	3601734	1094967	30.4
295	236	АМБ Банк	3036	Москва и обл.	4695441	1439184	3256257	226.26
296	4	Белгородсоцбанк	760	Белгородская обл.	4694543	4136053	558490	13.5
297	-18	Огни Москвы	2328	Москва и обл.	4679984	4557318	122666	2.69
298		БМВ Банк	3482	Москва и обл.	4585918			
299	123	АйМаниБанк	1975	Республика Алтай	4575435	2270897	2304538	101.48
300	-12	ПИР Банк	2655	Москва и обл.	4527224	4366698	160526	3.68
301	29	Муниципальный Камчатпрофитбанк	2103	Камчатская обл.	4508089	3435438	1072651	31.22
302	55	Рублев	3098	Москва и обл.	4497013	2963703	1533310	51.74
303	18	Гарант-Инвест	2576	Москва и обл.	4489143	3648436	840707	23.04
304	-17	Нижний Новгород	926	Нижегородская обл.	4489046	4422057	66989	1.51
305	6	Уралфинпромбанк	3119	Свердловская обл.	4458511	3851712	606799	15.75
306	-30	Адмиралтейский	3054	Москва и обл.	4350959	4655705	-304746	-6.55
307	-2	Унифин	2654	Москва и обл.	4345502	4022483	323019	8.03
308	-9	Волга-Кредит	1153	Самарская обл.	4315518	4209873	105645	2.51
309	29	Русич Центр Банк	2793	Москва и обл.	4292502	3316715	975787	29.42
310	-20	Замоскворецкий	1640	Москва и обл.	4291613	4333808	-42195	-0.97
311	55	Хлебобанк	1812	Москва и обл.	4219530	2858655	1360875	47.61
312	-21	Банк Оранжевый	1659	Санкт-Петербург и обл.	4205804	4305740	-99936	-2.32
313	-31	Метракомбанк	2003	Ростовская обл.	4191047	4466127	-275080	-6.16
314	64	АФ Банк	991	Башкортостан	4165794	2677612	1488182	55.58
315		Пушкино	391	Москва и обл.	4110418			
316	-41	Региональный Банк Развития	2782	Башкортостан	4065590	4694777	-629187	-13.4
317	-8	Ишбанк	2867	Москва и обл.	4008959	3898417	110542	2.84
318		Аверс	415	Татарстан	4001450			
319	30	РусЮгбанк	2093	Волгоградская обл.	3970828	3129567	841261	26.88
320	23	Ростпромстройбанк	1705	Ростовская обл.	3964934	3214368	750566	23.35
321	-11	Объединенный Банк Промышленных Инвестиций	2626	Москва и обл.	3954189	3883783	70406	1.81
322	-20	СЭБ Банк	3235	Санкт-Петербург и обл.	3950668	4049073	-98405	-2.43
323	10	БайкалБанк	2632	Бурятия	3950564	3361017	589547	17.54
324	-4	Бинбанк Тверь	777	Тверская обл.	3946558	3651374	295184	8.08
325	-3	Банк Казани	708	Татарстан	3946055	3628806	317249	8.74
326	38	Башинвестбанк	2189	Башкортостан	3944482	2893564	1050918	36.32
327	113	Лайтбанк	3177	Москва и обл.	3933979	2130907	1803072	84.62
328	-42	Рускобанк	138	Санкт-Петербург и обл.	3882589	4430866	-548277	-12.37
329	-115	Платина	2347	Москва и обл.	3858631	6785329	-2926698	-43.13
330	-75	Сибсоцбанк	2015	Алтайский край	3854151	5330433	-1476282	-27.7
331	43	Советский	558	Санкт-Петербург и обл.	3848503	2738954	1109549	40.51
332		Банк Торгового Финансирования	1982	Москва и обл.	3819698			
333	-4	Бэнк оф Чайна	2309	Москва и обл.	3794824	3445515	349309	10.14
334	0	МАСТ-Банк	3267	Москва и обл.	3787359	3357820	429539	12.79
335	-4	Международный Инвестиционный Банк	2742	Москва и обл.	3767646	3381149	386497	11.43
