Позиция в рейтинге	Изменение позиции в рейтинге	Название банка	Номер лицензии	Регион регистрации	Декабрь, 2013, тыс. рублей	Январь, 2013, тыс. рублей	Изменение, тыс. рублей	Изменение, %
332	-21	Северо-Восточный Альянс	2768	Москва и обл.	7115907	7709701	-593794	-7.7
333	-11	Ставропольпромстройбанк	1288	Ставропольский край	7108305	7273838	-165533	-2.28
334	50	Трансстройбанк	2807	Москва и обл.	7063299	5238623	1824676	34.83
335	50	Банк БКФ	2684	Москва и обл.	7018014	5190754	1827260	35.2
336		Чайна Констракшн	3515	Москва и обл.	7015153			
337	45	Джей энд Ти Банк	3061	Москва и обл.	7009718	5242071	1767647	33.72
338	-2	Эксперт Банк	2949	Омская обл.	6939467	6646923	292544	4.4
339	15	Славянский Кредит	2960	Москва и обл.	6925022	6065674	859348	14.17
340	-59	Платина	2347	Москва и обл.	6920554	9048345	-2127791	-23.52
341	135	Уральский Межрегиональный Банк	1441	Свердловская обл.	6919593	3190911	3728682	116.85
342	4	Юг-Инвестбанк	2772	Краснодарский край	6884114	6374495	509619	7.99
343	85	Еврокоммерц	1777	Москва и обл.	6867187	4221411	2645776	62.68
344	43	Навигатор	2469	Москва и обл.	6821057	5146220	1674837	32.54
345	15	Русский Торговый Банк	2842	Москва и обл.	6790029	5919150	870879	14.71
346	42	Торгово-Строительный Банк	1250	Москва и обл.	6789087	5143368	1645719	32
347	-7	Русь	704	Оренбургская обл.	6711276	6556023	155253	2.37
348	292	Инвестиционный Республиканский Банк	2571	Москва и обл.	6697953	1593591	5104362	320.31
349	64	Новопокровский	467	Краснодарский край	6672736	4555348	2117388	46.48
350	-5	Муниципальный Камчатпрофитбанк	2103	Камчатская обл.	6662334	6377841	284493	4.46
351	15	Вокбанк	312	Нижегородская обл.	6646031	5680431	965600	17
352	31	Банк БФТ	2273	Москва и обл.	6620442	5240576	1379866	26.33
353	11	Ассоциация	732	Нижегородская обл.	6597344	5707992	889352	15.58
354	49	2Т Банк	625	Москва и обл.	6587786	4894189	1693597	34.6
355	-14	Новый Московский Банк	2932	Москва и обл.	6526165	6535062	-8897	-0.14
356	-21	Банк Инноваций и Развития	2647	Москва и обл.	6526009	6686781	-160772	-2.4
357	-15	Автоградбанк	1455	Татарстан	6446808	6532475	-85667	-1.31
358	33	Экономикс-Банк	2136	Москва и обл.	6441787	5096526	1345261	26.4
359	121	Кроссинвестбанк	2849	Москва и обл.	6394677	3125920	3268757	104.57
360	-11	Бинбанк Тверь	777	Тверская обл.	6380242	6204013	176229	2.84
361	-24	Банк Казани	708	Татарстан	6355776	6616443	-260667	-3.94
362	11	Голдман Сакс Банк	3490	Москва и обл.	6252316	5446588	805728	14.79
363	7	Инвестиционный Союз	637	Москва и обл.	6250044	5545037	705007	12.71
364	61	Эл Банк	1025	Самарская обл.	6166111	4259154	1906957	44.77
365	-22	Национальный Залоговый Банк	2944	Москва и обл.	6150576	6486157	-335581	-5.17
366	30	Анкор Банк	889	Татарстан	6057795	4979595	1078200	21.65
367	-70	Замоскворецкий	1640	Москва и обл.	6016481	8377491	-2361010	-28.18
368	12	Нэклис-Банк	1671	Москва и обл.	5961911	5364076	597835	11.15
369	-1	Объединенный Банк Промышленных Инвестиций	2626	Москва и обл.	5949034	5614996	334038	5.95
370	-15	Ури Банк	3479	Москва и обл.	5921853	6040363	-118510	-1.96
371	-4	Региональный Банк Развития	2782	Башкортостан	5870800	5631395	239405	4.25
372	22	Камский Коммерческий Банк	438	Татарстан	5816202	5027129	789073	15.7
373	37	Кранбанк	2271	Ивановская обл.	5807911	4675397	1132514	24.22
374	-21	Банк на Красных Воротах	2472	Москва и обл.	5781081	6071174	-290093	-4.78
375	-3	Актив Банк	2529	Мордовия	5776845	5447098	329747	6.05
376	-1	Северный Народный Банк	2721	Коми	5765142	5427209	337933	6.23
377	24	Нефтепромбанк	2156	Москва и обл.	5755216	4939644	815572	16.51
378	-4	Таатта	1249	Саха (Якутия)	5727655	5446346	281309	5.17
379	11	Мой Банк. Ипотека	2436	Башкортостан	5708421	5109247	599174	11.73
380	40	Проминвестбанк	2433	Москва и обл.	5692343	4442240	1250103	28.14
381	-49	Дагэнергобанк	3286	Дагестан	5642813	6856836	-1214023	-17.71
382	380	РН Банк	170	Москва и обл.	5626974	879242	4747732	539.98
383	23	Промэнергобанк	2728	Вологодская обл.	5615528	4775129	840399	17.6
384	8	Век	2299	Москва и обл.	5610824	5074244	536580	10.57
385	-23	Веста	2368	Москва и обл.	5570273	5778680	-208407	-3.61
386	-70	Современный Коммерческий Ипотечный Банк	3329	Москва и обл.	5533639	7564130	-2030491	-26.84
387	-105	Объединенная Расчетная Система	3342	Москва и обл.	5529855	9026993	-3497138	-38.74
388	-11	Чувашкредитпромбанк	1280	Чувашия	5494318	5398643	95675	1.77
389	-115	Вега-Банк	3270	Москва и обл.	5446004	9509517	-4063513	-42.73
390	-25	Сибнефтебанк	385	Тюменская обл.	5435155	5696454	-261299	-4.59
391	77	Азия-Инвест Банк	3303	Москва и обл.	5428200	3261941	2166259	66.41
392	83	Эргобанк	2856	Москва и обл.	5367728	3194083	2173645	68.05
393	19	Стройлесбанк	2995	Тюменская обл.	5350713	4578239	772474	16.87
394	-84	Международный Коммерческий Банк	2524	Москва и обл.	5341395	7735466	-2394071	-30.95
395	12	БайкалИнвестБанк	1067	Иркутская обл.	5298942	4721077	577865	12.24
396	-7	Зернобанк	2337	Алтайский край	5292642	5111794	180848	3.54
397	36	Банк ИТБ	3128	Москва и обл.	5258845	4057011	1201834	29.62
398	-29	Сибсоцбанк	2015	Алтайский край	5251736	5599210	-347474	-6.21
399	90	Невский Банк	1068	Санкт-Петербург и обл.	5247569	2984865	2262704	75.81
400	-24	Риабанк	3434	Москва и обл.	5240005	5421660	-181655	-3.35
401	-15	Бинбанк Смоленск	1957	Смоленская обл.	5220451	5174008	46443	0.9
402	-98	Экси-Банк	2530	Санкт-Петербург и обл.	5210137	8006252	-2796115	-34.92
403	19	Зенит Сочи	232	Краснодарский край	5171158	4387527	783631	17.86
404	1	Юникорбанк	2586	Москва и обл.	5132312	4824350	307962	6.38
405	9	Банкхаус Эрбе	1717	Москва и обл.	5056938	4552901	504037	11.07
406	56	Церих	3278	Орловская обл.	5056274	3338331	1717943	51.46
407	-9	Банк Развития Технологий	3441	Москва и обл.	5018423	4964824	53599	1.08
408	8	Северный Кредит	2398	Вологодская обл.	5012982	4506860	506122	11.23
409	6	ВостСибтранскомбанк	2731	Иркутская обл.	5009537	4531810	477727	10.54
410	73	Горбанк	2982	Санкт-Петербург и обл.	4991110	3092714	1898396	61.38
411	7	Ермак	1809	Тюменская обл.	4965536	4451752	513784	11.54
412	11	Межрегиональный Почтовый Банк	3171	Москва и обл.	4943787	4354845	588942	13.52
413	-18	Объединенный Кредитный Банк	1118	Владимирская обл.	4901455	4990028	-88573	-1.78
414	35	РЕСО Кредит	3450	Москва и обл.	4877017	3569934	1307083	36.61
415	136	Инбанк	1829	Москва и обл.	4822531	2303950	2518581	109.32
416	8	Хакасский Муниципальный Банк	1049	Хакасия	4781996	4351068	430928	9.9
417	42	Финансовый Капитал	3288	Санкт-Петербург и обл.	4747572	3393995	1353577	39.88
418	34	Мосуралбанк	2468	Москва и обл.	4740484	3492711	1247773	35.73
419	16	Тюменьагропромбанк	917	Тюменская обл.	4734916	3988248	746668	18.72
420	-27	Межтрастбанк	2493	Москва и обл.	4710156	5042517	-332361	-6.59
421	245	Европлан Банк	3052	Москва и обл.	4698341	1402214	3296127	235.07
422	9	Оргбанк	3312	Москва и обл.	4671951	4064900	607051	14.93
423	3	Нейва	1293	Свердловская обл.	4667139	4255335	411804	9.68
424	-72	Руссобанк	2313	Москва и обл.	4661294	6073028	-1411734	-23.25
425	22	Москва-Сити	3247	Москва и обл.	4630270	3636618	993652	27.32
426	-65	Банк Оранжевый	1659	Санкт-Петербург и обл.	4607416	5888419	-1281003	-21.75
427	-6	Газстройбанк	2919	Москва и обл.	4602418	4431046	171372	3.87
428	-29	Кремлевский	2905	Москва и обл.	4564309	4950967	-386658	-7.81
429	0	Универсальный Кредит	2903	Москва и обл.	4494573	4141775	352798	8.52
430	-30	Лесбанк	1598	Москва и обл.	4488632	4944462	-455830	-9.22
431	-22	Донкомбанк	492	Ростовская обл.	4486519	4693369	-206850	-4.41
432	14	Кузнецкий	609	Пензенская обл.	4459068	3673086	785982	21.4
433	7	Межрегиональный промышленно-строительный банк	752	Мордовия	4428257	3852660	575597	14.94
434	114	Верхневолжский	1084	Ярославская обл.	4418740	2335539	2083201	89.2
435	2	Заречье	817	Татарстан	4412874	3940289	472585	11.99
436	-89	Волжский Социальный Банк	2428	Самарская обл.	4314283	6266017	-1951734	-31.15
437	-110	Профит Банк	3234	Москва и обл.	4279430	7057926	-2778496	-39.37
438	85	Система	2846	Москва и обл.	4269214	2589103	1680111	64.89
439	5	Союзный	3236	Москва и обл.	4230966	3683595	547371	14.86
440	-21	Енисейский Объединенный Банк	2645	Красноярский край	4173379	4449272	-275893	-6.2
441	19	Русский Трастовый Банк	1139	Москва и обл.	4157583	3374014	783569	23.22
442	0	Интернациональный Торговый Банк	2609	Омская обл.	4105437	3711447	393990	10.62
443	13	Синко-Банк	2838	Москва и обл.	4100313	3440678	659635	19.17
444	-6	Новобанк	1352	Новгородская обл.	4096782	3929257	167525	4.26
445	18	Роял Кредит Банк	783	Хабаровский край	4096137	3334439	761698	22.84
446	-7	Земский Банк	2900	Самарская обл.	4095097	3891575	203522	5.23
447	-13	Промрегионбанк	2123	Томская обл.	4029150	4046251	-17101	-0.42
448	61	Мираф-Банк	2244	Омская обл.	3995914	2785128	1210786	43.47
449	-8	Мастер-Капитал	3011	Москва и обл.	3907685	3798719	108966	2.87
450	-42	Банк Раунд	2506	Москва и обл.	3880090	4693565	-813475	-17.33
451	124	Конфидэнс Банк	970	Костромская обл.	3858614	2140557	1718057	80.26
452	58	Элита	1399	Калужская обл.	3832898	2753768	1079130	39.19
453	-5	Милбанк	3256	Москва и обл.	3805851	3586579	219272	6.11
454	12	Сити Инвест Банк	3194	Санкт-Петербург и обл.	3784163	3280314	503849	15.36
455	14	Алтайкапиталбанк	2659	Алтайский край	3765819	3257159	508660	15.62
456	112	Идея Банк	430	Краснодарский край	3753790	2178277	1575513	72.33
457	8	Витабанк	356	Санкт-Петербург и обл.	3717574	3290234	427340	12.99
458	-7	Камчаткомагропромбанк	545	Камчатская обл.	3715523	3511609	203914	5.81
459	34	Наш Дом	3296	Москва и обл.	3672761	2959710	713051	24.09
460	-5	Консервативный Коммерческий Банк	1087	Астраханская обл.	3659090	3455342	203748	5.9
461	18	Интеркредит	3047	Москва и обл.	3647997	3138695	509302	16.23
462	22	Банк Экономический Союз	2798	Москва и обл.	3627453	3083996	543457	17.62
463	51	Московский Коммерческий Банк	3172	Москва и обл.	3623845	2710442	913403	33.7
464	17	РБА	3413	Москва и обл.	3589809	3120904	468905	15.02
465	5	Форус Банк	3457	Нижегородская обл.	3583004	3252138	330866	10.17
466	1	Еврокредит	2957	Москва и обл.	3551486	3276078	275408	8.41
467	31	Коммерческий Индо Банк	3446	Москва и обл.	3539751	2887631	652120	22.58
468	73	Ваш Личный Банк	1222	Иркутская обл.	3534789	2409947	1124842	46.67
469	-8	Живаго-Банк	2065	Рязанская обл.	3521799	3343430	178369	5.33
470	-27	Евроальянс	1781	Ивановская обл.	3519171	3686806	-167635	-4.55
471	79	Промсельхозбанк	538	Москва и обл.	3485733	2326553	1159180	49.82
472	1	Интерактивный Банк	3378	Москва и обл.	3484761	3227967	256794	7.96
473	22	Финансово-Промышленный Капитал	3295	Москва и обл.	3471087	2939915	531172	18.07
474	213	Финанс Бизнес Банк	520	Краснодарский край	3463501	1281011	2182490	170.37
475	125	Леноблбанк	1003	Санкт-Петербург и обл.	3460459	1897217	1563242	82.4
476	-22	Сберинвестбанк	1743	Свердловская обл.	3451679	3471116	-19437	-0.56
477	-19	Долинск	857	Сахалинская обл.	3447437	3415496	31941	0.94
478	54	Итуруп	2390	Сахалинская обл.	3411441	2487700	923741	37.13
479	15	Аксонбанк	680	Костромская обл.	3409972	2950767	459205	15.56
480	-27	Крыловский	456	Краснодарский край	3397484	3491623	-94139	-2.7
481	7	Профессионал Банк	2471	Москва и обл.	3397238	3004695	392543	13.06
482	106	Торговый Городской Банк	3180	Тверская обл.	3392096	2021312	1370784	67.82
483	-6	Океан Банк	1697	Москва и обл.	3390401	3170499	219902	6.94
484	125	Лайтбанк	3177	Москва и обл.	3362840	1834375	1528465	83.32
485	21	Сибирский Банк Реконструкции и Развития	1284	Тюменская обл.	3334019	2842366	491653	17.3
486	-4	Уралпромбанк	2964	Челябинская обл.	3329941	3095497	234444	7.57
487	245	МС Банк Рус	2789	Москва и обл.	3325230	1016364	2308866	227.17
488	-14	Тамбовкредитпромбанк	1312	Тамбовская обл.	3303472	3197276	106196	3.32
489	13	Уссури	596	Хабаровский край	3289791	2861112	428679	14.98
490	115	РТС-Банк	3401	Самарская обл.	3280451	1864304	1416147	75.96
491	125	Бест Эффортс Банк	435	Москва и обл.	3274355	1783089	1491266	83.63
492	-6	Венец	524	Ульяновская обл.	3237401	3051754	185647	6.08
493	-36	Смартбанк	3408	Москва и обл.	3199577	3428500	-228923	-6.68
494	-83	Донинвест	1617	Ростовская обл.	3166761	4611348	-1444587	-31.33
495	9	ЕвроАксис Банк	3273	Москва и обл.	3135613	2850108	285505	10.02
496	49	Владпромбанк	870	Владимирская обл.	3132673	2343546	789127	33.67
497	-65	Бинбанк Сургут	1701	Тюменская обл.	3128602	4062464	-933862	-22.99
498	19	Вологжанин	1896	Вологодская обл.	3036563	2689704	346859	12.9
499	-8	НБК-Банк	3283	Москва и обл.	2988795	2963238	25557	0.86
500	20	Коммерческий Банк Развития	3364	Москва и обл.	2982909	2613516	369393	14.13
501	-9	Гринфилдбанк	2711	Москва и обл.	2969342	2961641	7701	0.26
502	5	Енисей	474	Красноярский край	2962620	2790590	172030	6.16
503	117	Унифондбанк	3416	Москва и обл.	2959384	1751316	1208068	68.98
504	-7	Нокссбанк	3202	Волгоградская обл.	2948927	2899375	49552	1.71
505	20	Агророс	2860	Саратовская обл.	2929045	2570558	358487	13.95
506	10	Костромаселькомбанк	1115	Костромская обл.	2923772	2697774	225998	8.38
507	199	Индустриальный Сберегательный Банк	3175	Москва и обл.	2916302	1179238	1737064	147.3
508	-18	Гагаринский	606	Москва и обл.	2904476	2970744	-66268	-2.23
509	-79	Приоритет	3135	Самарская обл.	2890446	4128113	-1237667	-29.98
510	61	Северо-Западный 1 Альянс Банк	766	Санкт-Петербург и обл.	2885840	2165788	720052	33.25
511	-109	Аскольд	2480	Смоленская обл.	2850962	4925235	-2074273	-42.12
512	19	Банк РМП	2574	Москва и обл.	2827789	2514757	313032	12.45
513	-10	Преодоление	2649	Москва и обл.	2819366	2855967	-36601	-1.28
514	-78	Земкомбанк	574	Ростовская обл.	2809521	3943715	-1134194	-28.76
515	14	Диг-Банк	2423	Северная Осетия — Алания	2801972	2547168	254804	10
516	123	Народный Доверительный Банк	2374	Москва и обл.	2750171	1596725	1153446	72.24
517	2	ПК-Банк	2652	Нижегородская обл.	2741057	2674809	66248	2.48
518	22	Траст Капитал Банк	2741	Москва и обл.	2709174	2422954	286220	11.81
519	-23	Росбизнесбанк	1405	Москва и обл.	2700654	2908340	-207686	-7.14
520	92	Столичный Кредит	2853	Москва и обл.	2659831	1806621	853210	47.23
521	14	Богородский Муниципальный Банк	2992	Москва и обл.	2647998	2465433	182565	7.4
522	-17	ИпоТек Банк	2794	Москва и обл.	2645764	2845869	-200105	-7.03
523	47	РСКБ	2050	Москва и обл.	2634953	2165843	469110	21.66
524	48	Айви Банк	2055	Москва и обл.	2617263	2161699	455564	21.07
525	-13	Инвестсоцбанк	3010	Москва и обл.	2611921	2727777	-115856	-4.25
526	39	Братский АНКБ	1144	Иркутская обл.	2610117	2189175	420942	19.23
527	-3	Вкабанк	1027	Астраханская обл.	2608142	2575497	32645	1.27
528	-27	Риал-Кредит	3393	Москва и обл.	2602021	2862530	-260509	-9.1
529	50	Таурус Банк	655	Челябинская обл.	2597939	2100193	497746	23.7
530	52	Мегаполис	3265	Чувашия	2594276	2083083	511193	24.54
531	6	Резерв	2364	Челябинская обл.	2588347	2455400	132947	5.41
532	124	Русский Национальный Банк	469	Ростовская обл.	2573101	1465458	1107643	75.58
533	45	Проинвестбанк	784	Пермская обл.	2556269	2115161	441108	20.85
534	-4	Аспект	608	Москва и обл.	2553257	2522454	30803	1.22
535	96	Пурпе	709	Тюменская обл.	2539101	1647868	891233	54.08
536	2	МФБанк	3163	Москва и обл.	2538648	2447177	91471	3.74
537	-3	Констанс-Банк	2228	Санкт-Петербург и обл.	2537927	2471693	66234	2.68
538	138	Газтрансбанк	665	Адыгея	2534841	1338241	1196600	89.42
539	42	Радиотехбанк	1166	Нижегородская обл.	2533724	2091039	442685	21.17
540	19	Финтрастбанк	3104	Москва и обл.	2529179	2249380	279799	12.44
541	166	Заубер Банк	1614	Карачаево-Черкесия	2471846	1179185	1292661	109.62
542	-21	Богородский	1277	Нижегородская обл.	2467181	2612619	-145438	-5.57
543	13	Национальный Корпоративный Банк	3422	Москва и обл.	2463850	2257341	206509	9.15
544	-26	Капитал	575	Москва и обл.	2456452	2684188	-227736	-8.48
545	-58	Первый Инвестиционный банк	604	Москва и обл.	2453334	3026804	-573470	-18.95
546	-20	Национальный Банк Сбережений	1949	Ивановская обл.	2451803	2562036	-110233	-4.3
547	321	Кошелев-Банк	3300	Самарская обл.	2450465	415463	2035002	489.82
548	-5	Бум-Банк	1137	Кабардино-Балкария	2449950	2359237	90713	3.85
549	18	Иваново	1763	Ивановская обл.	2446950	2179622	267328	12.26
550	3	Объединенный Резервный Банк	937	Москва и обл.	2440652	2291966	148686	6.49
551	23	Пульс Столицы	3002	Москва и обл.	2429539	2142896	286643	13.38
552	34	Вестерн Юнион ДП Восток	2726	Москва и обл.	2421051	2031673	389378	19.17
553	-25	Витязь	2890	Москва и обл.	2409609	2559780	-150171	-5.87
554	-5	Крокус-Банк	2682	Москва и обл.	2386583	2333983	52600	2.25
555	9	Кубанский Универсальный Банк	2898	Краснодарский край	2380738	2193034	187704	8.56
556	-34	Апабанк	2404	Москва и обл.	2379610	2610032	-230422	-8.83
557	1	Зираат Банк	2559	Москва и обл.	2367237	2254629	112608	4.99
558	-19	ИК Банк	1732	Татарстан	2355213	2433742	-78529	-3.23
559	-26	ИРС	272	Москва и обл.	2350189	2478586	-128397	-5.18
560	20	КОР	2148	Волгоградская обл.	2326563	2098667	227896	10.86
561	28	Выборг-Банк	720	Санкт-Петербург и обл.	2318807	2014485	304322	15.11
562	25	Стелла-Банк	2948	Ростовская обл.	2310635	2029146	281489	13.87
563	-2	Йошкар-Ола	2802	Марий Эл	2303853	2239017	64836	2.9
564	-9	Яринтербанк	2564	Ярославская обл.	2300042	2268466	31576	1.39
565	32	Россита-Банк	3257	Москва и обл.	2287706	1940991	346715	17.86
566	18	Ринвестбанк	3262	Рязанская обл.	2272824	2046865	225959	11.04
567	71	Мострансбанк	2258	Москва и обл.	2266880	1601030	665850	41.59
568	-6	Пермь	875	Пермская обл.	2238918	2237968	950	0.04
569	-22	Союзпромбанк	2965	Москва и обл.	2227817	2336567	-108750	-4.65
570	26	Социум-Банк	2881	Москва и обл.	2226721	1943093	283628	14.6
571	36	Крона-Банк	2499	Иркутская обл.	2223638	1840124	383514	20.84
572	5	Кросна-Банк	2607	Москва и обл.	2216187	2117574	98613	4.66
573	59	Татагропромбанк	728	Татарстан	2210648	1640239	570409	34.78
574	63	Межбанковский Кредитный Союз	3242	Москва и обл.	2203586	1608352	595234	37.01
575	-90	Юнистрим	3467	Москва и обл.	2201910	3064868	-862958	-28.16
576	-24	Спиритбанк	2053	Тульская обл.	2193153	2295142	-101989	-4.44
577	-20	РФИ Банк	3351	Москва и обл.	2185832	2256165	-70333	-3.12
578	113	Банкирский Дом	2928	Санкт-Петербург и обл.	2182802	1256986	925816	73.65
579	213	Воронеж	654	Воронежская обл.	2175164	719760	1455404	202.21
580	11	Новация	840	Адыгея	2161844	2012280	149564	7.43
581	25	Банк МБФИ	2073	Москва и обл.	2156197	1842604	313593	17.02
582	-40	ФорБанк	2063	Алтайский край	2128848	2374775	-245927	-10.36
583	-119	Инкаробанк	2696	Москва и обл.	2126185	3318755	-1192570	-35.93
584	-48	Банк Сберегательно-кредитного сервиса	3224	Москва и обл.	2122252	2463396	-341144	-13.85
585	28	Владбизнесбанк	903	Владимирская обл.	2108239	1803129	305110	16.92
586	-86	Тульский Промышленник	2382	Тульская обл.	2090062	2875345	-785283	-27.31
587	-76	Евразийский Банк	969	Москва и обл.	2074923	2751279	-676356	-24.58
588	-44	Новый Символ	370	Москва и обл.	2073989	2348388	-274399	-11.68
589	12	Донхлеббанк	2285	Ростовская обл.	2044321	1895630	148691	7.84
590	-118	Тендер-Банк	2252	Москва и обл.	2025889	3242571	-1216682	-37.52
591	232	Межотраслевая Банковская Корпорация	3471	Москва и обл.	2025042	569721	1455321	255.44
592	34	Кредит Экспресс	3186	Ростовская обл.	2023140	1703280	319860	18.78
593	-85	Современные Стандарты Бизнеса	3397	Москва и обл.	2006152	2786682	-780530	-28.01
594	24	Интеркоопбанк	2803	Москва и обл.	1992349	1769649	222700	12.58
595	3	Нальчик	695	Кабардино-Балкария	1980540	1940400	40140	2.07
596	7	Викинг	2	Санкт-Петербург и обл.	1980326	1888547	91779	4.86
597	49	Канский	860	Красноярский край	1970971	1553513	417458	26.87
598	-83	Новое Время	3492	Москва и обл.	1969788	2701518	-731730	-27.09
599	-23	Дом-Банк	3209	Москва и обл.	1943443	2124650	-181207	-8.53
600	-37	Эльбин	2267	Дагестан	1940476	2222372	-281896	-12.68
601	23	Нарат	1902	Саратовская обл.	1929223	1719533	209690	12.19
602	51	Приобье	537	Тюменская обл.	1928396	1472147	456249	30.99
603	113	Мурманский Расчетный Центр	3341	Мурманская обл.	1914499	1107267	807232	72.9
604	40	Холмск	503	Сахалинская обл.	1913854	1583935	329919	20.83
605	28	БСТ-Банк	2883	Кемеровская обл.	1909824	1637736	272088	16.61
606	-2	Газнефтьбанк	3223	Саратовская обл.	1879877	1887479	-7602	-0.4
607	77	Максима	3379	Москва и обл.	1861721	1296001	565720	43.65
608	17	Московский Вексельный Банк	2697	Москва и обл.	1861205	1718947	142258	8.28
609	-16	Приско Капитал Банк	2537	Москва и обл.	1859897	1972024	-112127	-5.69
610	84	Сибэс	208	Омская обл.	1828004	1248201	579803	46.45
611	17	Национальный Банк Взаимного Кредита	3214	Москва и обл.	1814504	1660461	154043	9.28
612	-27	Михайловский ПЖСБ	2961	Волгоградская обл.	1807186	2044374	-237188	-11.6
613	-11	Старооскольский Агропромбанк	1050	Белгородская обл.	1797925	1892677	-94752	-5.01
614	-22	Вэлтон Банк	1105	Белгородская обл.	1797298	2000361	-203063	-10.15
615	2	Российский Национальный Коммерческий Банк	1354	Москва и обл.	1790545	1773061	17484	0.99
616	-70	Промышленно-Финансовое Сотрудничество	2410	Москва и обл.	1772270	2336645	-564375	-24.15
617	-146	Интеркапитал-Банк	2706	Мордовия	1771400	3243814	-1472414	-45.39
618	-91	Совинком	2302	Москва и обл.	1769374	2560572	-791198	-30.9
619	-46	Тагилбанк	1635	Свердловская обл.	1750644	2152210	-401566	-18.66
620	-6	Единственный	3187	Москва и обл.	1748046	1790806	-42760	-2.39
621	233	Ростфинанс	481	Ростовская обл.	1741583	466554	1275029	273.29
622	-1	Торжокуниверсалбанк	933	Тверская обл.	1736846	1747051	-10205	-0.58
623	-1	Бумеранг	1002	Вологодская обл.	1736836	1746275	-9439	-0.54
624	-16	Рапида	3371	Москва и обл.	1714407	1837046	-122639	-6.68
625	48	Екатерининский	2167	Москва и обл.	1707209	1356790	350419	25.83
626	-72	Эсидбанк	1991	Дагестан	1692118	2273876	-581758	-25.58
627	34	Далена	1948	Москва и обл.	1680089	1445680	234409	16.21
628	69	Геленджик-Банк	790	Краснодарский край	1670091	1231922	438169	35.57
629	-18	Соколовский	2830	Москва и обл.	1666741	1807185	-140444	-7.77
630	280	Единый Строительный Банк	3506	Омская обл.	1665497	202853	1462644	721.04
631	65	Санкт-Петербургский Банк Инвестиций	3468	Санкт-Петербург и обл.	1658013	1237402	420611	33.99
632	-2	Кемсоцинбанк	96	Кемеровская обл.	1629435	1649242	-19807	-1.2
633	24	Московско-Парижский Банк	2646	Москва и обл.	1615506	1457617	157889	10.83
634	-121	Уралприватбанк	153	Свердловская обл.	1612529	2718771	-1106242	-40.69
635	60	Глобус	2438	Москва и обл.	1604549	1244741	359808	28.91
636	31	Смолевич	1121	Смоленская обл.	1600454	1401289	199165	14.21
637	17	Русский Элитарный Банк	3231	Москва и обл.	1599022	1470002	129020	8.78
638	-69	Сталь Банк	2248	Москва и обл.	1591034	2174517	-583483	-26.83
639	87	Почтобанк	1788	Пермская обл.	1577395	1039973	537422	51.68
640	69	Кетовский Коммерческий Банк	842	Курганская обл.	1575024	1176413	398611	33.88
641	44	Калуга	1151	Калужская обл.	1552639	1293308	259331	20.05
642	57	Акцент	696	Оренбургская обл.	1541550	1222381	319169	26.11
643	-28	Арт-Банк	2779	Северная Осетия — Алания	1539189	1787540	-248351	-13.89
644	6	Межрегиональный Клиринговый Банк	2543	Москва и обл.	1535679	1488158	47521	3.19
645	-11	БВА Банк	1684	Москва и обл.	1524707	1633577	-108870	-6.66
646	42	Майкопбанк	1136	Адыгея	1521128	1280057	241071	18.83
647	-4	Златкомбанк	568	Москва и обл.	1518276	1586332	-68056	-4.29
648	26	Гринкомбанк	1184	Иркутская обл.	1514183	1350565	163618	12.11
649	33	Азимут	3154	Москва и обл.	1514125	1305024	209101	16.02
650	8	Примтеркомбанк	21	Приморский край	1509094	1456180	52914	3.63
651	13	Жилкредит	1736	Москва и обл.	1502632	1431141	71491	5
652	-16	Новый Кредитный Союз	3139	Москва и обл.	1492251	1622302	-130051	-8.02
653	178	Кредпромбанк	1165	Ярославская обл.	1488873	550530	938343	170.44
654	-31	Сервис-Резерв	2034	Москва и обл.	1487176	1721551	-234375	-13.61
655	-4	Саратов	330	Саратовская обл.	1478192	1479708	-1516	-0.1
656	-27	Тайм Банк	3120	Москва и обл.	1477274	1652078	-174804	-10.58
657	153	Европейский Экспресс	3449	Москва и обл.	1466577	639158	827419	129.45
658	-13	Академический Русский Банк	622	Москва и обл.	1463799	1554833	-91034	-5.85
659	52	Метрополь	1639	Москва и обл.	1461216	1171604	289612	24.72
660	-94	Кредитинвест	1197	Дагестан	1454289	2186591	-732302	-33.49
661	2	Республиканский Кредитный Альянс	3017	Москва и обл.	1445887	1436070	9817	0.68
662	-72	Рублевский	2192	Москва и обл.	1439095	2013314	-574219	-28.52
663	17	КИП-Банк	2843	Москва и обл.	1427002	1313718	113284	8.62
664	61	Первый Клиентский Банк	3436	Москва и обл.	1421818	1057492	364326	34.45
665	-16	Народный Банк	2249	Карачаево-Черкесия	1413262	1506944	-93682	-6.22
666	118	Строительно-Коммерческий Банк	3050	Архангельская обл.	1406616	752293	654323	86.98
667	-40	Алтынбанк	2070	Татарстан	1404206	1698324	-294118	-17.32
668	35	Мосводоканалбанк	2863	Москва и обл.	1403003	1198166	204837	17.1
669	-21	Радиан	1675	Иркутская обл.	1385615	1519272	-133657	-8.8
670	-11	Великие Луки Банк	598	Псковская обл.	1375762	1453285	-77523	-5.33
671	-9	Уралфинанс	1370	Свердловская обл.	1360048	1444806	-84758	-5.87
672		Яндекс.Деньги	3510	Россия	1359201			
673	-63	Руна-Банк	3207	Москва и обл.	1359113	1815448	-456335	-25.14
674	1	Вологдабанк	992	Вологодская обл.	1357533	1338654	18879	1.41
