Позиция в рейтинге	Изменение позиции в рейтинге	Название банка	Номер лицензии	Регион регистрации	Декабрь, 2013, тыс. рублей	Январь, 2013, тыс. рублей	Изменение, тыс. рублей	Изменение, %
86	-4	Металлинвестбанк	2440	Москва и обл.	63154265	63412208	-257943	-0.41
87	1	Международный Финансовый Клуб	2618	Москва и обл.	60861248	53092901	7768347	14.63
88	-3	Первобанк	3461	Самарская обл.	60100830	57180933	2919897	5.11
89	-32	Эйч-Эс-Би-Си Банк (HSBC)	3290	Москва и обл.	59920166	101728610	-41808444	-41.1
90	182	Югра	880	Тюменская обл.	58677580	9692523	48985057	505.39
91	43	Сетелем Банк	2168	Москва и обл.	58331652	27408447	30923205	112.82
92	0	Бинбанк кредитные карты	2827	Москва и обл.	57781515	51038703	6742812	13.21
93	-4	Международный Банк Санкт-Петербурга (МБСП)	197	Санкт-Петербург и обл.	54308629	52056401	2252228	4.33
94	-4	Национальный Стандарт	3421	Москва и обл.	53351701	51687335	1664366	3.22
95	8	Тойота Банк	3470	Москва и обл.	52542836	40789634	11753202	28.81
96	6	Кубань Кредит	2518	Краснодарский край	51660440	42981620	8678820	20.19
97	-2	Интеркоммерц Банк	1657	Москва и обл.	51294791	47517935	3776856	7.95
98	2	Таврический	2304	Санкт-Петербург и обл.	49648441	43472351	6176090	14.21
99	2	Королевский Банк Шотландии	2594	Москва и обл.	48622754	43083878	5538876	12.86
100	9	Коммерцбанк (Евразия)	3333	Москва и обл.	47664660	34706431	12958229	37.34
101	4	Межтопэнергобанк	2956	Москва и обл.	45490576	37670059	7820517	20.76
102	-3	Экспресс-Волга	3085	Саратовская обл.	45405190	43477455	1927735	4.43
103	-12	Креди Агриколь КИБ	1680	Санкт-Петербург и обл.	44580413	51263618	-6683205	-13.04
104	24	Экспобанк	2998	Москва и обл.	44330974	30541437	13789537	45.15
105	-12	Меткомбанк (Каменск-Уральский)	2443	Свердловская обл.	43875662	51015742	-7140080	-14
106	-2	Народный Кредит	2401	Москва и обл.	41753282	40566440	1186842	2.93
107	0	Примсоцбанк	2733	Приморский край	40555421	35803131	4752290	13.27
108	-46	Еврофинанс Моснарбанк	2402	Москва и обл.	40106224	90491009	-50384785	-55.68
109	43	РосинтерБанк	226	Москва и обл.	39997277	23122638	16874639	72.98
110	-13	НС Банк	3124	Москва и обл.	38995005	45287894	-6292889	-13.9
111	13	Первый Республиканский Банк	1730	Москва и обл.	38464071	30835634	7628437	24.74
112	7	Крайинвестбанк	3360	Краснодарский край	37979189	32590132	5389057	16.54
113	-5	Челябинвестбанк	493	Челябинская обл.	37951942	34975801	2976141	8.51
114	-4	Челиндбанк	485	Челябинская обл.	37497941	33959957	3537984	10.42
115	-1	Меткомбанк (Череповец)	901	Вологодская обл.	37403093	33650306	3752787	11.15
116	-1	Фора-Банк	1885	Москва и обл.	37305002	33533818	3771184	11.25
117	37	Аверс	415	Татарстан	36664861	22928941	13735920	59.91
118	0	Русский Международный Банк	3123	Москва и обл.	36659033	32835242	3823791	11.65
119	-2	СДМ-Банк	1637	Москва и обл.	36433522	33150606	3282916	9.9
120	-24	Банк Кредит Свисс	2494	Москва и обл.	36374406	45396565	-9022159	-19.87
121	1	Левобережный	1343	Новосибирская обл.	35797058	31718714	4078344	12.86
122	-11	Кольцо Урала	65	Свердловская обл.	35323538	33944479	1379059	4.06
123	17	БФГ-Кредит	3068	Москва и обл.	35207758	25207031	10000727	39.67
124	-8	Саровбизнесбанк	2048	Нижегородская обл.	35177850	33232110	1945740	5.85
125	26	Советский	558	Санкт-Петербург и обл.	34780199	23220496	11559703	49.78
126	-5	Смоленский Банк	2029	Смоленская обл.	34677813	32140623	2537190	7.89
127	4	Интерпромбанк	3266	Москва и обл.	34248976	29253543	4995433	17.08
128	30	Банк РСБ 24 (Русславбанк)	1073	Москва и обл.	33049132	22424456	10624676	47.38
129	18	Интерпрогрессбанк	600	Москва и обл.	32230302	24453765	7776537	31.8
130	-4	Современный Коммерческий Банк (бывш. ДжиИ Мани Банк)	3316	Москва и обл.	32067892	30654097	1413795	4.61
131	13	Образование	1521	Москва и обл.	31792856	24879661	6913195	27.79
132	-2	Газбанк	2316	Самарская обл.	31747540	29641660	2105880	7.1
133	6	БыстроБанк	1745	Удмуртия	31647511	25662433	5985078	23.32
134	-11	Росэнергобанк	2211	Москва и обл.	31406533	31213655	192878	0.62
135	0	Банк «МБА-Москва»	3395	Москва и обл.	31278606	26984069	4294537	15.92
136	46	Финпромбанк (ФПБ Банк)	2157	Москва и обл.	31191647	18201287	12990360	71.37
137	-10	АМБ Банк	3036	Москва и обл.	31063753	30548411	515342	1.69
138	-18	Кедр	1574	Красноярский край	30798956	32501996	-1703040	-5.24
139	-6	Банк АВБ	23	Самарская обл.	30507993	28487685	2020308	7.09
140	37	Фольксваген Банк Рус	3500	Москва и обл.	30265745	18986393	11279352	59.41
141	-4	Агропромкредит	2880	Москва и обл.	30248298	26223366	4024932	15.35
142	-36	Дальневосточный Банк	843	Приморский край	30140721	37625908	-7485187	-19.89
143	-18	Банк СГБ	2816	Вологодская обл.	28818306	30741231	-1922925	-6.26
144	26	ББР Банк	2929	Москва и обл.	28714379	20723965	7990414	38.56
145	73	Западный	2598	Москва и обл.	28658238	14828732	13829506	93.26
146	9	Девон-Кредит	1972	Татарстан	28065451	22733317	5332134	23.46
147	-11	Липецккомбанк	1242	Липецкая обл.	27516241	26402539	1113702	4.22
148	5	Региональный Кредит	1927	Костромская обл.	26659867	23050219	3609648	15.66
149	23	Мосстройэкономбанк (М Банк)	948	Москва и обл.	26614801	20562995	6051806	29.43
150	-38	Национальный Резервный Банк	2170	Москва и обл.	26589118	33780775	-7191657	-21.29
151	-2	Акибанк	2587	Татарстан	26489887	23921588	2568299	10.74
152	-2	Русстройбанк	3205	Москва и обл.	26103590	23708325	2395265	10.1
153	552	Лето Банк	650	Москва и обл.	25950019	1195546	24754473	2070.56
154	-8	М2М Прайвет Банк	1414	Москва и обл.	25088051	24567866	520185	2.12
155	10	Первый Чешско-Российский Банк	3291	Москва и обл.	25047136	21436247	3610889	16.84
156	59	Военно-Промышленный Банк	3065	Москва и обл.	25006411	15213889	9792522	64.37
157	6	Сумитомо Мицуи	3494	Москва и обл.	24302419	21594408	2708011	12.54
158	6	Уральский Финансовый Дом	249	Пермская обл.	24206661	21588683	2617978	12.13
159	8	С банк	2581	Москва и обл.	24057620	21123385	2934235	13.89
160	-18	Приморье	3001	Приморский край	23836631	24954473	-1117842	-4.48
161	0	Кредит Урал Банк	2584	Челябинская обл.	23819980	22108278	1711702	7.74
162	-3	Альта-Банк	2269	Москва и обл.	23709959	22365215	1344744	6.01
163	-7	БМВ Банк	3482	Москва и обл.	23595726	22730847	864879	3.8
164	-23	Натиксис Банк	3390	Москва и обл.	23512002	25041123	-1529121	-6.11
165	-22	Стройкредит	18	Москва и обл.	23451074	24943669	-1492595	-5.98
166	-37	Мой Банк	2939	Москва и обл.	23427218	30008324	-6581106	-21.93
167	-22	Банк Проектного Финансирования	1677	Москва и обл.	23125290	24652566	-1527276	-6.2
168	37	Балтика	967	Санкт-Петербург и обл.	23023435	15718020	7305415	46.48
169	175	Банк Финсервис	3388	Москва и обл.	22577302	6463743	16113559	249.29
170	-10	Москоммерцбанк	3365	Москва и обл.	22550248	22359444	190804	0.85
171	114	Транспортный	3174	Москва и обл.	22374155	8952686	13421469	149.92
172	21	Мерседес-Бенц Банк Рус	3473	Москва и обл.	21458325	16812884	4645441	27.63
173	1	Спурт Банк	2207	Татарстан	21414354	20139870	1274484	6.33
174	13	Интехбанк	2705	Татарстан	21188830	17432545	3756285	21.55
175	39	Алеф-Банк	2119	Москва и обл.	21081348	15260917	5820431	38.14
176	9	Легион	3117	Москва и обл.	20975421	17683334	3292087	18.62
177	-1	Огни Москвы	2328	Москва и обл.	20880666	19183291	1697375	8.85
178	-9	Тимер Банк	1581	Татарстан	20738434	20797227	-58793	-0.28
179	11	БКС — Инвестиционный Банк	101	Новосибирская обл.	20713116	17199380	3513736	20.43
180	-12	ФИА-Банк	2542	Самарская обл.	20531826	20963897	-432071	-2.06
181	-33	ГПБ-Ипотека	2403	Москва и обл.	19979033	24107144	-4128111	-17.12
182	-11	Европейский Трастовый Банк	2968	Москва и обл.	19937820	20585573	-647753	-3.15
183	-4	Пойдем!	2534	Москва и обл.	19409673	18711513	698160	3.73
184	2	Уралтрансбанк	812	Свердловская обл.	19308229	17490860	1817369	10.39
185	36	Гута-Банк	256	Москва и обл.	19207030	14371106	4835924	33.65
186	34	АйМаниБанк	1975	Москва и обл.	19170401	14629717	4540684	31.04
187	24	Ланта-Банк	1920	Москва и обл.	19121179	15378484	3742695	24.34
188	9	Морской Банк	77	Москва и обл.	19112394	16417200	2695194	16.42
189	21	АктивКапитал Банк	3006	Самарская обл.	19075837	15455177	3620660	23.43
190	4	Фининвест	671	Санкт-Петербург и обл.	18974389	16746806	2227583	13.3
191	-2	Энергобанк	67	Татарстан	18648817	17321813	1327004	7.66
192	14	Энерготрансбанк	1307	Калининградская обл.	18622090	15669868	2952222	18.84
193	14	Эллипс Банк	1950	Нижегородская обл.	18565798	15535467	3030331	19.51
194	-2	Алмазэргиэнбанк	2602	Саха (Якутия)	18534576	17019120	1515456	8.9
195	27	АйСиБиСи Банк	3475	Москва и обл.	18103025	14266435	3836590	26.89
196	-1	Держава	2738	Москва и обл.	18092837	16605547	1487290	8.96
197	-22	Платежный Центр	3166	Новосибирская обл.	17995165	19416566	-1421401	-7.32
198	-41	Солидарность (Самара)	554	Самарская обл.	17959410	22593245	-4633835	-20.51
199	-1	Норвик Банк	902	Кировская обл.	17818047	16372668	1445379	8.83
200	47	Транснациональный Банк	2108	Москва и обл.	17759620	11217950	6541670	58.31
201	-2	Первомайский	518	Краснодарский край	17503471	16359847	1143624	6.99
202	0	НБД-Банк	1966	Нижегородская обл.	17365477	15936472	1429005	8.97
203	-20	Инвесткапиталбанк	2377	Башкортостан	17294981	17961380	-666399	-3.71
204	-4	Форштадт	2208	Оренбургская обл.	17243308	16112200	1131108	7.02
205	-1	Курскпромбанк	735	Курская обл.	17050505	15756327	1294178	8.21
206	-26	Развитие-Столица	3013	Москва и обл.	17038364	18683403	-1645039	-8.8
207	24	СтарБанк	548	Москва и обл.	16867834	12836814	4031020	31.4
208	-7	Газэнергобанк	3252	Калужская обл.	16735431	15997567	737864	4.61
209	10	Гаранти Банк — Москва	3275	Москва и обл.	16531573	14688758	1842815	12.55
210	22	Московское Ипотечное Агентство	3344	Москва и обл.	16389433	12818771	3570662	27.85
211	-23	Тольяттихимбанк	2507	Самарская обл.	16279499	17376643	-1097144	-6.31
212	-34	Петербургский Социальный Коммерческий Банк	2551	Санкт-Петербург и обл.	15989992	18949629	-2959637	-15.62
213	71	Данске Банк	3307	Санкт-Петербург и обл.	15463422	9011509	6451913	71.6
214	43	Рублев	3098	Москва и обл.	15449882	10486250	4963632	47.33
215	-19	Плюс Банк	1189	Омская обл.	15321448	16455062	-1133614	-6.89
216	-8	Новокузнецкий Муниципальный Банк	2865	Кемеровская обл.	15284484	15488038	-203554	-1.31
217	-26	МАСТ-Банк	3267	Москва и обл.	15235557	17060142	-1824585	-10.7
218	16	Национальный Банк Развития Бизнеса	2795	Москва и обл.	15161854	12680992	2480862	19.56
219	-7	Александровский	53	Санкт-Петербург и обл.	15108925	15353895	-244970	-1.6
220	7	Росдорбанк	1573	Москва и обл.	14984766	13324452	1660314	12.46
221	7	Гранд Инвест Банк	3053	Москва и обл.	14912696	13203122	1709574	12.95
222	78	Русский Земельный Банк	2810	Москва и обл.	14851950	8130534	6721416	82.67
223	1	Национальная Факторинговая Компания	3437	Москва и обл.	14836306	13770922	1065384	7.74
224	9	Интрастбанк	3144	Москва и обл.	14802350	12743108	2059242	16.16
225	1	Хлынов	254	Кировская обл.	14602887	13406869	1196018	8.92
226	-13	Нацинвестпромбанк	3077	Москва и обл.	14596325	15282789	-686464	-4.49
227	-11	ВУЗ-Банк	1557	Свердловская обл.	14506329	15080819	-574490	-3.81
228	2	СИАБ	3245	Санкт-Петербург и обл.	14356208	12839605	1516603	11.81
229	60	Монолит	1967	Москва и обл.	14348171	8646743	5701428	65.94
230	25	Банк Город	2644	Москва и обл.	13862951	10582321	3280630	31
231	12	Банк Расчетов и Сбережений	2617	Москва и обл.	13774839	11652746	2122093	18.21
232	5	Расчетно-Кредитный Банк	103	Москва и обл.	13634688	12561800	1072888	8.54
233	5	Банк24.ру	2227	Свердловская обл.	13571888	12478188	1093700	8.76
234	31	БайкалБанк	2632	Бурятия	13498424	10102529	3395895	33.61
235	-10	ТЭМБР-Банк	2764	Москва и обл.	13477949	13553565	-75616	-0.56
236	25	Социнвестбанк	1132	Башкортостан	13094309	10303350	2790959	27.09
237	8	РусЮгбанк	2093	Волгоградская обл.	13068442	11434197	1634245	14.29
238	-15	Центркомбанк	2983	Москва и обл.	12991430	13824629	-833199	-6.03
239	-22	Банк ПСА Финанс Рус	3481	Москва и обл.	12784422	14885073	-2100651	-14.11
240	18	Европейский	1616	Калининградская обл.	12735327	10463742	2271585	21.71
241	19	НК Банк	2755	Москва и обл.	12689145	10339231	2349914	22.73
242	12	Акцепт	567	Новосибирская обл.	12651546	10584803	2066743	19.53
243	52	Клиентский	2324	Москва и обл.	12546241	8436679	4109562	48.71
244	-5	Солидарность (Москва)	1555	Москва и обл.	12520199	12475429	44770	0.36
245	-61	Аресбанк	2914	Москва и обл.	12454084	17818591	-5364507	-30.11
246	13	Метробанк	2548	Москва и обл.	12397232	10402259	1994973	19.18
247	1	Росавтобанк	2767	Москва и обл.	12271121	11154019	1117102	10.02
248	1	Русский Ипотечный Банк	1968	Москва и обл.	12250066	11111628	1138438	10.25
249	19	Росэксимбанк	2790	Москва и обл.	12149136	9873735	2275401	23.04
250	53	Тусар	2712	Москва и обл.	12082930	8021170	4061760	50.64
251	1	ОФК Банк	2270	Москва и обл.	11996258	10639915	1356343	12.75
252	-11	Денизбанк Москва	3330	Москва и обл.	11990711	11913483	77228	0.65
253	144	Анталбанк	3115	Москва и обл.	11674444	4971153	6703291	134.84
254	-45	Энергомашбанк	52	Санкт-Петербург и обл.	11671396	15484869	-3813473	-24.63
255	-2	Унифин	2654	Москва и обл.	11641164	10620950	1020214	9.61
256	101	Объединенный Капитал	2611	Санкт-Петербург и обл.	11622261	5925715	5696546	96.13
257	-6	Экономбанк	1319	Саратовская обл.	11558722	11021408	537314	4.88
258	18	Гарант-Инвест	2576	Москва и обл.	11342653	9457839	1884814	19.93
259	-15	Прио-Внешторгбанк	212	Рязанская обл.	11302579	11537147	-234568	-2.03
260	60	Автоторгбанк	2776	Москва и обл.	11212797	7321589	3891208	53.15
261	1	Екатеринбург	3161	Свердловская обл.	10960091	10290878	669213	6.5
262	7	Оренбург	3269	Оренбургская обл.	10955522	9828474	1127048	11.47
263	-27	Экопромбанк	2011	Пермская обл.	10886255	12584709	-1698454	-13.5
264	-22	ЯР-Банк	3185	Москва и обл.	10844948	11692598	-847650	-7.25
265	-30	Адмиралтейский	3054	Москва и обл.	10693694	12624824	-1931130	-15.3
266	57	Хованский	2145	Москва и обл.	10657465	7181670	3475795	48.4
267	178	Стратегия	2801	Москва и обл.	10465209	3681186	6784023	184.29
268	63	ЕвроситиБанк	1869	Москва и обл.	10445278	6904616	3540662	51.28
269	-3	Международный Акционерный Банк	1987	Москва и обл.	10379267	9923102	456165	4.6
270	44	Солид Банк	1329	Камчатская обл.	10371273	7672070	2699203	35.18
271	47	Дил-Банк	3384	Москва и обл.	10325202	7453972	2871230	38.52
272	8	Темпбанк	55	Москва и обл.	10305166	9071234	1233932	13.6
273	-2	СЭБ Банк	3235	Санкт-Петербург и обл.	10269705	9791640	478065	4.88
274	17	Башкомснаббанк	1398	Башкортостан	10178361	8569313	1609048	18.78
275	-5	Международный Банк Развития	2704	Москва и обл.	10168226	9809226	359000	3.66
276	307	Компания Розничного Кредитования	3385	Москва и обл.	10147385	2057002	8090383	393.31
277	32	Банк Жилищного Финансирования	3138	Москва и обл.	10134824	7847712	2287112	29.14
278	24	Башинвестбанк	2189	Башкортостан	10105679	8030775	2074904	25.84
279	14	ОПМ-Банк	2734	Москва и обл.	10000565	8531257	1469308	17.22
280	-13	Нефтяной Альянс	2859	Москва и обл.	9943279	9921805	21474	0.22
281	15	Руснарбанк	3403	Москва и обл.	9863813	8379849	1483964	17.71
282	68	Татсоцбанк	480	Татарстан	9719995	6120184	3599811	58.82
283	24	Тихоокеанский Внешторгбанк	1378	Сахалинская обл.	9649414	7906678	1742736	22.04
284	-44	Углеметбанк	2997	Челябинская обл.	9633341	12084453	-2451112	-20.28
285	27	Русьуниверсалбанк	3293	Москва и обл.	9631529	7691532	1939997	25.22
286	-11	Генбанк	2490	Москва и обл.	9541513	9475951	65562	0.69
287	-14	Кредит-Москва	5	Москва и обл.	9520812	9558824	-38012	-0.4
288	-42	Миллениум Банк	3423	Москва и обл.	9494891	11358239	-1863348	-16.41
289	-6	Ю Би Эс Банк	3463	Москва и обл.	9180619	9026843	153776	1.7
290	2	Роспромбанк	3204	Москва и обл.	9107620	8551038	556582	6.51
291	87	Кузнецкий Мост	2254	Москва и обл.	8935889	5396124	3539765	65.6
292	9	Нико-Банк	702	Оренбургская обл.	8932302	8100565	831737	10.27
293	-37	Промсбербанк	1043	Москва и обл.	8853192	10498334	-1645142	-15.67
294	5	КС Банк	1752	Мордовия	8838752	8133097	705655	8.68
295	-16	Белгородсоцбанк	760	Белгородская обл.	8787329	9097064	-309735	-3.4
296	28	Промтрансбанк	2638	Башкортостан	8767131	7145224	1621907	22.7
297	-68	Бэнк оф Чайна	2309	Москва и обл.	8722283	12986973	-4264690	-32.84
298	-12	Новосибирский Муниципальный Банк	2786	Новосибирская обл.	8705017	8930724	-225707	-2.53
299	-22	Евромет	2902	Москва и обл.	8664849	9169335	-504486	-5.5
300	-134	Мир Бизнес Банк	3396	Москва и обл.	8654163	21241316	-12587153	-59.26
301	-51	Киви Банк	2241	Москва и обл.	8562852	11033359	-2470507	-22.39
302	19	Бенифит-Банк	3229	Москва и обл.	8380914	7303455	1077459	14.75
303	26	Агросоюз	1459	Москва и обл.	8328944	7006132	1322812	18.88
304	4	Экспресс-Кредит	210	Москва и обл.	8288304	7864573	423731	5.39
305	-7	Волга-Кредит	1153	Самарская обл.	8245210	8288274	-43064	-0.52
306	-19	Банк Торгового Финансирования	1982	Москва и обл.	8060522	8687271	-626749	-7.21
307	21	Финам Банк	2799	Москва и обл.	8055276	7051267	1004009	14.24
308	7	ПИР Банк	2655	Москва и обл.	8017513	7613387	404126	5.31
309	30	Рускобанк	138	Санкт-Петербург и обл.	8006540	6592559	1413981	21.45
310	-16	Славия	2664	Москва и обл.	7993827	8529341	-535514	-6.28
311	27	Ишбанк	2867	Москва и обл.	7965696	6593528	1372168	20.81
312	-24	Уралкапиталбанк	2519	Башкортостан	7806536	8670571	-864035	-9.97
313	68	Нижневолжский Коммерческий Банк	931	Саратовская обл.	7743313	5362121	2381192	44.41
314	-50	МАК-Банк	1088	Москва и обл.	7736932	10217342	-2480410	-24.28
315	-9	Снежинский	1376	Челябинская обл.	7708022	7979173	-271151	-3.4
316	-11	АФ Банк	991	Башкортостан	7674021	7992720	-318699	-3.99
317	17	Развитие	2729	Карачаево-Черкесия	7638600	6763213	875387	12.94
318	1	Финансовый Стандарт	1053	Москва и обл.	7594743	7410290	184453	2.49
319	44	Бинбанк Мурманск	1276	Мурманская обл.	7594503	5762538	1831965	31.79
320	10	Япы Креди Банк Москва	2555	Москва и обл.	7471739	6953086	518653	7.46
321	50	Тройка-Д Банк	3431	Москва и обл.	7454761	5537034	1917727	34.63
322	29	Софрино	2972	Москва и обл.	7382253	6082772	1299481	21.36
323	81	Спецсетьстройбанк	3062	Москва и обл.	7346527	4875287	2471240	50.69
324	-7	Кузнецкбизнесбанк	1158	Кемеровская обл.	7325652	7527837	-202185	-2.69
325	0	Ренессанс	1939	Москва и обл.	7241190	7137163	104027	1.46
326	32	Московский Нефтехимический Банк	1411	Москва и обл.	7233504	5925420	1308084	22.08
327	-1	Ижкомбанк	646	Удмуртия	7229079	7104991	124088	1.75
328	20	ФДБ	3071	Москва и обл.	7210022	6253546	956476	15.29
329	27	Альба Альянс	2593	Москва и обл.	7183820	5936749	1247071	21.01
330	-17	Банк БЦК-Москва	3480	Москва и обл.	7137375	7684888	-547513	-7.12
331	2	Томскпромстройбанк	1720	Томская обл.	7130012	6795472	334540	4.92
