Позиция в рейтинге	Изменение позиции в рейтинге	Название банка	Номер лицензии	Регион регистрации	Декабрь, 2015, тыс. рублей	Январь, 2015, тыс. рублей	Изменение, тыс. рублей	Изменение, %
555	59	Калуга	1151	Калужская обл.	1543614	1427325	116289	8.15
622	85	Центрально-Азиатский	3037	Хакасия	900669	784995	115674	14.74
629	88	Народный Инвестиционный Банк	2876	Самарская обл.	819982	708615	111367	15.72
561	59	Вятич	2796	Рязанская обл.	1500006	1392510	107496	7.72
460	45	Межбанковский Кредитный Союз	3242	Москва и обл.	2801085	2693505	107580	3.99
513	55	Индустриальный Сберегательный Банк	3175	Москва и обл.	2034682	1927298	107384	5.57
557	55	Соколовский	2830	Москва и обл.	1539609	1435787	103822	7.23
547	52	Приобье	537	Ханты-Мансийский АО — Югра	1618801	1522921	95880	6.3
640	85	Русский Банк Сбережений	779	Ставропольский край	749660	663459	86201	12.99
496	48	Златкомбанк	568	Москва и обл.	2265506	2179894	85612	3.93
520	51	Старооскольский Агропромбанк	1050	Белгородская обл.	1936746	1854401	82345	4.44
560	53	Спутник	1071	Оренбургская обл.	1509651	1428471	81180	5.68
577	65	Саммит Банк	85	Приморский край	1345615	1264504	81111	6.41
215	19	Пойдем!	2534	Москва и обл.	13779409	13703949	75460	0.55
697	103	Русское Финансовое Общество	3427	Москва и обл.	237600	163547	74053	45.28
417	36	Зираат Банк	2559	Москва и обл.	3527564	3455606	71958	2.08
476	40	Вестерн Юнион ДП Восток	2726	Москва и обл.	2544514	2483312	61202	2.46
628	75	Славянбанк	804	Новгородская обл.	861242	801580	59662	7.44
655	87	АвтоКредитБанк	1973	Татарстан	595849	540283	55566	10.28
621	74	Вакобанк	1291	Псковская обл.	923446	867980	55466	6.39
646	87	АлтайБизнес-Банк	2388	Алтайский край	656709	603210	53499	8.87
607	69	Курган	2568	Курганская обл.	1039874	987648	52226	5.29
563	46	Гринкомбанк	1184	Иркутская обл.	1494436	1446709	47727	3.3
648	84	Гефест	1046	Тверская обл.	650068	606578	43490	7.17
618	74	Классик Эконом Банк	3298	Северная Осетия — Алания	929326	887117	42209	4.76
486	35	ИРС	272	Москва и обл.	2441123	2401653	39470	1.64
625	75	Тексбанк	2756	Карачаево-Черкесия	884564	846902	37662	4.45
390	42	Горбанк	2982	Санкт-Петербург и обл.	3871569	3834035	37534	0.98
467	43	Богородский	1277	Нижегородская обл.	2641702	2604098	37604	1.44
610	68	Байкалкредобанк	2990	Иркутская обл.	1007966	970690	37276	3.84
702	96	Красноярский Краевой Расчетный Центр	3483	Красноярский край	215896	179326	36570	20.39
596	72	Русский Элитарный Банк	3231	Москва и обл.	1099141	1063120	36021	3.39
671	92	Эко-Инвест	3116	Москва и обл.	464682	439172	25510	5.81
666	94	МВС Банк	2407	Дагестан	488250	465744	22506	4.83
679	94	Тульский Расчетный Центр	3380	Тульская обл.	405742	386262	19480	5.04
432	30	Крокус-Банк	2682	Москва и обл.	3304521	3285336	19185	0.58
719	99	21 Век	3309	Санкт-Петербург и обл.	27256	9277	17979	193.8
571	48	Почтобанк	1788	Пермская обл.	1412392	1395827	16565	1.19
659	90	Башпромбанк	1006	Башкортостан	525778	509325	16453	3.23
673	91	Таганрогбанк	3136	Ростовская обл.	438504	422092	16412	3.89
720	101	АРБ-Инкасс	3353	Москва и обл.	17856	2998	14858	495.6
592	67	Финарс Банк	2938	Москва и обл.	1161064	1146296	14768	1.29
678	92	Информпрогресс	2166	Москва и обл.	415298	400942	14356	3.58
527	46	Акцент	696	Оренбургская обл.	1850214	1836206	14008	0.76
687	93	Рунэтбанк	2829	Москва и обл.	358944	345106	13838	4.01
663	91	Дружба	990	Тюменская обл.	503779	490718	13061	2.66
711	94	Вест	2605	Москва и обл.	100796	89551	11245	12.56
479	33	K2 Банк	2851	Карачаево-Черкесия	2526348	2515158	11190	0.44
669	87	Европейский Стандарт	3200	Кабардино-Балкария	486282	475287	10995	2.31
698	96	Майма	1037	Москва и обл.	226153	215966	10187	4.72
658	83	Энтузиастбанк	3048	Москва и обл.	561023	551489	9534	1.73
617	68	Ресурс-Траст	3122	Москва и обл.	933987	926308	7679	0.83
575	53	Синергия	2884	Саратовская обл.	1371915	1364852	7063	0.52
684	92	Лэнд-Банк	1478	Москва и обл.	378316	371842	6474	1.74
712	94	КредитАльянс	3472	Вологодская обл.	94979	88535	6444	7.28
683	92	Банк Сберегательно-кредитного сервиса	3224	Москва и обл.	385835	379466	6369	1.68
718	94	Транзит	2688	Дагестан	41519	35362	6157	17.41
303	30	Русь	704	Оренбургская обл.	6764786	6758686	6100	0.09
605	68	Мурманский Социальный Коммерческий Банк	2722	Мурманская обл.	1048048	1042768	5280	0.51
635	70	Народный Земельно-Промышленный Банк	2873	Алтайский край	793186	788037	5149	0.65
693	92	Северстройбанк	3507	Вологодская обл.	323114	318796	4318	1.35
660	86	Иронбанк	1724	Москва и обл.	520368	517847	2521	0.49
688	90	Тайдон	2085	Кемеровская обл.	356943	355191	1752	0.49
421	31	Наш Дом	3296	Москва и обл.	3470207	3468307	1900	0.05
661	87	Народный Банк Республики Тыва	1309	Тыва	516824	515232	1592	0.31
463	32	Заубер Банк	1614	Санкт-Петербург и обл.	2767244	2766609	635	0.02
722	98	Клиринговый Дом	3430	Санкт-Петербург и обл.	4318	4208	110	2.61
350		Кореа Эксчендж Банк Рус	3525	Москва и обл.	5169988			
384		Чайнасельхозбанк	3529	Москва и обл.	4129408			
465	33	Костромаселькомбанк	1115	Костромская обл.	2755517	2758075	-2558	-0.09
539	39	Дом-Банк	3209	Москва и обл.	1749007	1752916	-3909	-0.22
464	32	Кросна-Банк	2607	Москва и обл.	2756487	2764670	-8183	-0.3
529	43	КОР	2148	Волгоградская обл.	1839079	1846601	-7522	-0.41
493	33	Татагропромбанк	728	Татарстан	2352605	2361918	-9313	-0.39
567	43	Арзамас	1281	Нижегородская обл.	1433388	1440897	-7509	-0.52
644	78	Балаково-Банк	444	Саратовская обл.	679778	685501	-5723	-0.83
246	17	Нико-Банк	702	Оренбургская обл.	10363527	10388681	-25154	-0.24
606	65	Московский Клиринговый Центр	3314	Москва и обл.	1047646	1055966	-8320	-0.79
691	88	ФФИН Банк (бывш. Охабанк)	1143	Сахалинская обл.	341722	346853	-5131	-1.48
651	80	Холдинвестбанк	2837	Москва и обл.	604011	613270	-9259	-1.51
632	69	Прохладный	874	Кабардино-Балкария	806395	819637	-13242	-1.62
482	32	Национальный Корпоративный Банк	3422	Москва и обл.	2469866	2493099	-23233	-0.93
667	83	Кредо Финанс	793	Дагестан	488238	499447	-11209	-2.24
503	33	Новый Символ	370	Москва и обл.	2220085	2244072	-23987	-1.07
395	36	Руссобанк	2313	Москва и обл.	3804503	3836427	-31924	-0.83
277	25	Рускобанк	138	Санкт-Петербург и обл.	8062152	8110547	-48395	-0.6
435	26	Алтайкапиталбанк	2659	Алтайский край	3269162	3301488	-32326	-0.98
514	49	Алтынбанк	2070	Татарстан	2022682	2048263	-25581	-1.25
456	28	Интерактивный Банк	3378	Москва и обл.	2883744	2915760	-32016	-1.1
562	38	Инкаробанк	2696	Москва и обл.	1496667	1522053	-25386	-1.67
261	21	Банк БКФ	2684	Москва и обл.	8879856	8942690	-62834	-0.7
699	93	Расчетная Палата СВМБ	3324	Самарская обл.	225891	236242	-10351	-4.38
504	33	Капитал	575	Москва и обл.	2194772	2232948	-38176	-1.71
332	22	Банк Оранжевый	1659	Санкт-Петербург и обл.	5854129	5918539	-64410	-1.09
672	86	Берейт	3505	Санкт-Петербург и обл.	453604	471965	-18361	-3.89
715	94	Платежный Клиринговый Дом	3343	Москва и обл.	65132	72455	-7323	-10.11
601	61	ЕАТП Банк	1765	Астраханская обл.	1062758	1092642	-29884	-2.74
559	37	Новый Кредитный Союз	3139	Москва и обл.	1526368	1563016	-36648	-2.34
619	61	Акция	927	Ивановская обл.	924648	955056	-30408	-3.18
515	45	Московский Вексельный Банк	2697	Москва и обл.	2006188	2052885	-46697	-2.27
591	59	НоваховКапиталБанк	635	Москва и обл.	1177963	1215994	-38031	-3.13
342	27	Мосуралбанк	2468	Москва и обл.	5462552	5547295	-84743	-1.53
670	81	Стар Альянс	3433	Москва и обл.	473331	498767	-25436	-5.1
587	62	Новый Промышленный Банк	930	Москва и обл.	1189889	1229986	-40097	-3.26
544	36	Банк МБФИ	2073	Москва и обл.	1684187	1732512	-48325	-2.79
429	28	Росбизнесбанк	1405	Москва и обл.	3316004	3384444	-68440	-2.02
705	91	Электронный платежный сервис	3509	Москва и обл.	186653	204288	-17635	-8.63
647	74	Банк РСИ	3415	Москва и обл.	655093	687965	-32872	-4.78
637	67	Стандарт-Кредит	841	Адыгея	761762	798606	-36844	-4.61
608	61	Онего	2484	Карелия	1019876	1062931	-43055	-4.05
653	77	ВРБ Москва	3499	Москва и обл.	600586	633847	-33261	-5.25
161	3	Уральский Финансовый Дом	249	Пермская обл.	24643264	24863451	-220187	-0.89
652	76	Новокиб	1747	Кемеровская обл.	603630	640383	-36753	-5.74
676	86	Альтернатива	3452	Москва и обл.	426554	457649	-31095	-6.79
459	26	Евроальянс	1781	Ивановская обл.	2834395	2913411	-79016	-2.71
716	95	Сергиево-Посадская Расчетная Палата	384	Москва и обл.	55882	68042	-12160	-17.87
198	13	Уралтрансбанк	812	Свердловская обл.	16268903	16458435	-189532	-1.15
22	-3	Русский Стандарт	2289	Москва и обл.	460563326	461568053	-1004727	-0.22
510	39	Бум-Банк	1137	Кабардино-Балкария	2069065	2138867	-69802	-3.26
489	29	Первый Инвестиционный банк	604	Москва и обл.	2371218	2452085	-80867	-3.3
509	37	Спиритбанк	2053	Тульская обл.	2073117	2148883	-75766	-3.53
700	90	Континент Финанс	149	Москва и обл.	222793	249318	-26525	-10.64
499	29	Яринтербанк	2564	Ярославская обл.	2228750	2318362	-89612	-3.87
210	13	ТЭМБР-Банк	2764	Москва и обл.	14597257	14825413	-228156	-1.54
580	53	Сервис-Резерв	2034	Москва и обл.	1251450	1321463	-70013	-5.3
353	23	Сибсоцбанк	2015	Алтайский край	5113152	5256765	-143613	-2.73
273	18	ПИР Банк	2655	Москва и обл.	8422975	8611819	-188844	-2.19
630	64	Флора-Москва	533	Москва и обл.	818891	880019	-61128	-6.95
572	34	Саратов	330	Саратовская обл.	1395717	1475799	-80082	-5.43
616	59	Си Ди Би Банк	3339	Краснодарский край	946968	1014162	-67194	-6.63
249	18	Энергомашбанк	52	Санкт-Петербург и обл.	9882559	10097884	-215325	-2.13
518	36	Пермь	875	Пермская обл.	2001216	2099692	-98476	-4.69
602	58	Дон-Тексбанк	1818	Ростовская обл.	1062135	1137320	-75185	-6.61
276	21	Альба Альянс	2593	Москва и обл.	8179879	8390319	-210440	-2.51
434	22	Нокссбанк	3202	Волгоградская обл.	3286819	3421236	-134417	-3.93
717	93	Премиум	3514	Москва и обл.	51335	70963	-19628	-27.66
657	70	СМБ-Банк	3504	Санкт-Петербург и обл.	582081	643497	-61416	-9.54
645	71	РИТЦ Банк	2677	Москва и обл.	666891	732544	-65653	-8.96
367	26	Зенит Сочи	232	Краснодарский край	4631615	4814164	-182549	-3.79
706	87	Деньги.Мэйл.Ру	3511	Москва и обл.	180888	220495	-39607	-17.96
441	18	Церих	3278	Орловская обл.	3187906	3345163	-157257	-4.7
498	27	Международный Строительный Банк	3484	Москва и обл.	2247703	2385843	-138140	-5.79
665	75	Логос	3233	Москва и обл.	497238	565250	-68012	-12.03
626	51	Новый Век	3417	Москва и обл.	882328	978267	-95939	-9.81
378	28	Сибирский Банк Реконструкции и Развития	1284	Тюменская обл.	4386782	4594824	-208042	-4.53
189	6	Алеф-Банк	2119	Москва и обл.	17602440	18017021	-414581	-2.3
713	91	Банковские Информационные Технологии	3318	Тульская обл.	78262	111086	-32824	-29.55
680	79	Рента-Банк	3095	Москва и обл.	402806	471542	-68736	-14.58
721	92	Частный Расчетно-Кассовый Центр	3420	Москва и обл.	13992	32425	-18433	-56.85
394	29	Интернациональный Торговый Банк	2609	Омская обл.	3832231	4038480	-206249	-5.11
545	30	Тагилбанк	1635	Свердловская обл.	1656600	1795310	-138710	-7.73
638	60	Уралприватбанк	153	Свердловская обл.	759717	856285	-96568	-11.28
690	76	НКБ	2942	Москва и обл.	348164	415805	-67641	-16.27
603	53	Регионфинансбанк	3357	Москва и обл.	1059621	1173956	-114335	-9.74
365	25	Промэнергобанк	2728	Вологодская обл.	4688680	4924423	-235743	-4.79
570	27	Жилкредит	1736	Москва и обл.	1417934	1556265	-138331	-8.89
473	26	Апабанк	2404	Москва и обл.	2556531	2740356	-183825	-6.71
4	0	ВТБ 24	1623	Москва и обл.	2873642255	2879597990	-5955735	-0.21
175	2	ФИА-Банк	2542	Самарская обл.	20923758	21484708	-560950	-2.61
270	17	Московский Нефтехимический Банк	1411	Москва и обл.	8459969	8822532	-362563	-4.11
668	67	АББ	2937	Москва и обл.	486412	581744	-95332	-16.39
466	17	ЕвроАксис Банк	3273	Москва и обл.	2710901	2934372	-223471	-7.62
403	26	Мастер-Капитал	3011	Москва и обл.	3705583	3966378	-260795	-6.58
597	50	Акрополь	3027	Москва и обл.	1091477	1241975	-150498	-12.12
129	12	Русстройбанк	3205	Москва и обл.	33893169	34689907	-796738	-2.3
543	27	Икано Банк	3519	Центр	1687103	1872585	-185482	-9.91
681	72	Континенталь	3184	Ставропольский край	396869	492398	-95529	-19.4
537	29	Нальчик	695	Кабардино-Балкария	1768378	1975340	-206962	-10.48
371	20	Банк Развития Технологий	3441	Москва и обл.	4566994	4893342	-326348	-6.67
714	88	Умут	2435	Дагестан	75326	128762	-53436	-41.5
185	6	Рублев	3098	Москва и обл.	18438727	19097649	-658922	-3.45
709	88	Фидбэк	3502	Москва и обл.	129947	196882	-66935	-34
581	35	МТИ-Банк	1052	Москва и обл.	1225159	1417737	-192578	-13.58
122	6	Кольцо Урала	65	Свердловская обл.	38152691	39168849	-1016158	-2.59
588	36	Национальный Банк Взаимного Кредита	3214	Москва и обл.	1184069	1379228	-195159	-14.15
694	73	Нарат	1902	Саратовская обл.	307405	415124	-107719	-25.95
454	13	Тамбовкредитпромбанк	1312	Тамбовская обл.	2901765	3202057	-300292	-9.38
416	14	Веста	2368	Москва и обл.	3537304	3867720	-330416	-8.54
228	19	Первомайский	518	Краснодарский край	11507303	12093650	-586347	-4.85
649	59	Прокоммерцбанк	2996	Москва и обл.	616816	768297	-151481	-19.72
674	65	Алжан	2491	Дагестан	436091	568449	-132358	-23.28
599	40	Металлург	2877	Москва и обл.	1080206	1279689	-199483	-15.59
372	14	Экономикс-Банк	2136	Москва и обл.	4560262	4953391	-393129	-7.94
199	9	Петербургский Социальный Коммерческий Банк	2551	Санкт-Петербург и обл.	15965475	16696612	-731137	-4.38
495	14	Викинг	2	Санкт-Петербург и обл.	2321699	2611403	-289704	-11.09
525	25	Россита-Банк	3257	Москва и обл.	1873773	2138368	-264595	-12.37
310	15	Актив Банк	2529	Мордовия	6547498	7030366	-482868	-6.87
643	54	Турбобанк	3203	Санкт-Петербург и обл.	688170	857737	-169567	-19.77
302	16	Азия-Инвест Банк	3303	Москва и обл.	6910754	7409550	-498796	-6.73
445	6	Океан Банк	1697	Москва и обл.	3128233	3470717	-342484	-9.87
686	66	ОЛМА-Банк	3250	Москва и обл.	364502	498006	-133504	-26.81
455	11	РБА	3413	Москва и обл.	2888258	3229999	-341741	-10.58
351	14	Донкомбанк	492	Ростовская обл.	5153821	5610678	-456857	-8.14
315	12	РЕСО Кредит	3450	Москва и обл.	6444090	6954154	-510064	-7.33
344	13	Промрегионбанк	2123	Томская обл.	5423065	5894641	-471576	-8
695	77	Приполярком	507	Тюменская обл.	271335	394256	-122921	-31.18
530	21	Социум-Банк	2881	Москва и обл.	1837207	2125098	-287891	-13.55
627	38	Эльбин	2267	Дагестан	867839	1076658	-208819	-19.4
523	20	Риал-Кредит	3393	Москва и обл.	1896195	2197772	-301577	-13.72
639	43	Анелик РУ	3443	Москва и обл.	751714	949980	-198266	-20.87
82	4	Банк Интеза	2216	Москва и обл.	73568451	75366881	-1798430	-2.39
142	4	Дальневосточный Банк	843	Приморский край	29323206	30477297	-1154091	-3.79
436	4	Долинск	857	Сахалинская обл.	3257561	3671734	-414173	-11.28
528	17	Стелла-Банк	2948	Ростовская обл.	1839473	2162740	-323267	-14.95
354	14	Национальный Залоговый Банк	2944	Москва и обл.	5060130	5584716	-524586	-9.39
314	10	Новый Московский Банк	2932	Москва и обл.	6447996	7036993	-588997	-8.37
594	24	Финтрастбанк	3104	Москва и обл.	1133371	1395855	-262484	-18.8
620	37	Объединенный Банк Республики	1016	Чувашия	924142	1171906	-247764	-21.14
573	11	Пульс Столицы	3002	Москва и обл.	1384697	1682216	-297519	-17.69
521	11	Бинбанк Сургут	1701	Ханты-Мансийский АО — Югра	1933209	2282204	-348995	-15.29
283	16	Белгородсоцбанк	760	Белгородская обл.	7598159	8265411	-667252	-8.07
641	42	Расчетный Дом	3350	Москва и обл.	720587	949043	-228456	-24.07
156	1	Липецккомбанк	1242	Липецкая обл.	25605653	26820599	-1214946	-4.53
538	17	Холмск	503	Сахалинская обл.	1753329	2093808	-340479	-16.26
446	-2	Элита	1399	Калужская обл.	3114124	3561816	-447692	-12.57
206	9	Национальный Резервный Банк	2170	Москва и обл.	15069713	16021824	-952111	-5.94
358	15	Московский Коммерческий Банк	3172	Москва и обл.	4891539	5457248	-565709	-10.37
418	7	Уральский Межрегиональный Банк	1441	Свердловская обл.	3513042	4016394	-503352	-12.53
604	26	Республиканский Кредитный Альянс	3017	Москва и обл.	1054509	1346262	-291753	-21.67
535	13	Крона-Банк	2499	Иркутская обл.	1769625	2139126	-369501	-17.27
252	10	Ставропольпромстройбанк	1288	Ставропольский край	9580120	10394539	-814419	-7.84
220	11	Нефтяной Альянс	2859	Москва и обл.	12900760	13854375	-953615	-6.88
692	53	Бринкс	3486	Москва и обл.	336866	527549	-190683	-36.15
701	73	Сетевая Расчетная Палата	3332	Татарстан	217565	380736	-163171	-42.86
111	2	Банк «МБА-Москва»	3395	Москва и обл.	45259943	47110571	-1850628	-3.93
708	79	Единая касса	3512	Москва и обл.	143407	289360	-145953	-50.44
675	51	ГРиС-Банк	1928	Ставропольский край	434826	655545	-220719	-33.67
472	3	Преодоление	2649	Москва и обл.	2584107	3070318	-486211	-15.84
304	13	Вега-Банк	3270	Москва и обл.	6700477	7476528	-776051	-10.38
391	19	Крыловский	456	Краснодарский край	3854733	4466572	-611839	-13.7
352	7	Уралкапиталбанк	2519	Башкортостан	5129346	5829072	-699726	-12
265	7	Екатеринбург	3161	Свердловская обл.	8796759	9705351	-908592	-9.36
388	16	Стройлесбанк	2995	Тюменская обл.	4009010	4638246	-629236	-13.57
324	6	Банкхаус Эрбе	1717	Москва и обл.	6094503	6873068	-778565	-11.33
50	1	РосЕвроБанк	3137	Москва и обл.	157642303	161427068	-3784765	-2.34
309	10	Роспромбанк	3204	Москва и обл.	6590435	7400357	-809922	-10.94
271	3	ЯР-Банк	3185	Москва и обл.	8458492	9377839	-919347	-9.8
558	9	ИК Банк	1732	Татарстан	1535155	1962222	-427067	-21.76
187	2	Денизбанк Москва	3330	Москва и обл.	18122511	19484276	-1361765	-6.99
52	0	Национальный Расчетный Депозитарий	3294	Москва и обл.	152226739	156105758	-3879019	-2.48
237	13	ЕвроситиБанк	1869	Москва и обл.	10908772	12033571	-1124799	-9.35
677	42	Промсвязьинвест	2761	Дагестан	416824	690550	-273726	-39.64
347	0	Сити Инвест Банк	3194	Санкт-Петербург и обл.	5290843	6123598	-832755	-13.6
500	-6	Вкабанк	1027	Астраханская обл.	2228103	2802101	-573998	-20.48
590	0	Максима	3379	Москва и обл.	1181475	1621804	-440329	-27.15
428	-4	Ермак	1809	Ханты-Мансийский АО — Югра	3319390	4022920	-703530	-17.49
308	6	Бинбанк Мурманск	1276	Мурманская обл.	6591681	7570037	-978356	-12.92
364	3	Москва-Сити	3247	Москва и обл.	4749690	5601533	-851843	-15.21
97	4	Международный Банк Санкт-Петербурга (МБСП)	197	Санкт-Петербург и обл.	53566090	56310956	-2744866	-4.87
244	9	Александровский	53	Санкт-Петербург и обл.	10559753	11835828	-1276075	-10.78
511	-3	Современные Стандарты Бизнеса	3397	Москва и обл.	2042670	2654805	-612135	-23.06
392	9	Кузнецкий Мост	2254	Москва и обл.	3846924	4675024	-828100	-17.71
710	74	НКО «МОБИ.Деньги»	3523	Москва и обл.	101768	322896	-221128	-68.48
61	0	Инвестторгбанк	2763	Москва и обл.	124351866	128769999	-4418133	-3.43
255	5	Кредит-Москва	5	Москва и обл.	9278911	10555326	-1276415	-12.09
554	-1	Коммерческий Банк Развития	3364	Москва и обл.	1545235	2118838	-573603	-27.07
166	-6	Морской Банк	77	Москва и обл.	23470795	25479636	-2008841	-7.88
173	-7	Спурт Банк	2207	Татарстан	21729708	23673137	-1943429	-8.21
208	1	Росдорбанк	1573	Москва и обл.	14985395	16615784	-1630389	-9.81
203	0	Норвик Банк	902	Кировская обл.	15312834	16960443	-1647609	-9.71
204	0	Гранд Инвест Банк	3053	Москва и обл.	15255556	16904531	-1648975	-9.75
483	-15	Столичный Кредит	2853	Москва и обл.	2450587	3197747	-747160	-23.37
355	-4	Банк БЦК-Москва	3480	Москва и обл.	5032427	6061819	-1029392	-16.98
664	25	Интеркоопбанк	2803	Москва и обл.	502972	905246	-402274	-44.44
286	3	Углеметбанк	2997	Челябинская обл.	7521772	8785642	-1263870	-14.39
517	-13	Финансовый Капитал	3288	Санкт-Петербург и обл.	2001445	2706649	-705204	-26.05
615	-10	Севзапинвестпромбанк	2152	Санкт-Петербург и обл.	954616	1478242	-523626	-35.42
662	22	Международный Расчетный Банк	3028	Москва и обл.	513357	929718	-416361	-44.78
201	0	Форштадт	2208	Оренбургская обл.	15437483	17233533	-1796050	-10.42
290	2	Экспресс-Кредит	210	Москва и обл.	7294232	8565396	-1271164	-14.84
348	-6	НБК-Банк	3283	Москва и обл.	5254978	6361532	-1106554	-17.39
462	-20	Банк Экономический Союз	2798	Москва и обл.	2777152	3633857	-856705	-23.58
128	5	Советский	558	Санкт-Петербург и обл.	35250592	38084983	-2834391	-7.44
363	-7	Банк Инноваций и Развития	2647	Москва и обл.	4777648	5898249	-1120601	-19
656	8	Лидер	3304	Москва и обл.	582735	1077125	-494390	-45.9
230	6	Стратегия	2801	Москва и обл.	11425221	13209365	-1784144	-13.51
569	-22	Кредитинвест	1197	Дагестан	1422893	2145401	-722508	-33.68
707	40	Петербургский Расчетный Центр	3306	Санкт-Петербург и обл.	161218	516205	-354987	-68.77
409	-10	Межрегиональный Почтовый Банк	3171	Москва и обл.	3632492	4719434	-1086942	-23.03
17	-1	Банк «Санкт-Петербург»	436	Санкт-Петербург и обл.	549187807	561074163	-11886356	-2.12
67	4	Запсибкомбанк	918	Тюменская обл.	101284015	106730960	-5446945	-5.1
339	-10	Милбанк	3256	Москва и обл.	5514438	6906696	-1392258	-20.16
75	1	Центр-инвест	2225	Ростовская обл.	89213336	94367040	-5153704	-5.46
316	-9	Руснарбанк	3403	Москва и обл.	6411313	7915298	-1503985	-19
579	-20	Сталь Банк	2248	Москва и обл.	1275044	2059304	-784260	-38.08
163	-8	Региональный Кредит	1927	Костромская обл.	24119063	27000517	-2881454	-10.67
184	-6	БМВ Банк	3482	Москва и обл.	18849048	21422544	-2573496	-12.01
552	-33	Сельмашбанк	106	Ростовская обл.	1571993	2442496	-870503	-35.64
497	-33	Северо-Западный 1 Альянс Банк	766	Санкт-Петербург и обл.	2259821	3269429	-1009608	-30.88
14	-1	Райффайзенбанк	3292	Москва и обл.	874085221	890907411	-16822190	-1.89
171	-8	Альта-Банк	2269	Москва и обл.	22109373	24928411	-2819038	-11.31
507	-35	Единый Строительный Банк	3506	Омская обл.	2118402	3124858	-1006456	-32.21
74	1	Банк БФА	3038	Санкт-Петербург и обл.	89467395	95124346	-5656951	-5.95
31	-4	СМП Банк	3368	Москва и обл.	339534034	350586922	-11052888	-3.15
245	0	Унифин	2654	Москва и обл.	10412097	12513192	-2101095	-16.79
586	-24	Санкт-Петербургский Банк Инвестиций	3468	Санкт-Петербург и обл.	1195323	2050019	-854696	-41.69
140	3	БыстроБанк	1745	Удмуртия	29712502	33183552	-3471050	-10.46
26	0	Связь-Банк	1470	Москва и обл.	369750955	381751393	-12000438	-3.14
331	-18	ФДБ	3071	Москва и обл.	5856032	7573423	-1717391	-22.68
134	6	Банк СГБ	2816	Вологодская обл.	31312164	35028550	-3716386	-10.61
160	-10	Агропромкредит	2880	Москва и обл.	24977236	28351136	-3373900	-11.9
49	0	Кредит Европа Банк	3311	Москва и обл.	160362358	168649200	-8286842	-4.91
214	-4	ГПБ-Ипотека	2403	Москва и обл.	13827458	16501398	-2673940	-16.2
487	-46	Народный Банк	2249	Карачаево-Черкесия	2397401	3665447	-1268046	-34.59
387	-23	Международный Коммерческий Банк	2524	Москва и обл.	4072170	5651712	-1579542	-27.95
66	4	Сетелем Банк	2168	Москва и обл.	102941708	109990689	-7048981	-6.41
689	-17	Национальный Банк Сбережений	1949	Ивановская обл.	354638	1045431	-690793	-66.08
123	0	НС Банк	3124	Москва и обл.	37195488	41595729	-4400241	-10.58
121	-3	Меткомбанк (Череповец)	901	Вологодская обл.	38586489	43333860	-4747371	-10.96
281	-13	Финам Банк	2799	Москва и обл.	7765804	10056544	-2290740	-22.78
56	-3	Ренессанс Кредит	3354	Москва и обл.	146452707	155653377	-9200670	-5.91
233	-5	Национальная Факторинговая Компания	3437	Москва и обл.	11261621	14150522	-2888901	-20.42
450	-56	Оргбанк	3312	Москва и обл.	3070857	4799412	-1728555	-36.02
257	-6	Япы Креди Банк Москва	2555	Москва и обл.	9220459	11949279	-2728820	-22.84
549	-70	Мурманский Расчетный Центр	3341	Мурманская обл.	1589139	2992266	-1403127	-46.89
433	-56	Народный Доверительный Банк	2374	Москва и обл.	3302078	5248851	-1946773	-37.09
251	-11	Хованский	2145	Москва и обл.	9729713	12841381	-3111668	-24.23
424	-52	Новое Время	3492	Москва и обл.	3449432	5486170	-2036738	-37.12
266	-12	Мир Бизнес Банк	3396	Москва и обл.	8784113	11813497	-3029384	-25.64
186	-15	Банк Кредит Свисс	2494	Москва и обл.	18382752	22613053	-4230301	-18.71
71	1	Балтийский Банк	128	Санкт-Петербург и обл.	97386906	106611215	-9224309	-8.65
427	-56	Рапида	3371	Москва и обл.	3350860	5516177	-2165317	-39.25
132	3	М2М Прайвет Банк	1414	Москва и обл.	31904419	37580474	-5676055	-15.1
127	-3	Русский Международный Банк	3123	Москва и обл.	35266316	41227242	-5960926	-14.46
375	-47	Европлан Банк	3052	Москва и обл.	4478921	6940041	-2461120	-35.46
33	-3	Глобэкс	1942	Москва и обл.	284040902	300252095	-16211193	-5.4
297	-31	Голдман Сакс Банк	3490	Москва и обл.	7135798	10132960	-2997162	-29.58
267	-15	Гута-Банк	256	Москва и обл.	8652984	11931619	-3278635	-27.48
118	-6	Еврофинанс Моснарбанк	2402	Москва и обл.	40506119	47211123	-6705004	-14.2
126	-4	Фольксваген Банк Рус	3500	Москва и обл.	36107718	42490002	-6382284	-15.02
99	-2	Национальный Стандарт	3421	Москва и обл.	50892858	58419353	-7526495	-12.88
269	-20	Нефтепромбанк	2156	Москва и обл.	8584044	12046468	-3462424	-28.74
125	-5	Интерпромбанк	3266	Москва и обл.	36169587	42719294	-6549707	-15.33
321	-45	Банк ПСА Финанс Рус	3481	Москва и обл.	6197279	9335381	-3138102	-33.62
147	-5	Газбанк	2316	Самарская обл.	28091508	34250464	-6158956	-17.98
101	-3	Тойота Банк	3470	Москва и обл.	49878296	58069178	-8190882	-14.11
241	-19	Гаранти Банк — Москва	3275	Москва и обл.	10726813	14883224	-4156411	-27.93
