Позиция в рейтинге	Изменение позиции в рейтинге	Название банка	Номер лицензии	Регион регистрации	Декабрь, 2015, тыс. рублей	Январь, 2015, тыс. рублей	Изменение, тыс. рублей	Изменение, %
63	10	Международный Финансовый Клуб	2618	Москва и обл.	109054367	100942138	8112229	8.04
196	99	Джей энд Ти Банк	3061	Москва и обл.	16386128	8490711	7895417	92.99
90	12	Кубань Кредит	2518	Краснодарский край	63121464	55414165	7707299	13.91
85	9	АйСиБиСи Банк	3475	Москва и обл.	67242735	59660851	7581884	12.71
95	13	Росэнергобанк	2211	Москва и обл.	55509246	48247906	7261340	15.05
146	34	Московское Ипотечное Агентство	3344	Москва и обл.	28376576	21231951	7144625	33.65
144	32	Солидарность (Самара)	554	Самарская обл.	28750476	21659802	7090674	32.74
113	23	Интерпрогрессбанк	600	Москва и обл.	43524275	36852141	6672134	18.11
164	35	Генбанк	2490	Москва и обл.	24047811	17423789	6624022	38.02
168	50	СтарБанк	548	Москва и обл.	22542033	15998178	6543855	40.9
181	56	Социнвестбанк	1132	Башкортостан	19551838	13200520	6351318	48.11
177	49	Башкомснаббанк	1398	Башкортостан	20586166	14337905	6248261	43.58
145	27	АйМаниБанк	1975	Москва и обл.	28490801	22393617	6097184	27.23
172	47	СЭБ Банк	3235	Санкт-Петербург и обл.	21844262	15762075	6082187	38.59
211	82	Татсоцбанк	480	Татарстан	14567837	8529514	6038323	70.79
138	27	Тольяттихимбанк	2507	Самарская обл.	30315516	24323488	5992028	24.63
243	140	Кошелев-Банк	3300	Самарская обл.	10656937	5106435	5550502	108.7
143	24	ОФК Банк	2270	Москва и обл.	29048175	23579662	5468513	23.19
150	23	Девон-Кредит	1972	Татарстан	27387771	21944164	5443607	24.81
224	102	Объединенный Кредитный Банк	1118	Ярославская обл.	12365067	7019893	5345174	76.14
183	44	ВУЗ-Банк	1557	Свердловская обл.	19393559	14168418	5225141	36.88
62	6	СКБ-Банк	705	Свердловская обл.	123055317	118154212	4901105	4.15
162	26	Чайна Констракшн	3515	Москва и обл.	24386473	19616997	4769476	24.31
110	15	Сумитомо Мицуи	3494	Москва и обл.	45383679	40842960	4540719	11.12
217	63	Финансовый Стандарт	1053	Москва и обл.	13456822	8998746	4458076	49.54
139	23	Мерседес-Бенц Банк Рус	3473	Москва и обл.	29727447	25367412	4360035	17.19
119	20	Первый Чешско-Российский Банк	3291	Москва и обл.	39671737	35346026	4325711	12.24
194	45	Данске Банк	3307	Санкт-Петербург и обл.	17016420	12885203	4131217	32.06
112	14	ББР Банк	2929	Москва и обл.	44244585	40137401	4107184	10.23
120	18	Левобережный	1343	Новосибирская обл.	39463214	35437364	4025850	11.36
219	60	Агросоюз	1459	Москва и обл.	12992660	9030771	3961889	43.87
258	117	Финанс Бизнес Банк	520	Москва и обл.	9193031	5309518	3883513	73.14
100	15	Межтопэнергобанк	2956	Москва и обл.	49962227	46123281	3838946	8.32
115	14	Примсоцбанк	2733	Приморский край	42378648	38651274	3727374	9.64
42	-1	Московский Индустриальный Банк	912	Москва и обл.	219298948	215586928	3712020	1.72
232	78	Ренессанс	1939	Москва и обл.	11346975	7662423	3684552	48.09
195	46	Ури Банк	3479	Москва и обл.	16495687	12838516	3657171	28.49
159	20	Легион	3117	Москва и обл.	25019364	21371668	3647696	17.07
137	19	Кредит Урал Банк	2584	Челябинская обл.	30445313	26823786	3621527	13.5
117	17	Челябинвестбанк	493	Челябинская обл.	41523327	38008742	3514585	9.25
133	18	Кедр	1574	Красноярский край	31547376	28070661	3476715	12.39
197	41	Центркомбанк	2983	Москва и обл.	16315400	13074381	3241019	24.79
231	70	Русский Торговый Банк	2842	Москва и обл.	11406349	8202635	3203714	39.06
322	156	Енисей	474	Красноярский край	6163263	3013522	3149741	104.52
180	25	Морган Стэнли Банк	3456	Москва и обл.	19892165	16887394	3004771	17.79
88	4	Юниаструм Банк	2771	Москва и обл.	64389462	61398148	2991314	4.87
207	41	Темпбанк	55	Москва и обл.	15047169	12062481	2984688	24.74
136	17	Приморье	3001	Приморский край	30705340	27834025	2871315	10.32
165	17	Алмазэргиэнбанк	2602	Саха (Якутия)	23722139	20856754	2865385	13.74
361	204	Приско Капитал Банк	2537	Москва и обл.	4788554	2010025	2778529	138.23
190	35	Тройка-Д Банк	3431	Москва и обл.	17445124	14667408	2777716	18.94
155	13	АктивКапитал Банк	3006	Самарская обл.	25967510	23422123	2545387	10.87
229	55	Нижневолжский Коммерческий Банк	931	Саратовская обл.	11430471	8893644	2536827	28.52
426	270	Мико-Банк	3195	Москва и обл.	3381095	859482	2521613	293.39
192	32	НК Банк	2755	Москва и обл.	17293046	14774293	2518753	17.05
116	11	Челиндбанк	485	Челябинская обл.	42296224	39781435	2514789	6.32
188	32	Развитие-Столица	3013	Москва и обл.	18114870	15647083	2467787	15.77
461	322	Еврокапитал-Альянс	2672	Ярославская обл.	2786919	324465	2462454	758.93
282	97	МС Банк Рус	2789	Москва и обл.	7631451	5179447	2452004	47.34
299	109	Ю Би Эс Банк	3463	Москва и обл.	7008214	4564320	2443894	53.54
279	95	Современный Коммерческий Ипотечный Банк	3329	Костромская обл.	7780975	5393499	2387476	44.27
72	7	Союз	2307	Москва и обл.	92553232	90222301	2330931	2.58
225	44	Русьуниверсалбанк	3293	Москва и обл.	12348433	10026075	2322358	23.16
223	42	Инбанк	1829	Москва и обл.	12490582	10201017	2289565	22.44
106	10	СДМ-Банк	1637	Москва и обл.	47658112	45376644	2281468	5.03
289	91	Союзный	3236	Москва и обл.	7435775	5162770	2273005	44.03
377	175	Капиталбанк	2547	Ростовская обл.	4390524	2118968	2271556	107.2
334	114	Ринвестбанк	3262	Рязанская обл.	5749444	3505481	2243963	64.01
268	72	Верхневолжский	1084	Ярославская обл.	8630585	6428045	2202540	34.26
240	50	Промтрансбанк	2638	Башкортостан	10783605	8664018	2119587	24.46
158	11	Тимер Банк	1581	Татарстан	25215968	23139491	2076477	8.97
250	58	Ассоциация	732	Нижегородская обл.	9878213	7885809	1992404	25.27
369	137	ФорБанк	2063	Москва и обл.	4630597	2679975	1950622	72.79
345	101	РТС-Банк	3401	Самарская обл.	5411133	3510958	1900175	54.12
397	172	Земкомбанк	574	Ростовская обл.	3775686	1899064	1876622	98.82
176	17	НБД-Банк	1966	Нижегородская обл.	20707831	18843856	1863975	9.89
312	90	Русский Трастовый Банк	1139	Москва и обл.	6509501	4668539	1840962	39.43
200	29	Гарант-Инвест	2576	Москва и обл.	15846151	14012276	1833875	13.09
218	40	Прио-Внешторгбанк	212	Рязанская обл.	13008951	11174841	1834110	16.41
319	92	Коммерческий Индо Банк	3446	Москва и обл.	6271630	4453223	1818407	40.83
242	41	Банк Жилищного Финансирования	3138	Москва и обл.	10684064	8911589	1772475	19.89
313	84	Воронеж	654	Воронежская обл.	6499671	4737706	1761965	37.19
254	57	Банк Казани	708	Татарстан	9363286	7657746	1705540	22.27
227	43	КС Банк	1752	Мордовия	11599914	9925972	1673942	16.86
485	217	Внешфинбанк	3173	Краснодарский край	2445101	804648	1640453	203.87
280	66	Синко-Банк	2838	Москва и обл.	7768186	6132118	1636068	26.68
170	13	Ланта-Банк	1920	Москва и обл.	22210505	20596730	1613775	7.84
236	39	Развитие	2729	Карачаево-Черкесия	10973888	9359052	1614836	17.25
293	70	Риабанк	3434	Москва и обл.	7223779	5653201	1570578	27.78
182	14	Курскпромбанк	735	Курская обл.	19453119	17891548	1561571	8.73
264	56	Вокбанк	312	Нижегородская обл.	8832439	7320994	1511445	20.65
169	12	Энерготрансбанк	1307	Калининградская обл.	22457903	20950520	1507383	7.19
438	143	Ростфинанс	481	Ростовская обл.	3220924	1721916	1499008	87.05
449	146	Банк Премьер Кредит	1663	Москва и обл.	3076655	1580287	1496368	94.69
295	66	Торговый Городской Банк	3180	Тверская обл.	7211381	5727897	1483484	25.9
288	64	Консервативный Коммерческий Банк	1087	Астраханская обл.	7507137	6028513	1478624	24.53
202	28	Русский Ипотечный Банк	1968	Москва и обл.	15367377	13899363	1468014	10.56
326	79	Межтрастбанк	2493	Москва и обл.	5998144	4611834	1386310	30.06
333	81	Нейва	1293	Свердловская обл.	5762628	4387308	1375320	31.35
141	11	Интехбанк	2705	Татарстан	29346043	27993244	1352799	4.83
366	94	Газтрансбанк	665	Адыгея	4649157	3304900	1344257	40.67
335	80	Мираф-Банк	2244	Омская обл.	5718304	4384095	1334209	30.43
425	132	Смартбанк	3408	Москва и обл.	3414201	2084019	1330182	63.83
336	80	Бинбанк Смоленск	1957	Смоленская обл.	5676186	4378423	1297763	29.64
405	118	Метрополь	1639	Москва и обл.	3675617	2395519	1280098	53.44
494	176	Тальменка-Банк	826	Алтайский край	2332670	1056147	1276523	120.87
338	81	Итуруп	2390	Сахалинская обл.	5526339	4259037	1267302	29.76
278	58	Эксперт Банк	2949	Омская обл.	7900991	6635798	1265193	19.07
457	134	Банк ВВБ	1093	Севастополь	2859686	1608107	1251579	77.83
484	168	Михайловский ПЖСБ	2961	Волгоградская обл.	2447057	1206672	1240385	102.79
488	170	Соверен Банк	3206	Москва и обл.	2381762	1153572	1228190	106.47
179	13	Нацинвестпромбанк	3077	Москва и обл.	20187058	18971941	1215117	6.4
209	24	Акцепт	567	Новосибирская обл.	14932481	13731675	1200806	8.74
422	107	Констанс-Банк	2228	Санкт-Петербург и обл.	3459651	2303481	1156170	50.19
285	56	Бинбанк Тверь	777	Тверская обл.	7523907	6376372	1147535	18
415	107	Московско-Парижский Банк	2646	Москва и обл.	3538981	2398082	1140899	47.58
444	120	Региональный Коммерческий Банк	836	Ульяновская обл.	3153258	2030704	1122554	55.28
477	138	Промышленно-Финансовое Сотрудничество	2410	Москва и обл.	2540451	1421093	1119358	78.77
566	216	Регнум	3373	Москва и обл.	1437759	333466	1104293	331.16
193	23	Хлынов	254	Кировская обл.	17115331	16016206	1099125	6.86
238	33	СИАБ	3245	Санкт-Петербург и обл.	10807780	9722658	1085122	11.16
153	6	Акибанк	2587	Татарстан	26607584	25529560	1078024	4.22
216	27	Дил-Банк	3384	Москва и обл.	13707960	12650687	1057273	8.36
448	113	Лайтбанк	3177	Москва и обл.	3104832	2051590	1053242	51.34
419	98	Н-Банк	3493	Москва и обл.	3511307	2472897	1038410	41.99
323	59	Экси-Банк	2530	Санкт-Петербург и обл.	6126992	5108155	1018837	19.95
222	34	Солидарность (Москва)	1555	Москва и обл.	12514847	11499490	1015357	8.83
291	52	Чувашкредитпромбанк	1280	Чувашия	7258465	6255928	1002537	16.03
402	101	Выборг-Банк	720	Санкт-Петербург и обл.	3707876	2716135	991741	36.51
174	11	Аресбанк	2914	Москва и обл.	21250792	20268026	982766	4.85
262	44	Северо-Восточный Альянс	2768	Москва и обл.	8865073	7923605	941468	11.88
248	30	Славия	2664	Москва и обл.	10141643	9209229	932414	10.12
337	63	Автоградбанк	1455	Татарстан	5606025	4691080	914945	19.5
349	69	Владпромбанк	870	Владимирская обл.	5217975	4304355	913620	21.23
226	31	Солид Банк	1329	Камчатская обл.	12127937	11215007	912930	8.14
431	93	Сибэс	208	Омская обл.	3307117	2394512	912605	38.11
154	7	Москоммерцбанк	3365	Москва и обл.	26260376	25374586	885790	3.49
383	82	Прайм Финанс	2758	Санкт-Петербург и обл.	4135941	3251679	884262	27.19
274	41	Юг-Инвестбанк	2772	Краснодарский край	8356750	7504201	852549	11.36
328	53	Идея Банк	430	Краснодарский край	5951602	5110002	841600	16.47
406	87	Евразийский Банк	969	Москва и обл.	3664450	2825532	838918	29.69
284	51	Славянский Кредит	2960	Москва и обл.	7549773	6713837	835936	12.45
404	82	Объединенный Резервный Банк	937	Москва и обл.	3704698	2905389	799309	27.51
357	63	Новобанк	1352	Новгородская обл.	4955659	4165320	790339	18.97
501	110	Миръ	3089	Москва и обл.	2224145	1436500	787645	54.83
414	83	Донхлеббанк	2285	Ростовская обл.	3545470	2760813	784657	28.42
373	62	Уссури	596	Хабаровский край	4512186	3742407	769779	20.57
275	41	РусЮгбанк	2093	Волгоградская обл.	8241611	7477034	764577	10.23
396	80	Агророс	2860	Саратовская обл.	3796118	3048435	747683	24.53
380	67	Венец	524	Ульяновская обл.	4244193	3506676	737517	21.03
340	55	Енисейский Объединенный Банк	2645	Красноярский край	5500513	4777906	722607	15.12
362	60	Земский Банк	2900	Самарская обл.	4784209	4069140	715069	17.57
508	113	Кредпромбанк	1165	Ярославская обл.	2095161	1391023	704138	50.62
410	79	Банкирский Дом	2928	Санкт-Петербург и обл.	3577688	2878861	698827	24.27
259	37	Снежинский	1376	Челябинская обл.	9149543	8461610	687933	8.13
385	70	Форус Банк	3457	Нижегородская обл.	4111135	3431637	679498	19.8
294	43	Век	2299	Москва и обл.	7213831	6537869	675962	10.34
453	77	Радиотехбанк	1166	Нижегородская обл.	2966138	2296858	669280	29.14
443	70	Иваново	1763	Ивановская обл.	3162815	2499702	663113	26.53
582	156	Арсенал	3000	Москва и обл.	1225030	569239	655791	115.2
317	43	Нэклис-Банк	1671	Москва и обл.	6411235	5759595	651640	11.31
311	44	Эргобанк	2856	Москва и обл.	6546524	5901671	644853	10.93
399	74	БайкалИнвестБанк	1067	Иркутская обл.	3731550	3100984	630566	20.33
379	57	Финансово-Промышленный Капитал	3295	Москва и обл.	4366112	3742254	623858	16.67
263	37	Таатта	1249	Саха (Якутия)	8845172	8228279	616893	7.5
423	69	Кубанский Универсальный Банк	2898	Краснодарский край	3454653	2838615	616038	21.7
260	38	Ижкомбанк	646	Удмуртия	8894474	8278915	615559	7.44
526	118	Булгар Банк	1917	Татарстан	1861691	1258872	602819	47.89
341	51	Газстройбанк	2919	Москва и обл.	5480556	4882908	597648	12.24
407	67	Аксонбанк	680	Костромская обл.	3656481	3075170	581311	18.9
452	68	Первый Клиентский Банк	3436	Москва и обл.	2991255	2410321	580934	24.1
437	70	Братский АНКБ	1144	Иркутская обл.	3247262	2670704	576558	21.59
253	35	Новопокровский	467	Краснодарский край	9392165	8818051	574114	6.51
272	37	Томскпромстройбанк	1720	Томская обл.	8442573	7875402	567171	7.2
398	72	МФБанк	3163	Москва и обл.	3745267	3178151	567116	17.84
239	25	Оренбург	3269	Оренбургская обл.	10805390	10246859	558531	5.45
506	86	Екатерининский	2167	Москва и обл.	2156854	1601650	555204	34.66
502	83	Далена	1948	Москва и обл.	2221645	1670583	551062	32.99
541	112	РУБанк	2813	Москва и обл.	1726380	1180307	546073	46.27
374	52	Промсельхозбанк	538	Москва и обл.	4496002	4000320	495682	12.39
343	44	Банк Раунд	2506	Москва и обл.	5434099	4946333	487766	9.86
301	38	Банк на Красных Воротах	2472	Москва и обл.	6916530	6429029	487501	7.58
542	109	Кемсоцинбанк	96	Кемеровская обл.	1694451	1211366	483085	39.88
583	129	Динамичные Системы	3439	Москва и обл.	1219769	742063	477706	64.38
305	39	Кузнецкбизнесбанк	1158	Кемеровская обл.	6667224	6191837	475387	7.68
505	78	Торжокуниверсалбанк	933	Тверская обл.	2160795	1695585	465210	27.44
307	38	Эл Банк	1025	Самарская обл.	6593412	6133245	460167	7.5
475	81	Канский	860	Красноярский край	2546093	2090233	455860	21.81
440	60	Интеркредит	3047	Москва и обл.	3188758	2732793	455965	16.68
595	128	Южный Региональный Банк	3015	Ростовская обл.	1118583	668523	450060	67.32
221	25	Международный Акционерный Банк	1987	Москва и обл.	12713317	12264592	448725	3.66
519	83	ЮМК	3495	Краснодарский край	1947154	1502491	444663	29.6
104	7	Фора-Банк	1885	Москва и обл.	47724048	47279231	444817	0.94
589	124	Космос	2245	Москва и обл.	1182618	741963	440655	59.39
382	55	Роял Кредит Банк	783	Хабаровский край	4171708	3731774	439934	11.79
430	60	Центрально-Европейский Банк	2670	Москва и обл.	3308618	2870896	437722	15.25
576	110	Банк РМП	2574	Москва и обл.	1353074	916573	436501	47.62
287	35	Северный Кредит	2398	Вологодская обл.	7521079	7089954	431125	6.08
389	61	Русский Национальный Банк	469	Ростовская обл.	3902794	3473023	429771	12.37
256	30	Миллениум Банк	3423	Москва и обл.	9275519	8859090	416429	4.7
381	52	Камчаткомагропромбанк	545	Камчатская обл.	4221768	3812234	409534	10.74
468	71	Система	2846	Москва и обл.	2628570	2220924	407646	18.35
318	35	Кремлевский	2905	Москва и обл.	6404503	5997190	407313	6.79
178	8	Энергобанк	67	Татарстан	20537611	20131090	406521	2.02
469	69	Кредит Экспресс	3186	Ростовская обл.	2616536	2222867	393669	17.71
413	58	Живаго-Банк	2065	Рязанская обл.	3556737	3169966	386771	12.2
447	54	Яндекс.Деньги	3510	Россия	3113796	2727831	385965	14.15
393	61	Вологжанин	1896	Вологодская обл.	3835921	3450536	385385	11.17
412	57	Бест Эффортс Банк	435	Москва и обл.	3557080	3179824	377256	11.86
540	85	Межрегиональный Клиринговый Банк	2543	Москва и обл.	1739928	1369811	370117	27.02
548	100	1Банк	2896	Северная Осетия — Алания	1594867	1237764	357103	28.85
386	52	Витабанк	356	Санкт-Петербург и обл.	4083034	3727970	355064	9.52
458	57	Кроссинвестбанк	2849	Москва и обл.	2842938	2492312	350626	14.07
376	45	Кузнецкий	609	Пензенская обл.	4438072	4091542	346530	8.47
191	11	Расчетно-Кредитный Банк	103	Москва и обл.	17326725	16983574	343151	2.02
578	103	ПэйПал РУ	3517	Москва и обл.	1292588	952596	339992	35.69
532	75	Вологдабанк	992	Вологодская обл.	1813058	1473600	339458	23.04
471	64	Проинвестбанк	784	Пермская обл.	2585471	2250647	334824	14.88
534	74	Кетовский Коммерческий Банк	842	Курганская обл.	1787144	1464241	322903	22.05
470	61	Йошкар-Ола	2802	Марий Эл	2604872	2284455	320417	14.03
296	36	Муниципальный Камчатпрофитбанк	2103	Камчатская обл.	7138784	6818527	320257	4.7
564	91	Евроазиатский Инвестиционный Банк	2897	Москва и обл.	1493706	1175177	318529	27.1
584	103	Тендер-Банк	2252	Москва и обл.	1215979	915138	300841	32.87
411	52	Уралпромбанк	2964	Челябинская обл.	3573762	3282957	290805	8.86
212	20	БайкалБанк	2632	Бурятия	14106854	13817287	289567	2.1
490	68	Новация	840	Адыгея	2371157	2081262	289895	13.93
442	46	Мегаполис	3265	Чувашия	3182459	2893463	288996	9.99
533	68	Руна-Банк	3207	Москва и обл.	1797115	1508893	288222	19.1
512	67	Уралфинанс	1370	Свердловская обл.	2036633	1749603	287030	16.41
516	66	Мосводоканалбанк	2863	Москва и обл.	2005590	1718954	286636	16.68
330	36	Хакасский Муниципальный Банк	1049	Хакасия	5888530	5602993	285537	5.1
613	105	Первоуральскбанк	965	Свердловская обл.	981480	697034	284446	40.81
556	89	Оней Банк	3516	Москва и обл.	1540248	1258650	281598	22.37
478	56	Владбизнесбанк	903	Владимирская обл.	2539316	2261117	278199	12.3
600	106	Москва	1661	Москва и обл.	1063879	785993	277886	35.35
553	82	Ноосфера	2650	Республика Алтай	1564310	1301915	262395	20.15
522	64	Америкэн Экспресс Банк	3460	Москва и обл.	1914641	1653967	260674	15.76
346	39	Камский Коммерческий Банк	438	Татарстан	5337730	5086036	251694	4.95
612	99	Московский Национальный Инвестиционный Банк	3181	Москва и обл.	982876	749611	233265	31.12
536	62	Майкопбанк	1136	Адыгея	1768764	1535569	233195	15.19
633	103	Межрегиональный Банк Реконструкции	2620	Москва и обл.	806272	575617	230655	40.07
550	79	Примтеркомбанк	21	Приморский край	1577183	1347537	229646	17.04
614	101	Кузбассхимбанк	2868	Кемеровская обл.	960603	739127	221476	29.96
356	40	Конфидэнс Банк	970	Костромская обл.	4963766	4746026	217740	4.59
481	52	Унифондбанк	3416	Москва и обл.	2482124	2272232	209892	9.24
205	16	Росавтобанк	2767	Москва и обл.	15164035	14957126	206909	1.38
650	119	Терра	3476	Москва и обл.	610465	407741	202724	49.72
685	114	Монета.ру	3508	Марий Эл	365359	164833	200526	121.65
329	33	Северный Народный Банк	2721	Коми	5902967	5707403	195564	3.43
474	53	Газнефтьбанк	3223	Саратовская обл.	2546713	2354102	192611	8.18
593	86	Камский Горизонт	2554	Татарстан	1149427	957421	192006	20.05
598	92	Тетраполис	1586	Санкт-Петербург и обл.	1087731	901048	186683	20.72
696	112	Универсальная электронная карта	3524	Москва и обл.	265405	79265	186140	234.83
451	40	Аспект	608	Москва и обл.	3035050	2851527	183523	6.44
565	76	Первый Дортрансбанк	3271	Кировская обл.	1449380	1267143	182237	14.38
531	58	Мострансбанк	2258	Москва и обл.	1819213	1636942	182271	11.13
300	31	Трансстройбанк	2807	Москва и обл.	7007445	6832510	174935	2.56
682	113	РИБ	2749	Москва и обл.	388737	214063	174674	81.6
551	66	Великие Луки Банк	598	Псковская обл.	1574847	1401267	173580	12.39
320	29	Кранбанк	2271	Ивановская обл.	6262099	6089914	172185	2.83
585	89	Химик	1114	Нижегородская обл.	1196427	1024446	171981	16.79
636	98	РусьРегионБанк	685	Москва и обл.	763781	592936	170845	28.81
360	43	ВостСибтранскомбанк	2731	Иркутская обл.	4812604	4646810	165794	3.57
491	51	БСТ-Банк	2883	Кемеровская обл.	2370338	2204843	165495	7.51
703	111	Инновационный Расчетный Центр	3447	Москва и обл.	193905	31166	162739	522.17
292	31	Анкор Банк	889	Татарстан	7246739	7086055	160684	2.27
704	112	Интеррасчет	1618	Москва и обл.	187041	26913	160128	594.98
306	32	Банк Торгового Финансирования	1982	Москва и обл.	6647149	6489264	157885	2.43
408	41	Инвестсоцбанк	3010	Москва и обл.	3652688	3496849	155839	4.46
359	39	Межрегиональный промышленно-строительный банк	752	Мордовия	4890837	4735504	155333	3.28
420	38	Юнистрим	3467	Москва и обл.	3499389	3346063	153326	4.58
568	69	РФИ Банк	3351	Москва и обл.	1432609	1280802	151807	11.85
546	57	Вэлтон Банк	1105	Белгородская обл.	1649418	1497653	151765	10.13
492	49	Резерв	2364	Челябинская обл.	2358966	2209436	149530	6.77
611	88	Спецстройбанк	236	Москва и обл.	997033	851321	145712	17.12
631	93	Вестинтербанк	3398	Москва и обл.	813385	668012	145373	21.76
401	42	Айви Банк	2055	Москва и обл.	3714564	3573433	141131	3.95
124	13	Саровбизнесбанк	2048	Нижегородская обл.	36251912	36112344	139568	0.39
623	87	Русский Финансовый Альянс	2035	Москва и обл.	900049	759472	140577	18.51
654	107	Азия Банк	3183	Москва и обл.	596088	459130	136958	29.83
327	31	Проминвестбанк	2433	Москва и обл.	5989690	5853680	136010	2.32
574	72	Взаимодействие	1704	Новосибирская обл.	1382603	1247484	135119	10.83
524	53	Глобус	2438	Москва и обл.	1889400	1755956	133444	7.6
642	95	Геобанк	2027	Москва и обл.	704121	573187	130934	22.84
624	85	Майский	1673	Кабардино-Балкария	891186	765702	125484	16.39
609	82	Невастройинвест	1926	Санкт-Петербург и обл.	1011756	888669	123087	13.85
