Позиция в рейтинге	Изменение позиции в рейтинге	Название банка	Номер лицензии	Регион регистрации	Декабрь, 2011, тыс. рублей	Январь, 2011, тыс. рублей	Изменение, тыс. рублей	Изменение, %
935	19	Алжан	2491	Дагестан	201423	193509	7914	4.09
936	-99	Петербургский Расчетный Центр	3306	Санкт-Петербург и обл.	196134	513623	-317489	-61.81
937	19	Столичная расчетная палата	3419	Вологодская обл.	186778	185470	1308	0.71
938	26	Зеленокумская	1239	Ставропольский край	159083	156724	2359	1.51
939	41	Евроинвест	3383	Москва и обл.	143637	79860	63777	79.86
940	27	ФФИН Банк (бывш. Охабанк)	1143	Сахалинская обл.	140737	140159	578	0.41
941	34	Расчетный Банковский Центр	3487	Москва и обл.	133315	120290	13025	10.83
942	3	Межбанковский Кредитный Союз	3242	Москва и обл.	119719	212925	-93206	-43.77
943	39	Русское Финансовое Общество	3427	Москва и обл.	117013	69188	47825	69.12
944		Фидбэк	3502	Воронежская обл.	116334			
945	32	Майма	1037	Республика Алтай	114339	115120	-781	-0.68
946	40	Транзит	2688	Дагестан	108644	54876	53768	97.98
947	36	Умут	2435	Дагестан	107886	66402	41484	62.47
948	26	Финансовые Услуги	3496	Москва и обл.	104608	122892	-18284	-14.88
949	35	Вест	2605	Москва и обл.	104417	55236	49181	89.04
950	9	Объединенная Расчетная Палата	3451	Москва и обл.	103766	175014	-71248	-40.71
951	11	Красноярский Краевой Расчетный Центр	3483	Красноярский край	99822	158322	-58500	-36.95
952	27	Сергиево-Посадская Расчетная Палата	384	Москва и обл.	90887	82126	8761	10.67
953	18	Платежный Клиринговый Дом	3343	Москва и обл.	83397	133164	-49767	-37.37
954	-2	Уральская Расчетная Палата	3326	Москва и обл.	72379	194757	-122378	-62.84
955	30	РИБ	2749	Москва и обл.	50406	54997	-4591	-8.35
956	31	Сулак	749	Дагестан	48543	48558	-15	-0.03
957	33	Первый Земельный Расчетный Центр	3381	Курская обл.	35641	25981	9660	37.18
958	31	Частный Расчетно-Кассовый Центр	3420	Москва и обл.	25639	26395	-756	-2.86
959	33	Тор Кредит	3497	Москва и обл.	23828	23487	341	1.45
960	33	Депозитный Кредитный Дом	3474	Москва и обл.	17959	17767	192	1.08
961	35	Сибирский Расчетный Центр	3308	Новосибирская обл.	17304	12187	5117	41.99
962	26	Инновационный Расчетный Центр	3447	Москва и обл.	16320	45162	-28842	-63.86
964	14	Национальная Расчетная Компания	3386	Москва и обл.	8388	83358	-74970	-89.94
965	32	Клиринговый Дом	3430	Санкт-Петербург и обл.	4061	3945	116	2.94
966	28	Межрегиональный Клиринговый Центр	3424	Москва и обл.	3979	17336	-13357	-77.05
967	32	Финансово-Расчетный Центр	3319	Нижегородская обл.	1810	1231	579	47.03
968	30	Международная Уральская Расчетная Палата	3322	Свердловская обл.	1773	2193	-420	-19.15
969	31	АРБ-Инкасс	3353	Москва и обл.	1157	1179	-22	-1.87
